ID,LAT,LON,startYear,endYear,SOILID,StationID,soilcspin,isimveg,isimfire,irrigate,P1,plating day,start year,cycle length,cycles,params
sim1,-28.75,-53.5,2000,2001,BRZL000001,,0,1,0,0,soybean,320,2000,133,1,soybean1
