ID,LAT,LON,SOILID,StationID,soilcspin,isimveg,isimfire,irrigate,P1,plating day,start year,cycle length,cycles,params
sim17864,-21.75,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,246,2001,2492,1,eucalipto1
sim17865,-21.75,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,273,2001,2465,1,eucalipto1
sim17866,-21.75,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,262,2001,2476,1,eucalipto1
sim17922,-21.75,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,260,2001,2478,1,eucalipto1
sim19422,-22.25,-48.25,CENEOSAFR2,,1,1,0,0,eucalipto,316,2001,2680,1,eucalipto1
sim19522,-22.25,-46.75,CELATOFRN2,,1,1,0,0,eucalipto,12,1969,13835,1,eucalipto1
sim19523,-22.25,-46.75,CELATOFRN2,,1,1,0,0,eucalipto,324,2001,2702,1,eucalipto1
sim19842,-21.75,-47.75,CELATOFRN3,,1,1,0,0,eucalipto,49,2002,2034,1,eucalipto1
sim19962,-21.75,-47.75,CELATOFRN3,,1,1,0,0,eucalipto,74,2002,2208,1,eucalipto1
sim19963,-21.75,-47.75,CELATOFRN3,,1,1,0,0,eucalipto,262,2001,2538,1,eucalipto1
sim19967,-21.75,-47.75,CELATOFRN3,,1,1,0,0,eucalipto,37,2002,2398,1,eucalipto1
sim20022,-22.25,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,144,2006,668,1,eucalipto1
sim20023,-22.25,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,144,2006,668,1,eucalipto1
sim20081,-21.75,-47.25,CENEOSAFR3,,1,1,0,0,eucalipto,327,2006,739,1,eucalipto1
sim20127,-21.25,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,268,2002,2136,1,eucalipto1
sim20128,-21.25,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,273,2002,2131,1,eucalipto1
sim20131,-22.25,-48.25,CENEOSAFR2,,1,1,0,0,eucalipto,323,2002,1765,1,eucalipto1
sim20492,-21.75,-47.25,CELATOFRN3,,1,1,0,0,eucalipto,298,2006,768,1,eucalipto1
sim20494,-21.75,-47.25,CENEOSAFR3,,1,1,0,0,eucalipto,291,2006,775,1,eucalipto1
sim20572,-22.25,-47.25,CELATOMAG2,,1,1,0,0,eucalipto,127,1995,4224,1,eucalipto1
sim20782,-22.25,-48.25,CENEOSAFR2,,1,1,0,0,eucalipto,21,2003,2245,1,eucalipto1
sim21275,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,84,2003,1924,1,eucalipto1
sim21276,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,84,2003,1877,1,eucalipto1
sim21277,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,90,2003,1871,1,eucalipto1
sim21278,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,91,2003,1917,1,eucalipto1
sim21279,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,195,2003,1813,1,eucalipto1
sim21280,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,91,2003,1870,1,eucalipto1
sim21282,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,95,2003,1866,1,eucalipto1
sim21283,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,94,2003,1867,1,eucalipto1
sim21284,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,93,2003,1868,1,eucalipto1
sim21285,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,114,2003,2152,1,eucalipto1
sim21286,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,257,2003,2009,1,eucalipto1
sim21287,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,106,2003,2160,1,eucalipto1
sim21288,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,111,2003,2155,1,eucalipto1
sim21289,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,250,2003,2016,1,eucalipto1
sim21290,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,111,2003,2155,1,eucalipto1
sim21291,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,111,2003,2155,1,eucalipto1
sim21292,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,195,2003,1813,1,eucalipto1
sim21294,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,103,2003,2163,1,eucalipto1
sim21296,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,102,2003,2164,1,eucalipto1
sim21297,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,101,2003,2165,1,eucalipto1
sim21298,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,104,2003,2162,1,eucalipto1
sim21299,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,95,2003,2171,1,eucalipto1
sim21303,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,195,2003,1813,1,eucalipto1
sim21315,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,194,2003,1814,1,eucalipto1
sim21318,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,96,2003,1865,1,eucalipto1
sim21321,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,98,2003,1863,1,eucalipto1
sim21323,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,98,2003,1863,1,eucalipto1
sim21324,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,98,2003,1863,1,eucalipto1
sim21325,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,98,2003,1863,1,eucalipto1
sim21327,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,99,2003,1862,1,eucalipto1
sim21328,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,282,2003,1726,1,eucalipto1
sim21331,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,282,2003,1726,1,eucalipto1
sim21334,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,279,2003,1729,1,eucalipto1
sim21337,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,278,2003,1730,1,eucalipto1
sim21343,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,274,2003,1734,1,eucalipto1
sim21345,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,271,2003,1737,1,eucalipto1
sim21347,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,260,2003,1748,1,eucalipto1
sim21348,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,260,2003,1748,1,eucalipto1
sim21350,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,259,2003,1749,1,eucalipto1
sim21351,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,262,2003,712,1,eucalipto1
sim21354,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,91,2004,1505,1,eucalipto1
sim21355,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,255,2003,719,1,eucalipto1
sim21356,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,255,2003,719,1,eucalipto1
sim21357,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,253,2003,721,1,eucalipto1
sim21358,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,181,2003,1402,1,eucalipto1
sim21360,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,253,2003,721,1,eucalipto1
sim21362,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,184,2003,1399,1,eucalipto1
sim21363,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,182,2003,1401,1,eucalipto1
sim21365,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,182,2003,1406,1,eucalipto1
sim21366,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,251,2003,695,1,eucalipto1
sim21367,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,182,2003,1406,1,eucalipto1
sim21375,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,252,2003,722,1,eucalipto1
sim21376,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,253,2003,721,1,eucalipto1
sim21377,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,252,2003,722,1,eucalipto1
sim21378,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,185,2003,1403,1,eucalipto1
sim21381,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,185,2003,1413,1,eucalipto1
sim21383,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,251,2003,723,1,eucalipto1
sim21384,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,251,2003,723,1,eucalipto1
sim21385,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,273,2003,840,1,eucalipto1
sim21387,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,273,2003,916,1,eucalipto1
sim21388,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,247,2003,727,1,eucalipto1
sim21389,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,250,2003,724,1,eucalipto1
sim21392,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,191,2003,1392,1,eucalipto1
sim21400,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,189,2003,1394,1,eucalipto1
sim21401,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,188,2003,1395,1,eucalipto1
sim21411,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,230,2003,1364,1,eucalipto1
sim21414,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,227,2003,1367,1,eucalipto1
sim21423,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,226,2003,1368,1,eucalipto1
sim21427,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,232,2003,1362,1,eucalipto1
sim21430,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,237,2003,1357,1,eucalipto1
sim21441,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,238,2003,1356,1,eucalipto1
sim21442,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,241,2003,1353,1,eucalipto1
sim21445,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,220,2003,1819,1,eucalipto1
sim21446,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,223,2003,1816,1,eucalipto1
sim21447,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,223,2003,1816,1,eucalipto1
sim21448,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,208,2003,1831,1,eucalipto1
sim21449,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,209,2003,1830,1,eucalipto1
sim21450,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,212,2003,1827,1,eucalipto1
sim21453,-22.25,-46.75,CEARGIMAG3,,1,1,0,0,eucalipto,216,2003,1823,1,eucalipto1
sim21454,-22.25,-46.75,CEARGIMAG3,,1,1,0,0,eucalipto,219,2003,1820,1,eucalipto1
sim21455,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,210,2003,1829,1,eucalipto1
sim21461,-22.25,-46.75,CELATOFRN2,,1,1,0,0,eucalipto,201,2003,1838,1,eucalipto1
sim21464,-22.25,-46.75,CELATOFRN2,,1,1,0,0,eucalipto,206,2003,1833,1,eucalipto1
sim21492,-22.25,-47.25,CELATOFRN3,,1,1,0,0,eucalipto,174,2003,1306,1,eucalipto1
sim21792,-22.25,-47.75,CENEOSAFR2,,1,1,0,0,eucalipto,143,2003,1835,1,eucalipto1
sim22142,-22.25,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,134,2003,1905,1,eucalipto1
sim22143,-22.25,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,121,2003,2205,1,eucalipto1
sim22144,-22.25,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,128,2003,2198,1,eucalipto1
sim22145,-22.25,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,132,2003,2194,1,eucalipto1
sim22187,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,118,2003,1890,1,eucalipto1
sim22188,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,112,2003,1896,1,eucalipto1
sim22189,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,197,2003,1811,1,eucalipto1
sim22190,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,197,2003,1811,1,eucalipto1
sim22202,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,197,2003,1811,1,eucalipto1
sim22223,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,197,2003,1811,1,eucalipto1
sim22342,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,110,2004,1486,1,eucalipto1
sim22343,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,106,2004,1490,1,eucalipto1
sim22344,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,281,2003,909,1,eucalipto1
sim22382,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,193,2003,1390,1,eucalipto1
sim22383,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,192,2003,1391,1,eucalipto1
sim22442,-22.25,-48.25,CENEOSAFR2,,1,1,0,0,eucalipto,151,2003,1827,1,eucalipto1
sim22602,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,181,2003,1827,1,eucalipto1
sim22642,-22.25,-48.25,CELATOFRN2,,1,1,0,0,eucalipto,199,2003,1871,1,eucalipto1
sim23382,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,110,2004,1486,1,eucalipto1
sim23443,-22.25,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,136,2006,676,1,eucalipto1
sim23722,-22.25,-46.75,CELATOMAG3,,1,1,0,0,eucalipto,105,2004,1538,1,eucalipto1
sim23882,-22.25,-48.25,CENEOSAFR2,,1,1,0,0,eucalipto,303,2003,1797,1,eucalipto1
sim25123,-22.25,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,263,1998,2857,1,eucalipto1
sim25442,-22.25,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,242,2004,1525,1,eucalipto1
sim25443,-22.25,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,237,2004,1530,1,eucalipto1
sim25642,-21.75,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,280,2004,1548,1,eucalipto1
sim25643,-21.75,-47.75,CELATOFRN3,,1,1,0,0,eucalipto,273,2004,1628,1,eucalipto1
sim25802,-22.75,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,327,2004,1470,1,eucalipto1
sim25803,-22.75,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,325,2004,1472,1,eucalipto1
sim25804,-22.75,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,330,2004,1467,1,eucalipto1
sim25806,-22.75,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,318,2004,1479,1,eucalipto1
sim25807,-22.75,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,322,2004,1475,1,eucalipto1
sim25808,-22.75,-47.25,CELATOMAG2,,1,1,0,0,eucalipto,323,2004,1474,1,eucalipto1
sim25809,-22.75,-47.25,CELATOMAG2,,1,1,0,0,eucalipto,329,2004,1468,1,eucalipto1
sim25810,-22.75,-47.25,CELATOMAG2,,1,1,0,0,eucalipto,326,2004,1471,1,eucalipto1
sim25811,-22.75,-47.25,CELATOMAG2,,1,1,0,0,eucalipto,329,2004,1468,1,eucalipto1
sim25813,-22.75,-47.25,CELATOMAG2,,1,1,0,0,eucalipto,343,2004,1454,1,eucalipto1
sim25816,-22.75,-47.25,CELATOMAG2,,1,1,0,0,eucalipto,345,2004,1452,1,eucalipto1
sim25817,-22.75,-47.25,CELATOMAG2,,1,1,0,0,eucalipto,329,2004,1468,1,eucalipto1
sim25818,-22.75,-47.25,CELATOMAG2,,1,1,0,0,eucalipto,345,2004,1452,1,eucalipto1
sim25819,-22.75,-47.25,CELATOMAG2,,1,1,0,0,eucalipto,4,2005,1427,1,eucalipto1
sim25821,-22.75,-47.25,CELATOMAG2,,1,1,0,0,eucalipto,313,2004,1484,1,eucalipto1
sim25822,-22.75,-47.25,CELATOMAG2,,1,1,0,0,eucalipto,309,2004,1488,1,eucalipto1
sim25823,-22.75,-47.25,CELATOMAG2,,1,1,0,0,eucalipto,5,2005,1426,1,eucalipto1
sim25826,-22.75,-47.25,CELATOMAG2,,1,1,0,0,eucalipto,314,2004,1483,1,eucalipto1
sim25827,-22.75,-47.25,CELATOMAG2,,1,1,0,0,eucalipto,308,2004,1489,1,eucalipto1
sim25828,-22.75,-47.25,CELATOMAG2,,1,1,0,0,eucalipto,308,2004,1489,1,eucalipto1
sim25829,-22.75,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,313,2004,1484,1,eucalipto1
sim25830,-22.75,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,314,2004,1483,1,eucalipto1
sim25831,-22.75,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,315,2004,1482,1,eucalipto1
sim25832,-22.75,-47.25,CELATOMAG2,,1,1,0,0,eucalipto,315,2004,1482,1,eucalipto1
sim25833,-22.75,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,322,2004,1475,1,eucalipto1
sim25834,-22.75,-47.25,CELATOMAG2,,1,1,0,0,eucalipto,315,2004,1482,1,eucalipto1
sim25835,-22.75,-47.25,CELATOMAG2,,1,1,0,0,eucalipto,322,2004,1475,1,eucalipto1
sim25836,-22.75,-47.25,CELATOMAG2,,1,1,0,0,eucalipto,321,2004,1476,1,eucalipto1
sim25837,-22.75,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,338,2004,1459,1,eucalipto1
sim25838,-22.75,-47.25,CELATOMAG2,,1,1,0,0,eucalipto,338,2004,1459,1,eucalipto1
sim25839,-22.75,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,339,2004,1458,1,eucalipto1
sim25840,-22.75,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,335,2004,1462,1,eucalipto1
sim25841,-22.75,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,337,2004,1460,1,eucalipto1
sim25842,-22.75,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,337,2004,1460,1,eucalipto1
sim25902,-21.75,-47.75,CELATOFRN3,,1,1,0,0,eucalipto,314,2004,1587,1,eucalipto1
sim25922,-22.75,-47.25,CELATOMAG2,,1,1,0,0,eucalipto,316,2004,1481,1,eucalipto1
sim25923,-22.75,-47.25,CELATOMAG2,,1,1,0,0,eucalipto,5,2005,1426,1,eucalipto1
sim26062,-22.75,-47.25,CELATOMAG2,,1,1,0,0,eucalipto,6,2005,1425,1,eucalipto1
sim26063,-22.75,-47.25,CELATOMAG2,,1,1,0,0,eucalipto,6,2005,1425,1,eucalipto1
sim26064,-22.75,-47.25,CELATOMAG2,,1,1,0,0,eucalipto,25,2005,1406,1,eucalipto1
sim26065,-22.75,-47.25,CELATOMAG2,,1,1,0,0,eucalipto,25,2005,1406,1,eucalipto1
sim26066,-22.75,-47.25,CELATOMAG2,,1,1,0,0,eucalipto,25,2005,1406,1,eucalipto1
sim26067,-22.75,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,25,2005,1406,1,eucalipto1
sim26083,-21.75,-47.75,CELATOFRN3,,1,1,0,0,eucalipto,4,2005,1152,1,eucalipto1
sim26084,-21.75,-47.75,CELATOFRN3,,1,1,0,0,eucalipto,340,2004,1561,1,eucalipto1
sim26182,-21.75,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,25,2005,1482,1,eucalipto1
sim26322,-21.75,-47.75,CELATOFRN3,,1,1,0,0,eucalipto,24,2005,1132,1,eucalipto1
sim26323,-21.75,-47.75,CELATOFRN3,,1,1,0,0,eucalipto,20,2005,1136,1,eucalipto1
sim26407,-21.75,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,35,2005,1500,1,eucalipto1
sim26408,-21.75,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,61,2005,1474,1,eucalipto1
sim26622,-21.75,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,107,2005,1428,1,eucalipto1
sim26623,-21.75,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,101,2005,1434,1,eucalipto1
sim26626,-22.25,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,90,2005,1311,1,eucalipto1
sim26627,-22.25,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,108,2005,715,1,eucalipto1
sim26628,-22.25,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,109,2005,714,1,eucalipto1
sim26629,-22.25,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,111,2005,712,1,eucalipto1
sim26642,-22.25,-48.25,CELATOFRN2,,1,1,0,0,eucalipto,99,2005,760,1,eucalipto1
sim26742,-21.75,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,121,2005,1414,1,eucalipto1
sim26743,-21.75,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,135,2005,1400,1,eucalipto1
sim30502,-22.25,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,47,2006,765,1,eucalipto1
sim31222,-21.75,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,166,2006,870,1,eucalipto1
sim31242,-21.75,-47.25,CENEOSAFR3,,1,1,0,0,eucalipto,215,2006,851,1,eucalipto1
sim31243,-21.75,-47.25,CENEOSAFR3,,1,1,0,0,eucalipto,198,2006,868,1,eucalipto1
sim31244,-21.75,-47.25,CENEOSAFR3,,1,1,0,0,eucalipto,167,2006,899,1,eucalipto1
sim31942,-22.25,-48.25,CELATOFRN2,,1,1,0,0,eucalipto,190,2006,846,1,eucalipto1
sim31963,-22.25,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,37,2006,775,1,eucalipto1
sim31965,-21.75,-47.25,CELATOFRN2,,1,1,0,0,eucalipto,6,2006,743,1,eucalipto1
sim33133,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,287,2004,1480,1,eucalipto1
sim33134,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,292,2004,1475,1,eucalipto1
sim33135,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,294,2004,1473,1,eucalipto1
sim33136,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,278,2004,1489,1,eucalipto1
sim33137,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,267,2004,1500,1,eucalipto1
sim33138,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,259,2004,1508,1,eucalipto1
sim33139,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,204,2004,1563,1,eucalipto1
sim33140,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,218,2004,1549,1,eucalipto1
sim33141,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,225,2004,1542,1,eucalipto1
sim33142,-21.25,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,131,2004,1636,1,eucalipto1
sim33143,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,186,2004,1581,1,eucalipto1
sim33144,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,200,2004,1567,1,eucalipto1
sim33145,-21.25,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,189,2004,1578,1,eucalipto1
sim33146,-21.25,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,170,2004,1597,1,eucalipto1
sim33147,-21.25,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,138,2004,1629,1,eucalipto1
sim33148,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,295,2005,815,1,eucalipto1
sim33149,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,297,2005,813,1,eucalipto1
sim33150,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,297,2005,813,1,eucalipto1
sim33153,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,318,2003,2008,1,eucalipto1
sim33154,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,301,2003,1527,1,eucalipto1
sim33155,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,303,2003,1525,1,eucalipto1
sim33156,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,309,2003,2017,1,eucalipto1
sim33157,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,84,2004,1877,1,eucalipto1
sim33158,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,76,2004,1885,1,eucalipto1
sim33159,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,64,2004,1897,1,eucalipto1
sim33160,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,111,2002,2520,1,eucalipto1
sim33161,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,106,2002,2525,1,eucalipto1
sim33162,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,44,2004,1887,1,eucalipto1
sim33163,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,33,2004,1898,1,eucalipto1
sim33164,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,19,2004,1912,1,eucalipto1
sim33165,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,50,2004,1881,1,eucalipto1
sim33166,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,55,2004,1876,1,eucalipto1
sim33167,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,23,2004,1908,1,eucalipto1
sim33168,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,49,2004,1882,1,eucalipto1
sim33169,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,79,2004,1882,1,eucalipto1
sim33170,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,70,2004,1861,1,eucalipto1
sim33171,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,35,2004,1896,1,eucalipto1
sim33172,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,89,2004,1842,1,eucalipto1
sim33173,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,95,2004,1836,1,eucalipto1
sim33174,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,98,2004,1833,1,eucalipto1
sim33175,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,142,2002,2489,1,eucalipto1
sim33176,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,142,2002,2489,1,eucalipto1
sim33177,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,140,2002,2491,1,eucalipto1
sim33178,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,111,2002,2520,1,eucalipto1
sim33179,-21.75,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,128,2002,2503,1,eucalipto1
sim33180,-21.25,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,154,2004,1613,1,eucalipto1
sim33181,-21.25,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,154,2004,1613,1,eucalipto1
sim33182,-21.25,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,155,2004,1612,1,eucalipto1
sim33183,-21.25,-47.75,CELATOFRN2,,1,1,0,0,eucalipto,162,2004,1605,1,eucalipto1
