ID,LAT,LON,startY,startOfSimulation,endY,endOfSimulation,SOILID,StationID,Soil initial conditions,soilcspin,isimveg,isimfire,irrigate,P1,planting day,start year,plant population,row spacing,planting depth,cycle length,cycles,params
BRRSAS_GbyE_2012-2013_BMXPOT_314,-28.25,-53.75,2012,313,2013,103,IB00000008,,0,0,1,0,0,soybean,314,2012,25,35,5.1,,1,soybean13
BRRSSG_GbyE_2008-2009_BMXPOT_294,-30.5,-54.25,2008,293,2009,83,IB00000001,,0,0,1,0,0,soybean,294,2008,25,35,5.1,,1,soybean13
BRRSSG_GbyE_2009-2010_BMXPOT_342,-30.5,-54.25,2009,341,2010,131,IB00000001,,0,0,1,0,0,soybean,342,2009,25,35,5.1,,1,soybean13
BRRSSG_GbyE_2010-2011_BMXPOT_315,-30.5,-54.25,2010,314,2011,104,IB00000001,,0,0,1,0,0,soybean,315,2010,25,35,5.1,,1,soybean13
BRRSSG_GbyE_2010-2011_BMXPOT_330,-30.5,-54.25,2010,329,2011,119,IB00000001,,0,0,1,0,0,soybean,330,2010,25,35,5.1,,1,soybean13
BRRSSG_GbyE_2011-2012_BMXPOT_322,-30.5,-54.25,2011,321,2012,111,IB00000001,,0,0,1,0,0,soybean,322,2011,25,35,5.1,,1,soybean13
BRRSSG_GbyE_2012-2013_BMXPOT_345,-30.5,-54.25,2012,344,2013,134,IB00000001,,0,0,1,0,0,soybean,345,2012,25,35,5.1,,1,soybean13
BRRSSL_GbyE_2008-2009_BMXPOT_317,-28.75,-54.5,2008,316,2009,106,IB00000002,,0,0,1,0,0,soybean,317,2008,25,35,5.1,,1,soybean13
BRRSSL_GbyE_2009-2010_BMXPOT_346,-28.75,-54.5,2009,345,2010,135,IB00000002,,0,0,1,0,0,soybean,346,2009,25,35,5.1,,1,soybean13
BRRSSL_GbyE_2010-2011_BMXPOT_314,-28.75,-54.5,2010,313,2011,103,IB00000002,,0,0,1,0,0,soybean,314,2010,25,35,5.1,,1,soybean13
BRRSSL_GbyE_2012-2013_BMXPOT_322,-28.75,-54.5,2012,321,2013,111,IB00000002,,0,0,1,0,0,soybean,322,2012,25,35,5.1,,1,soybean13
BRRSVA_GbyE_2008-2009_BMXPOT_331,-28.25,-51,2008,330,2009,120,IB00000005,,0,0,1,0,0,soybean,331,2008,25,35,5.1,,1,soybean13
BRRSVA_GbyE_2009-2010_BMXPOT_345,-28.25,-51,2009,344,2010,134,IB00000005,,0,0,1,0,0,soybean,345,2009,25,35,5.1,,1,soybean13
BRRSVA_GbyE_2010-2011_BMXPOT_358,-28.25,-51,2010,357,2011,147,IB00000005,,0,0,1,0,0,soybean,358,2010,25,35,5.1,,1,soybean13
BRRSVA_GbyE_2011-2012_BMXPOT_340,-28.25,-51,2011,339,2012,129,IB00000005,,0,0,1,0,0,soybean,340,2011,25,35,5.1,,1,soybean13
BRRSVA_GbyE_2012-2013_BMXPOT_350,-28.25,-51,2012,349,2013,139,IB00000005,,0,0,1,0,0,soybean,350,2012,25,35,5.1,,1,soybean13
BRSCAL_GbyE_2008-2009_BMXPOT_329,-26.5,-52.25,2008,328,2009,118,IB00000006,,0,0,1,0,0,soybean,329,2008,25,35,5.1,,1,soybean13
BRSCAL_GbyE_2010-2011_BMXPOT_351,-26.5,-52.25,2010,350,2011,140,IB00000006,,0,0,1,0,0,soybean,351,2010,25,35,5.1,,1,soybean13
BRSCAL_GbyE_2011-2012_BMXPOT_329,-26.5,-52.25,2011,328,2012,118,IB00000006,,0,0,1,0,0,soybean,329,2011,25,35,5.1,,1,soybean13
BRSCAL_GbyE_2012-2013_BMXPOT_350,-26.5,-52.25,2012,349,2013,139,IB00000006,,0,0,1,0,0,soybean,350,2012,25,35,5.1,,1,soybean13
BRSCCN_GbyE_2008-2009_BMXPOT_331,-27.75,-51,2008,330,2009,120,IB00000006,,0,0,1,0,0,soybean,331,2008,25,35,5.1,,1,soybean13
BRSCCN_GbyE_2009-2010_BMXPOT_323,-27.75,-51,2009,322,2010,112,IB00000006,,0,0,1,0,0,soybean,323,2009,25,35,5.1,,1,soybean13
BRSCCN_GbyE_2011-2012_BMXPOT_328,-27.75,-51,2011,327,2012,117,IB00000006,,0,0,1,0,0,soybean,328,2011,25,35,5.1,,1,soybean13
BRSCCN_GbyE_2012-2013_BMXPOT_349,-27.75,-51,2012,348,2013,138,IB00000006,,0,0,1,0,0,soybean,349,2012,25,35,5.1,,1,soybean13
BRMSAJ_GbyE_2009-2010_FUND57_303,-22.25,-56.5,2009,302,2010,92,IB00000009,,0,0,1,0,0,soybean,303,2009,35,35,5.1,,1,soybean14
BRMSAJ_GbyE_2010-2011_FUND57_313,-22.25,-56.5,2010,312,2011,102,IB00000009,,0,0,1,0,0,soybean,313,2010,35,35,5.1,,1,soybean14
BRMSAJ_GbyE_2011-2012_FUND57_306,-22.25,-56.5,2011,305,2012,95,IB00000009,,0,0,1,0,0,soybean,306,2011,35,35,5.1,,1,soybean14
BRMSAJ_GbyE_2012-2013_FUND57_317,-22.25,-56.5,2012,316,2013,106,IB00000009,,0,0,1,0,0,soybean,317,2012,35,35,5.1,,1,soybean14
BRMSMA_GbyE_2009-2010_FUND57_314,-22.75,-55,2009,313,2010,103,IB00000005,,0,0,1,0,0,soybean,314,2009,35,35,5.1,,1,soybean14
BRMSMA_GbyE_2010-2011_FUND57_303,-22.75,-55,2010,302,2011,92,IB00000005,,0,0,1,0,0,soybean,303,2010,35,35,5.1,,1,soybean14
BRMSMA_GbyE_2011-2012_FUND57_308,-22.75,-55,2011,307,2012,97,IB00000005,,0,0,1,0,0,soybean,308,2011,35,35,5.1,,1,soybean14
BRMSMA_GbyE_2012-2013_FUND57_319,-22.75,-55,2012,318,2013,108,IB00000005,,0,0,1,0,0,soybean,319,2012,35,35,5.1,,1,soybean14
BRMSNV_GbyE_2009-2010_FUND57_305,-23.25,-54,2009,304,2010,94,IB00000009,,0,0,1,0,0,soybean,305,2009,35,35,5.1,,1,soybean14
BRMSNV_GbyE_2010-2011_FUND57_293,-23.25,-54,2010,292,2011,82,IB00000009,,0,0,1,0,0,soybean,293,2010,35,35,5.1,,1,soybean14
BRMSNV_GbyE_2011-2012_FUND57_309,-23.25,-54,2011,308,2012,98,IB00000009,,0,0,1,0,0,soybean,309,2011,35,35,5.1,,1,soybean14
BRMSNV_GbyE_2012-2013_FUND57_320,-23.25,-54,2012,319,2013,109,IB00000009,,0,0,1,0,0,soybean,320,2012,35,35,5.1,,1,soybean14
BRMSSI_GbyE_2010-2011_FUND57_319,-29,-54.75,2010,318,2011,108,IB00000005,,0,0,1,0,0,soybean,319,2010,35,35,5.1,,1,soybean14
BRMSSI_GbyE_2011-2012_FUND57_307,-29,-54.75,2011,306,2012,96,IB00000005,,0,0,1,0,0,soybean,307,2011,35,35,5.1,,1,soybean14
BRMSSI_GbyE_2012-2013_FUND57_318,-29,-54.75,2012,317,2013,107,IB00000005,,0,0,1,0,0,soybean,318,2012,35,35,5.1,,1,soybean14
BRPRCM_GbyE_2010-2011_FUND57_313,-24.25,-52.25,2010,312,2011,102,IB00000004,,0,0,1,0,0,soybean,313,2010,35,35,5.1,,1,soybean14
BRPRCM_GbyE_2011-2012_FUND57_300,-24.25,-52.25,2011,299,2012,89,IB00000004,,0,0,1,0,0,soybean,300,2011,35,35,5.1,,1,soybean14
BRPRCM_GbyE_2012-2013_FUND57_296,-24.25,-52.25,2012,295,2013,85,IB00000004,,0,0,1,0,0,soybean,296,2012,35,35,5.1,,1,soybean14
BRPRCA_GbyE_2010-2011_FUND57_317,-25,-53.25,2010,316,2011,106,IB00000004,,0,0,1,0,0,soybean,317,2010,35,35,5.1,,1,soybean14
BRPRCA_GbyE_2011-2012_FUND57_304,-25,-53.25,2011,303,2012,93,IB00000004,,0,0,1,0,0,soybean,304,2011,35,35,5.1,,1,soybean14
BRPRCI_GbyE_2011-2012_FUND57_293,-23.75,-52.25,2011,292,2012,82,IB00000008,,0,0,1,0,0,soybean,293,2011,35,35,5.1,,1,soybean14
BRPRCI_GbyE_2012-2013_FUND57_296,-23.75,-52.25,2012,295,2013,85,IB00000008,,0,0,1,0,0,soybean,296,2012,35,35,5.1,,1,soybean14
BRPRGU_GbyE_2011-2012_FUND57_340,-25.75,-52.5,2011,339,2012,129,IB00000005,,0,0,1,0,0,soybean,340,2011,35,35,5.1,,1,soybean14
BRPRGU_GbyE_2012-2013_FUND57_339,-25.75,-52.5,2012,338,2013,128,IB00000005,,0,0,1,0,0,soybean,339,2012,35,35,5.1,,1,soybean14
BRPRNF_GbyE_2011-2012_FUND57_322,-23.25,-50.25,2011,321,2012,111,IB00000005,,0,0,1,0,0,soybean,322,2011,35,35,5.1,,1,soybean14
BRPRNF_GbyE_2012-2013_FUND57_328,-23.25,-50.25,2012,327,2013,117,IB00000005,,0,0,1,0,0,soybean,328,2012,35,35,5.1,,1,soybean14
BRPRPA_GbyE_2010-2011_FUND57_294,-24.25,-53.75,2010,293,2011,83,IB00000004,,0,0,1,0,0,soybean,294,2010,35,35,5.1,,1,soybean14
BRPRPA_GbyE_2011-2012_FUND57_305,-24.25,-53.75,2011,304,2012,94,IB00000004,,0,0,1,0,0,soybean,305,2011,35,35,5.1,,1,soybean14
BRPRPA_GbyE_2012-2013_FUND57_316,-24.25,-53.75,2012,315,2013,105,IB00000004,,0,0,1,0,0,soybean,316,2012,35,35,5.1,,1,soybean14
BRRSCS_GbyE_2010-2011_FUND57_334,-30.25,-53,2010,333,2011,123,IB00000001,,0,0,1,0,0,soybean,334,2010,35,35,5.1,,1,soybean14
BRRSCS_GbyE_2011-2012_FUND57_321,-30.25,-53,2011,320,2012,110,IB00000001,,0,0,1,0,0,soybean,321,2011,35,35,5.1,,1,soybean14
BRRSCS_GbyE_2011-2012_FUND57_312,-30.25,-53,2011,311,2012,101,IB00000001,,0,0,1,0,0,soybean,312,2011,35,35,5.1,,1,soybean14
BRRSCS_GbyE_2012-2013_FUND57_334,-30.25,-53,2012,333,2013,123,IB00000001,,0,0,1,0,0,soybean,334,2012,35,35,5.1,,1,soybean14
BRRSCS_GbyE_2012-2013_FUND57_335,-30.25,-53,2012,334,2013,124,IB00000001,,0,0,1,0,0,soybean,335,2012,35,35,5.1,,1,soybean14
BRRSCH_GbyE_2010-2011_FUND57_340,-30,-51,2010,339,2011,129,IB00000013,,0,0,1,0,0,soybean,340,2010,35,35,5.1,,1,soybean14
BRRSCM_GbyE_2011-2012_FUND57_320,-31,-51.75,2011,319,2012,109,IB00000013,,0,0,1,0,0,soybean,320,2011,35,35,5.1,,1,soybean14
BRRSCM_GbyE_2012-2013_FUND57_339,-31,-51.75,2012,338,2013,128,IB00000013,,0,0,1,0,0,soybean,339,2012,35,35,5.1,,1,soybean14
BRRSCL_GbyE_2010-2011_FUND57_343,-31.75,-52.5,2010,342,2011,132,IB00000012,,0,0,1,0,0,soybean,343,2010,35,35,5.1,,1,soybean14
BRRSCL_GbyE_2011-2012_FUND57_320,-31.75,-52.5,2011,319,2012,109,IB00000012,,0,0,1,0,0,soybean,320,2011,35,35,5.1,,1,soybean14
BRRSDP_GbyE_2011-2012_FUND57_319,-31,-54.5,2011,318,2012,108,IB00000002,,0,0,1,0,0,soybean,319,2011,35,35,5.1,,1,soybean14
BRRSIJ_GbyE_2011-2012_FUND57_322,-28.5,-53.75,2011,321,2012,111,IB00000005,,0,0,1,0,0,soybean,322,2011,35,35,5.1,,1,soybean14
BRRSJA_GbyE_2011-2012_FUND57_334,-32.25,-53.25,2011,333,2012,123,IB00000009,,0,0,1,0,0,soybean,334,2011,35,35,5.1,,1,soybean14
BRRSJA_GbyE_2012-2013_FUND57_340,-32.25,-53.25,2012,339,2013,129,IB00000009,,0,0,1,0,0,soybean,340,2012,35,35,5.1,,1,soybean14
BRRSJC_GbyE_2010-2011_FUND57_315,-29.25,-53.75,2010,314,2011,104,IB00000008,,0,0,1,0,0,soybean,315,2010,35,35,5.1,,1,soybean14
BRRSJC_GbyE_2011-2012_FUND57_305,-29.25,-53.75,2011,304,2012,94,IB00000008,,0,0,1,0,0,soybean,305,2011,35,35,5.1,,1,soybean14
BRRSJC_GbyE_2012-2013_FUND57_331,-29.25,-53.75,2012,330,2013,120,IB00000008,,0,0,1,0,0,soybean,331,2012,35,35,5.1,,1,soybean14
BRRSNT_GbyE_2011-2012_FUND57_301,-28.5,-52.75,2011,300,2012,90,IB00000004,,0,0,1,0,0,soybean,301,2011,35,35,5.1,,1,soybean14
BRRSNT_GbyE_2012-2013_FUND57_325,-28.5,-52.75,2012,324,2013,114,IB00000004,,0,0,1,0,0,soybean,325,2012,35,35,5.1,,1,soybean14
BRRSPF_GbyE_2010-2011_FUND57_340,-28.5,-52.75,2010,339,2011,129,IB00000004,,0,0,1,0,0,soybean,340,2010,35,35,5.1,,1,soybean14
BRRSPF_GbyE_2011-2012_FUND57_284,-28.5,-52.75,2011,283,2012,73,IB00000004,,0,0,1,0,0,soybean,284,2011,35,35,5.1,,1,soybean14
BRRSPF_GbyE_2011-2012_FUND57_307,-28.5,-52.75,2011,306,2012,96,IB00000004,,0,0,1,0,0,soybean,307,2011,35,35,5.1,,1,soybean14
BRRSPF_GbyE_2012-2013_FUND57_319,-28.5,-52.75,2012,318,2013,108,IB00000004,,0,0,1,0,0,soybean,319,2012,35,35,5.1,,1,soybean14
BRRSPO_GbyE_2010-2011_FUND57_305,-32,-52.75,2010,304,2011,94,IB00000008,,0,0,1,0,0,soybean,305,2010,35,35,5.1,,1,soybean14
BRRSPO_GbyE_2010-2011_FUND57_298,-32,-52.75,2010,297,2011,87,IB00000008,,0,0,1,0,0,soybean,298,2010,35,35,5.1,,1,soybean14
BRRSPO_GbyE_2010-2011_FUND57_328,-32,-52.75,2010,327,2011,117,IB00000008,,0,0,1,0,0,soybean,328,2010,35,35,5.1,,1,soybean14
BRRSAS_GbyE_2010-2011_FUND57_321,-28.25,-53.75,2010,320,2011,110,IB00000008,,0,0,1,0,0,soybean,321,2010,35,35,5.1,,1,soybean14
BRRSAS_GbyE_2010-2011_FUND57_307,-28.25,-53.75,2010,306,2011,96,IB00000008,,0,0,1,0,0,soybean,307,2010,35,35,5.1,,1,soybean14
BRRSAS_GbyE_2011-2012_FUND57_293,-28.25,-53.75,2011,292,2012,82,IB00000008,,0,0,1,0,0,soybean,293,2011,35,35,5.1,,1,soybean14
BRRSAS_GbyE_2012-2013_FUND57_314,-28.25,-53.75,2012,313,2013,103,IB00000008,,0,0,1,0,0,soybean,314,2012,35,35,5.1,,1,soybean14
BRRSSG_GbyE_2010-2011_FUND57_330,-30.5,-54.25,2010,329,2011,119,IB00000001,,0,0,1,0,0,soybean,330,2010,35,35,5.1,,1,soybean14
BRRSSG_GbyE_2010-2011_FUND57_315,-30.5,-54.25,2010,314,2011,104,IB00000001,,0,0,1,0,0,soybean,315,2010,35,35,5.1,,1,soybean14
BRRSSG_GbyE_2011-2012_FUND57_322,-30.5,-54.25,2011,321,2012,111,IB00000001,,0,0,1,0,0,soybean,322,2011,35,35,5.1,,1,soybean14
BRRSSG_GbyE_2012-2013_FUND57_345,-30.5,-54.25,2012,344,2013,134,IB00000001,,0,0,1,0,0,soybean,345,2012,35,35,5.1,,1,soybean14
BRRSSL_GbyE_2010-2011_FUND57_314,-28.75,-54.5,2010,313,2011,103,IB00000002,,0,0,1,0,0,soybean,314,2010,35,35,5.1,,1,soybean14
BRRSSL_GbyE_2012-2013_FUND57_322,-28.75,-54.5,2012,321,2013,111,IB00000002,,0,0,1,0,0,soybean,322,2012,35,35,5.1,,1,soybean14
BRRSVA_GbyE_2010-2011_FUND57_358,-28.25,-51,2010,357,2011,147,IB00000005,,0,0,1,0,0,soybean,358,2010,35,35,5.1,,1,soybean14
BRRSVA_GbyE_2011-2012_FUND57_340,-28.25,-51,2011,339,2012,129,IB00000005,,0,0,1,0,0,soybean,340,2011,35,35,5.1,,1,soybean14
BRRSVA_GbyE_2012-2013_FUND57_350,-28.25,-51,2012,349,2013,139,IB00000005,,0,0,1,0,0,soybean,350,2012,35,35,5.1,,1,soybean14
BRRSTB_Cultivar_2014-2015_BMXAPL,-32,-52.25,2014,336,2015,126,IB00000001,,0,0,1,0,0,soybean,337,2014,35,35,5.1,,1,soybean11
BRRSTB_Cultivar_2014-2015_BRS246,-32,-52.25,2014,336,2015,126,IB00000001,,0,0,1,0,0,soybean,337,2014,35,35,5.1,,1,soybean12
BRRSTB_Cultivar_2014-2015_BMXPOT,-32,-52.25,2014,336,2015,126,IB00000001,,0,0,1,0,0,soybean,337,2014,35,35,5.1,,1,soybean13
BRRSTB_Cultivar_2014-2015_FUND57,-32,-52.25,2014,336,2015,126,IB00000001,,0,0,1,0,0,soybean,337,2014,35,35,5.1,,1,soybean14
BRRSTB_Cultivar_2014-2015_NA5909,-32,-52.25,2014,336,2015,126,IB00000001,,0,0,1,0,0,soybean,337,2014,35,35,5.1,,1,soybean15
