ID,LAT,LON,startY,startOfSimulation,endY,endOfSimulation,SOILID,StationID,Soil initial conditions,soilcspin,isimveg,isimfire,irrigate,P1,planting day,start year,plant population,row spacing,planting depth,cycle length,cycles,params
simFAYS, -21.951667,-47.335278,2015,1,2018,365,FAYS,inst/input_1d/FAYS_279_2015_208_2018_Input_1hora.txt,0,0,1,0,0,sugarcane,244,2015,,,,440,1,sugarcane1
simUSR,-21.633333,-47.783333,2004,1,2007,365,USR,inst/input_1d/USR_Santiago_104_2005_140_2007_Input.txt,0,0,1,0,0,sugarcane,104,2004,,,,390,1,sugarcane_USR
