2017,271,0,0,0,20.91,62.95,1.14,944.17
2017,271,3600,0,0,20.62,63.98,1.17,944
2017,271,7200,0,0,19.75,67.36,0.99,944
2017,271,10800,0,0,19.17,69.34,1.18,943.83
2017,271,14400,0,0,19.09,69.61,0.57,944
2017,271,18000,0,0,17.57,76.04,0.39,944
2017,271,21600,0,159.31,17.9,77.02,0.49,944.83
2017,271,25200,0,584.5699999999999,21.71,63.53,0.89,945.83
2017,271,28800,0,1035.88,24.24,53.11,0.99,946
2017,271,32400,0,1400.71,26.55,46.98,1.69,946
2017,271,36000,0,1648.5900000000001,28.52,42.22,1.12,946
2017,271,39600,0,1789.45,30.14,37.93,1.82,946
2017,271,43200,0,1816.98,31.36,33.62,1.62,944.67
2017,271,46800,0,1622.39,32.46,28.99,1.47,943.5
2017,271,50400,0,1293.3600000000001,32.98,26.02,1.19,942.67
2017,271,54000,0,614.08,32.57,27,2.56,942
2017,271,57600,0,202.4,30.73,31.69,2.72,942
2017,271,61200,0,178.56,30.67,30.07,1.45,942.17
2017,271,64800,0,0.03,27.94,36.06,3.31,943
2017,271,68400,0,0,26.85,49.72,5.73,943.33
2017,271,72000,0,0,24.24,64.49,5.85,944.5
2017,271,75600,0,0,21.69,72.83,6.24,945
2017,271,79200,0,0,20.62,76.43,5.8,945.33
2017,271,82800,0,0,19.76,79.4,5.23,945.17
2017,272,0,0,0,19.15,81.53,5.13,945
2017,272,3600,0,0,18.83,81.08,5.42,944.83
2017,272,7200,0,0,18.35,82.17,4.86,944
2017,272,10800,0,0,17.99,83.51,4.31,944
2017,272,14400,0,0,17.72,84.58,4.33,944
2017,272,18000,0,0,17.36,86.11,3.93,945
2017,272,21600,0,122.67999999999999,17.64,85.11,3.61,945
2017,272,25200,0,463.2,19.22,78.24,4.07,945.5
2017,272,28800,0,1028.8,22.27,65.93,2.9,945.5
2017,272,32400,0,1230.52,24.95,55.43,2.29,945.17
2017,272,36000,0,1556.5500000000002,27.3,48.56,1.88,944.67
2017,272,39600,0,1432.69,29.94,40.79,2.03,944
2017,272,43200,0,1670.85,31.99,35.81,2.23,942.33
2017,272,46800,0,934.08,32.07,34.2,2.56,941.33
2017,272,50400,0,355.85,29.42,42.92,1.06,940.33
2017,272,54000,0,262.02,29.79,42.75,3.2,939.33
2017,272,57600,0,211.57999999999998,27.54,48.83,5.81,939.5
2017,272,61200,2.6,16.74,24.19,65.15,4.87,940.33
2017,272,64800,1.6,0,20.67,88.9,2.06,941.33
2017,272,68400,2.5,0,20.09,93.54,1.94,942.83
2017,272,72000,1,0,19.97,94.14,2.98,943
2017,272,75600,0,0,19.54,95.69,1.29,943.33
2017,272,79200,0,0,19.37,96.36,0.34,943.67
2017,272,82800,0,0,19.25,97.16,0.41,943
2017,273,0,0.2,0,19.34,97.01,1.22,942.67
2017,273,3600,0.7,0,19.09,97.57,1.26,941.83
2017,273,7200,0.2,0,18.95,99.02,1.81,940.5
2017,273,10800,0,0,18.67,98.62,1.55,940
2017,273,14400,0,0,18.48,99.17,0.84,939.83
2017,273,18000,0,0,18.52,98.75,1.03,940
2017,273,21600,0.1,70.62,18.4,97.56,0.99,940
2017,273,25200,0,427.97,19.36,94.25,2.32,940.67
2017,273,28800,0,466.87,20.07,90.75,2.83,941
2017,273,32400,0,300.17,20.27,88.23,2.97,941.17
2017,273,36000,0,314.96999999999997,20.54,84.84,3.19,942
2017,273,39600,0,600.8299999999999,21.08,82.23,3.27,940.67
2017,273,43200,0,651.99,21.9,76.61,3.64,940.17
2017,273,46800,0,602.3,22.13,74.24,3.41,938.67
2017,273,50400,0,295.97,21.72,74.31,3.22,938
2017,273,54000,0,582.5999999999999,22.19,73.53,4.04,937
2017,273,57600,0,449.96,22.31,71.04,3.45,936
2017,273,61200,0,42.57,21.34,75.62,1.27,936
2017,273,64800,9.4,0,18.88,88.75,2.4,937
2017,273,68400,5.8,0,16.85,98.34,1.48,938
2017,273,72000,1.1,0,16.85,99.32,1.9,938.67
2017,273,75600,0.2,0,16.95,99.45,2.04,939
2017,273,79200,0.1,0,16.97,99.68,1.36,938.33
2017,273,82800,0,0,16.99,98.38,1.65,939.17
2017,274,0,0,0,16.92,98.24,2.34,939
2017,274,3600,0,0,16.83,97.26,2.35,938.67
2017,274,7200,0,0,16.39,97.38,1.22,938
2017,274,10800,0,0,15.58,98.92,0.9,938
2017,274,14400,0,0,15.58,99.1,0.8,938
2017,274,18000,0,0.56,15.49,99.53,0.91,938
2017,274,21600,0,137.9,15.91,99.17,1.3,938.83
2017,274,25200,0,777.0899999999999,17.58,92.86,1.03,939.83
2017,274,28800,0,1187.8899999999999,19.63,84.27,1.5,940.17
2017,274,32400,0,1581.37,21.26,77.79,2.1,940.67
2017,274,36000,0,1806.77,23.46,67.36,2.81,939.83
2017,274,39600,0,1940.27,25.34,58.1,2.7,939.17
2017,274,43200,0,1935.12,26.8,50.66,3.52,937.83
2017,274,46800,0,1787.1100000000001,27.89,45.93,3.05,936.5
2017,274,50400,0,1392.5,28.5,43.57,2.92,936.33
2017,274,54000,0,853.53,28.47,42.17,2.61,936
2017,274,57600,0,583.87,28.33,43.06,1.49,935.33
2017,274,61200,0,118.86000000000001,26.56,48.29,0.46,935.67
2017,274,64800,0,0,24.85,52.54,0.56,935.17
2017,274,68400,0,0,23.26,60.95,1.14,935.17
