2006	71	0	0	0	19.51	86.87	4.071	929.87
2006	71	3600	0	0	19.02	87.73	4.377	929.54
2006	71	7200	0	0	18.28	91.07	3.89	929.21
2006	71	10800	0	0	17.94	92.47	4.262	928.79
2006	71	14400	0	0	17.39	95.27	3.24	928.8
2006	71	18000	0	0	17.27	95.53	3.779	928.97
2006	71	21600	0	12.427	17.12	96	3.505	929.55
2006	71	25200	0	210.967	18.29	92.13	3.348	929.77
2006	71	28800	0	458.167	20.27	84.23	3.146	930.27
2006	71	32400	0	670.067	22.01	77.09	3.37	930.63
2006	71	36000	0	857.333	23.46	70.23	3.685	930.51
2006	71	39600	0	838	24.27	68.14	4.023	930.52
2006	71	43200	0	864.567	25.14	66.59	3.219	930.14
2006	71	46800	0	778.533	25.74	63.1	2.891	929.33
2006	71	50400	0	796.567	26.28	63.08	2.631	928.36
2006	71	54000	0	687.833	26.78	60.85	2.664	927.28
2006	71	57600	0	458.533	26.9	60.66	2.254	926.45
2006	71	61200	0	219.1	26.43	61.21	2.462	926.27
2006	71	64800	0	26.033	25.3	66.66	3.251	926.58
2006	71	68400	0	0	23.88	70.52	3.355	927
2006	71	72000	0	0	22.36	77.94	3.227	927.81
2006	71	75600	0	0	21.95	79.8	4.28	928.7
2006	71	79200	0	0	21.06	83.83	3.922	928.93
2006	71	82800	0	0	20.17	87.8	3.671	928.91
2006	72	0	0	0	19.39	91.13	3.119	928.77
2006	72	3600	0	0	18.7	93.97	3.049	928.18
2006	72	7200	0	0	18.26	95.4	3.232	927.69
2006	72	10800	0	0	18.03	96.33	3.161	927.44
2006	72	14400	0	0	18.09	96.2	3.281	927.42
2006	72	18000	0	0	18.18	95.03	4.087	927.54
2006	72	21600	0	14.124	17.7	96.2	2.985	927.79
2006	72	25200	0	195.067	18.92	90.7	3.228	928.35
2006	72	28800	0	464.367	21.28	80.1	4.398	928.97
2006	72	32400	0	678.433	22.65	71.72	5.745	929.06
2006	72	36000	0	835.667	23.89	69.32	3.787	929.5
2006	72	39600	0	926.667	25.04	66.37	3.379	929.2
2006	72	43200	0	854.833	25.99	64.4	2.142	928.76
