Ano;DOY;hhmm;resto_h;NEE;LE;H;Rg;PAR;Rn;  G;Rain;Tar;UR;Patm;Vh;Dir
2006;234;4.5;14400;0.737;-5.68175;-54.707;-3.464;-0.087;-77.91;-17.52125;0;8.08;88.87;93.323;3.956;166.423
2006;234;5.5;18000;1.7066;-16.56625;-43.388;-3.554;-0.09;-77.613;-17.65875;0;7.61;91.07;93.375;3.785;155.779
2006;234;6.5;21600;1.5848;-9.125;-48.638;-2.204;2.422;-75.873;-18.11;0;7.04;93.97;93.436;3.338;157.14
2006;234;7.5;25200;-0.8126;25.26025;2.401;129.367;208;11.65;-16.01125;0;7.66;91.93;93.479;3.068;151.725
2006;234;8.5;28800;-6.7889;32.4775;166.232;368.5;625.5;189.633;-9.0765;0;11.32;75.28;93.507;2.62;147.857
2006;234;9.5;32400;-6.8539;51.61375;312.846;579.9;1036.333;365.067;0.60725;0;14.15;67.19;93.536;4.045;117.183
2006;234;10.5;36000;-4.7346;101.84175;395.584;733.767;1377.667;508.667;11.24125;0;16.79;57.19;93.551;3.5;122.479
2006;234;11.5;39600;-1.611;10.06625;543.773;804.833;1570;576.233;22.39375;0;19.65;42.99;93.549;1.387;115.703
2006;234;12.5;43200;-2.04428;94.28170833;247.607;836.333;1669;599.6;25.08;0;21;34.4;93.46;2.115;292.131
2006;234;13.5;46800;-0.2338;121.0215;394.778;804.2;1574;540.567;24.7675;0;22.99;20.12;93.355;2.605;313.075
2006;234;14.5;50400;1.4515;-3.17425;419.935;688.533;1325.333;441.767;25.00625;0;24.3;19.56;93.247;2.468;312.207
2006;234;15.5;54000;1.5244;20.03675;240.852;516.533;952;275.6;14.71125;0;24.78;16.99;93.176;2.806;308.413
2006;234;16.5;57600;-0.2673;-12.225;91.855;298.9;531.833;87.88;8.25;0;24.71;17.13;93.196;2.113;327.418
2006;234;17.5;61200;0.4651;-48.9485;-9.208;87.247;157.3;-56.61;1.5465;0;23.09;21.18;93.221;2.661;295.104
2006;234;18.5;64800;1.73615;-54.88975;-38.075;-5.34;1.477;-98.767;-5.80225;0;21.04;22.27;93.243;3.04;295.541
2006;234;19.5;68400;2.22595;-81.96225;-8.711;-6.014;-0.099;-98.467;-7.79375;0;20.6;22.28;93.28;2.534;291.392
2006;234;20.5;72000;1.27243;-27.22375;-59.002;-5.96;-0.095;-95.067;-8.84125;0;19.29;25.56;93.337;2.761;257.333
2006;234;21.5;75600;2.1373;-34.454;-48.298;-5.029;-0.087;-92.367;-9.615;0;16.98;37.75;93.38;2.816;187.056
2006;234;22.5;79200;0.87457;-42.127;-40.168;-4.984;-0.088;-93.4;-11.105;0;15.97;39.65;93.412;2.879;170.463
2006;234;23.5;82800;0.2982;-26.39875;-55.382;-4.848;-0.079;-93.567;-11.78625;0;15.56;32.9;93.415;2.998;170.657
2006;235;0.5;0;0.2918;-43.91175;-40.405;-4.845;-0.082;-96.133;-11.81625;0;15.75;29.58;93.41;3.016;159.49
2006;235;1.5;3600;0.0693;-40.15625;-45.968;-4.798;-0.084;-98.133;-12.00875;0;15.45;30.67;93.371;3.085;146.575
2006;235;2.5;7200;1.54545;-38.4725;-47.013;-4.817;-0.085;-97.633;-12.1475;0;15.12;32.11;93.322;2.734;140.246
2006;235;3.5;10800;1.6478;-48.234;-32.769;-4.973;-0.088;-93.733;-12.73;0;14.32;37.98;93.307;2.938;145.61
2006;235;4.5;14400;-0.1469;-10.58875;-65.297;-5.355;-0.092;-89.167;-13.28125;0;13.32;43.7;93.288;2.885;168.439
2006;235;5.5;18000;0.7082;23.5405;-95.783;-5.577;-0.105;-86.3;-14.0575;0;11.7;46.66;93.318;3.177;161.97
2006;235;6.5;21600;0.859;-60.96725;-12.651;-2.487;2.729;-88.267;-14.64875;0;12.16;48.61;93.365;2.762;146.35
2006;235;7.5;25200;2.7403;74.89975;-56.798;128.3;202.6;5.563;-12.53875;0;11.76;52.52;93.414;2.938;165.472
2006;235;8.5;28800;-2.3882;138.82225;49.843;359.533;609.8;183.833;-4.83225;0;14.63;49.07;93.456;1.984;125.926
2006;235;9.5;32400;-5.855;95.201;257.325;566.033;1016.667;359.9;7.374;0;17.53;52.12;93.489;2.417;108.057
2006;235;10.5;36000;-1.7468;178.1345;311.113;733.233;1393.667;510.1;20.8525;0;21.72;46.82;93.482;1.584;78.022
2006;235;11.5;39600;0.6707;160.427;394.823;833.333;1623;585.9;30.65;0;24.27;34.18;93.435;3.039;357.433
2006;235;12.5;43200;-1.9998;-72.7815;644.129;844;1670.667;604.3;32.9525;0;25.9;25.07;93.357;2.755;7.754
2006;235;13.5;46800;1.8446;142.8325;360.683;791.533;1569.333;536.333;32.8175;0;27.33;19.26;93.262;2.906;312.392
2006;235;14.5;50400;1.4557;117.7835;285.221;689.8;1335.333;435.667;32.6625;0;28.18;13.39;93.166;2.364;329.666
2006;235;15.5;54000;0.0155;25.319;221.858;504;940.667;267.967;20.79;0;28.53;14.21;93.107;2.576;303.258
2006;235;16.5;57600;1.8651;-28.942;79.489;262.667;453.333;63.317;12.77;0;28.32;14.31;93.104;2.362;297.499
2006;235;17.5;61200;1.0883;-50.26275;-19.132;74.653;130.933;-64.283;5.11175;0;26.63;16.61;93.129;2.505;291.609
2006;235;18.5;64800;2.2745;-95.83175;-4.787;-5.757;1.407;-103;-2.38125;0;25.06;15.72;93.148;2.716;277.304
2006;235;19.5;68400;2.1004;-86.367;-17.652;-6.536;-0.089;-108.033;-4.014;0;25.18;14.14;93.194;2.713;277.661
2006;235;20.5;72000;0.3053;-72.143;-26.02;-6.925;-0.102;-103.233;-5.07;0;23.45;16.67;93.264;3.115;222.598
2006;235;21.5;75600;2.3634;-33.69025;-54.845;-5.449;-0.092;-94.833;-6.29775;0;20.59;30.87;93.328;3.219;180.442
2006;235;22.5;79200;1.1434;-30.0825;-56.062;-4.922;-0.086;-93.467;-7.3225;0;19.17;37.21;93.369;3.31;170.799
2006;235;23.5;82800;1.6538;-8.50825;-77.585;-4.757;-0.084;-93.967;-7.87375;0;18.78;34.85;93.388;3.453;172.127
2006;236;0.5;0;1.2819;-19.917;-60.021;-4.405;-0.085;-88.533;-8.595;0;17.95;33.92;93.377;3.576;168.903
2006;236;1.5;3600;0.6976;-2.987;-78.143;-4.026;-0.076;-89.5;-8.37;0;18.35;33.56;93.336;3.374;152.572
2006;236;2.5;7200;1.7511;-24.692;-52.266;-4.55;-0.087;-85.033;-8.075;0;18.06;34;93.309;2.969;154.402
2006;236;3.5;10800;2.3816;24.80425;-95.05;-3.999;-0.089;-79.167;-8.92125;0;16.95;37.81;93.279;3.652;171.998
2006;236;4.5;14400;-0.3975;-14.02525;-50.461;-4.222;-0.096;-74.21;-9.72375;0;15.6;42.96;93.264;3.282;176.756
2006;236;5.5;18000;1.184;-36.5375;-24.158;-3.691;-0.076;-71.443;-10.7475;0;15.56;43.5;93.295;2.391;177.327
2006;236;6.5;21600;0.72577;-73.82;5.937;-1.137;2.865;-78.443;-10.56;0;16.37;40.26;93.34;2.734;119.536
2006;236;7.5;25200;0.0389;30.22875;-19.145;117.633;191.533;3.952;-7.13175;0;17.25;37.93;93.413;2.829;127.738
2006;236;8.5;28800;-2.8644;110.9745;63.844;331.333;567.767;174.1;-0.7185;0;18.27;40.42;93.473;2.794;118.566
2006;236;9.5;32400;-3.8139;142.26375;206.613;543.667;1001;360.033;11.15625;0;21.2;39.85;93.529;3.008;110.612
2006;236;10.5;36000;-0.6796;22.14925;452.134;698.567;1351;497.967;23.68375;0;24.5;35.56;93.547;2.545;117.228
2006;236;11.5;39600;1.3577;119.10725;425.521;785.5;1568;579.767;35.13875;0;26.56;33.44;93.491;2.296;83.285
2006;236;12.5;43200;1.9363;179.03625;394.827;834;1684;609.967;36.10375;0;28.12;26.42;93.412;2.814;28.491
2006;236;13.5;46800;3.0219;31.3265;524.749;833.367;1674.333;592.933;36.8575;0;29.12;18.46;93.315;2.433;336.33
2006;236;14.5;50400;2.525;-51.0235;455.981;676.7;1342;439.2;34.2425;0;29.74;18.21;93.215;2.234;14.146
2006;236;15.5;54000;0.4874;-29.99575;309.982;526.633;1010;302.5;22.51375;0;29.88;16.18;93.149;2.076;11.183
2006;236;16.5;57600;0.3318;-18.88925;55.656;221.933;422.633;50.023;13.25625;0;29.49;17.33;93.139;1.924;316.05
2006;236;17.5;61200;0.86128;-56.729;-2.489;75.613;155.2;-53.26;5.958;0;28.71;17.1;93.181;0.925;236.978
2006;236;18.5;64800;1.3593;-94.70475;-0.013;-6.211;1.549;-95.2;-0.48225;0;27.81;18.71;93.219;0.587;248.497
2006;236;19.5;68400;1.2714;-86.83925;-8.924;-5.38;-0.08;-96.667;-0.90375;0;26.95;19.59;93.254;2.41;170.62
2006;236;20.5;72000;1.61587;-61.86325;-26.519;-4.939;-0.082;-90.933;-2.55075;0;25.5;23.15;93.283;2.625;159.027
2006;236;21.5;75600;2.1971;-21.87325;-61.72;-4.767;-0.09;-87.567;-3.97375;0;24.01;26.32;93.324;2.666;117.099
2006;236;22.5;79200;1.0442;-41.78975;-35.397;-4.515;-0.09;-82.7;-5.51325;0;22.48;29.21;93.335;2.381;98.814
2006;236;23.5;82800;1.0645;-26.445;-34.278;-3.323;-0.086;-64.707;-3.984;0;22.72;28.14;93.341;2.365;106.749
2006;237;0.5;0;0.6997;-57.28775;-22.546;-5.131;-0.096;-85.233;-5.39925;0;22.13;28.87;93.329;2.042;96.56
2006;237;1.5;3600;0.31483;-62.811;-20.932;-4.699;-0.092;-90.3;-6.557;0;21.55;28.68;93.295;2.547;84.999
2006;237;2.5;7200;1.0868;-30.671;-50.937;-5.268;-0.095;-88.7;-7.092;0;20.21;31.53;93.265;2.85;125.63
2006;237;3.5;10800;1.3534;-0.5325;-81.391;-4.32;-0.089;-89.533;-7.6095;0;20.03;32.15;93.234;3.359;116.368
2006;237;4.5;14400;1.1899;-29.1665;-42.873;-3.993;-0.09;-80.767;-8.7275;0;18.18;40.12;93.229;2.68;102.535
2006;237;5.5;18000;-0.0217;-12.68025;-61.644;-3.736;-0.085;-82.633;-8.30875;0;18.02;44.31;93.263;3.037;82.818
2006;237;6.5;21600;0.4948;-6.9105;-66.753;-2.289;3.39;-80.843;-7.1795;0;18.25;48.03;93.33;3.329;83.912
2006;237;7.5;25200;-2.4653;20.988;-10.029;124.133;205.767;5.962;-4.997;0;18.5;50.41;93.395;3.192;93.426
2006;237;8.5;28800;-3.1364;46.54825;128.808;352.633;610.1;176.533;1.17675;0;20.62;46.11;93.415;4.666;94.722
2006;237;9.5;32400;-1.5396;105.2065;231.133;556.7;1018;348.967;12.6275;0;22.99;40.15;93.433;4.581;100.126
2006;237;10.5;36000;1.1822;129.77425;332.022;713.067;1363.333;485.8;24.00375;0;24.95;34.14;93.434;4.631;98.771
2006;237;11.5;39600;1.9034;70.80925;465.209;802.167;1588.667;570.767;34.74875;0;27.25;28.65;93.394;3.408;94.048
2006;237;12.5;43200;2.3379;57.139;495.624;825.333;1659.667;589.133;36.37;0;28.55;21.47;93.314;2.98;85.332
2006;237;13.5;46800;0.5801;45.431;490.317;804.867;1614.333;570.633;34.885;0;29.34;18.64;93.202;2.815;118.945
2006;237;14.5;50400;1.8314;-13.173;327.723;562.1;1129.667;346.8;32.25;0;29.14;17.83;93.073;1.794;209.907
2006;237;15.5;54000;0.378;-16.2485;279.758;502.267;964;284.467;20.9575;0;29.75;17.36;92.986;2.001;105.945
2006;237;16.5;57600;0.969;13.21575;77.398;298.3;549.267;103.38;12.76625;0;29.26;17.02;92.972;2.415;104.105
2006;237;17.5;61200;1.468;-29.7245;-46.229;32.81;92.887;-72.043;3.9105;0;27.42;19.67;93.011;1.887;90.658
2006;237;18.5;64800;1.5854;-69.44525;-22.537;-4.675;1.608;-94.3;-2.31775;0;25.4;23.16;93.046;2.212;97.445
2006;237;19.5;68400;1.2714;-46.76875;-37.814;-4.713;-0.09;-88.633;-4.05025;0;24.21;25.53;93.072;2.34;112.38
2006;237;20.5;72000;2.9338;-13.1085;-63.706;-4.182;-0.091;-81.967;-5.1525;0;22.98;29.41;93.126;2.876;106.395
2006;237;21.5;75600;2.28025;-37.16625;-39.197;-4.372;-0.092;-82.7;-6.33675;0;22.1;33.16;93.154;2.543;107.122
2006;237;22.5;79200;0.945;-31.14275;-46.77;-4.558;-0.094;-83.8;-5.88725;0;21.5;35.25;93.161;2.828;104.153
2006;237;23.5;82800;1.2415;-18.85025;-53.839;-4.516;-0.092;-80.233;-7.54375;0;20.48;38.94;93.176;2.311;84.139
2006;238;0.5;0;0.5254;-5.01275;-68.319;-4.106;-0.086;-81.033;-7.70125;0;20.32;40.44;93.139;2.61;94.129
2006;238;1.5;3600;0.1776;-5.68675;-71.478;-3.934;-0.086;-84.2;-7.03525;0;20.88;40.11;93.122;2.752;65.863
2006;238;2.5;7200;0.4225;-28.42075;-51.308;-4.494;-0.092;-85.867;-6.13825;0;20.68;40.85;93.055;2.984;83.703
2006;238;3.5;10800;1.6883;-11.485;-62.633;-4.155;-0.09;-81.4;-7.282;0;19.66;43.47;93.042;3.012;87.251
2006;238;4.5;14400;0.783;-18.42625;-53.963;-3.762;-0.088;-80.063;-7.67375;0;18.42;48.15;93.032;3.621;84.327
2006;238;5.5;18000;2.3429;-30.7045;-40.43;-3.65;-0.089;-78.557;-7.4225;0;17.94;54.22;93.045;3.607;86.237
2006;238;6.5;21600;0.0977;-19.7815;-46.423;-1.786;3.784;-74.197;-7.9925;0;17.41;57.69;93.075;3.545;71.168
2006;238;7.5;25200;-1.9722;41.1395;-24.607;125.933;209.367;11.44;-5.0925;0;18.58;56.62;93.123;3.434;72.385
2006;238;8.5;28800;-3.4592;101.762;83.813;348.7;615.7;187.133;1.558;0;20.68;51.68;93.168;2.409;83.159
2006;238;9.5;32400;-1.083;135.349;216.824;566.833;1054.333;365.833;13.66;0;23.62;44.99;93.154;4.401;80.47
2006;238;10.5;36000;0.4086;88.23575;393.268;717.067;1394.333;506.2;24.69625;0;25.84;38.81;93.114;3.979;67.296
2006;238;11.5;39600;0.7246;99.369;447.289;803.633;1615;581.333;34.675;0;27.85;33.17;93.024;3.297;78.153
2006;238;12.5;43200;2.5338;140.6985;420.937;832.667;1698.667;597.833;36.1975;0;29.53;24.23;92.908;2.768;42.548
2006;238;13.5;46800;2.6691;14.22625;495.122;772;1579;547.267;37.91875;0;29.91;24.46;92.788;2.393;4.102
2006;238;14.5;50400;0.5528;104.6495;291.665;643.2;1288.333;429.467;33.1525;0;30.35;23.12;92.644;3.307;44.593
2006;238;15.5;54000;2.0364;-6.175;274.267;507.867;974.333;291.067;22.975;0;30.98;21.75;92.538;3.314;0.113
2006;238;16.5;57600;0.7207;-16.2135;44.565;165.833;320.6;41.959;13.6075;0;30.09;23.18;92.521;3.142;351.98
2006;238;17.5;61200;0.4237;-64.34975;17.798;81.96;153.2;-38.063;8.48875;0;29.54;24.79;92.52;3.704;349.076
2006;238;18.5;64800;1.3593;-29.294;-58.228;-4.621;0.998;-85.667;1.855;0;27.64;28.25;92.527;2.96;349.522
2006;238;19.5;68400;1.2714;-27.81875;-56.913;-4.728;-0.104;-84.5;0.23175;0;26.79;29.79;92.574;3.049;1.159
2006;238;20.5;72000;1.6085;-10.4515;-36.594;-2.446;-0.092;-46.373;0.6725;0;26.12;31.27;92.618;2.958;14.08
2006;238;21.5;75600;2.1971;-24.051;-16.195;-2.712;-0.115;-38.87;1.376;0;23.36;50.05;92.76;5.395;288.341
2006;238;22.5;79200;0.945;-62.5505;-7.668;-2.852;-0.09;-73.25;-3.0315;0;20.67;66.95;92.715;1.603;78.891
2006;238;23.5;82800;1.7746;-32.84575;-13.847;-0.986;-0.107;-57.48;-10.78725;3.302;18.66;85.88;93.002;5.657;298.473
2006;239;0.5;0;1.63935;-9.0025;29.853;-0.118;-0.082;-7.252;-28.1025;2.032;16.78;98.7;93.047;5.208;272.439
2006;239;1.5;3600;3.41803;-90.7875;97.482;-0.084;-0.081;-9.863;-16.5575;1.524;16.4;98.6;93.01;4.446;274.036
2006;239;2.5;7200;1.5424;-81.62025;97.482;-0.157;-0.083;-15.487;-31.34875;1.778;15.89;97.7;92.945;3.73;324.183
2006;239;3.5;10800;1.52085;20.37475;-30.176;0.035;-0.089;-27.11;-17.30875;0.254;15.73;93.67;92.79;3.31;8.415
2006;239;4.5;14400;0.98645;22.95841667;-33.50666667;-0.082;-0.081;-28.657;-18.10875;0;15.42;96.67;92.747;5.491;21.929
2006;239;5.5;18000;3.6315;15.198;-29.83;-0.991;-0.078;-30.597;-15.965;0;15.56;97.83;92.69;3.742;31.445
2006;239;6.5;21600;1.4017;-2.1005;-21.272;-0.917;1.677;-36.78;-13.4075;0;16.1;94.53;92.787;2.054;11.855
2006;239;7.5;25200;1.7351;-14.84725;-27.146;39.767;83.547;-53.467;-11.47375;0;16.46;90.9;92.864;2.59;358.411
2006;239;8.5;28800;-3.9156;96.2175;34.951;350.367;613.933;125.043;-6.1255;0;18.12;83.77;92.901;2.651;5.459
2006;239;9.5;32400;-7.4865;146.6735;145.533;486.233;892.333;295.9;3.6935;0;20.16;71.47;92.95;5.172;333.658
2006;239;10.5;36000;-3.6531;148.02;207.842;544.967;1049.6;363.3;7.438;0;20.61;73.87;92.985;4.666;331.967
2006;239;11.5;39600;-2.4487;220.23975;342.969;843.667;1665.333;581.2;17.99125;0;22.32;66.53;92.904;5.151;334.089
2006;239;12.5;43200;-1.6279;196.6085;382.042;857.467;1713.333;597.433;18.7825;0.254;23.62;61.93;92.816;5.892;334.572
2006;239;13.5;46800;-0.2274;120.497;319.533;662.233;1289.333;463.2;23.17;0;24.68;59.23;92.778;5.3;329.541
2006;239;14.5;50400;-1.14;102.69725;247.038;545.267;1054.733;365.167;15.43175;0;24.83;58.27;92.716;4.301;318.662
2006;239;15.5;54000;0.032;23.127;249.707;484.133;925.533;281.033;8.199;0;26.2;49.32;92.634;4.937;310.751
2006;239;16.5;57600;-0.0998;-3.4905;132.948;309.633;571.233;130.9;1.4425;0;25.66;50.41;92.647;4.709;304.949
2006;239;17.5;61200;0.7022;-29.16125;9.438;90.11;170.033;-23.282;-3.55875;0;24.72;53.22;92.702;3.77;301.711
2006;239;18.5;64800;1.8115;-37.60375;-30.002;-4.102;1.848;-75.42;-7.81425;0;22.42;63.58;92.742;2.65;278.63
2006;239;19.5;68400;3.5405;-46.1005;-14.689;-4.325;-0.096;-71.037;-10.2475;0;21.39;69.49;92.762;2.522;293.764
2006;239;20.5;72000;1.0799;-8.839;-47.651;-3.817;-0.095;-66.64;-10.15;0;20.86;71.63;92.814;2.943;304.064
2006;239;21.5;75600;4.1028;-33.75275;-20.526;-3.744;-0.088;-64.65;-10.37125;0;20.67;72.33;92.827;2.474;281.135
2006;239;22.5;79200;1.1005;-42.83625;-9.802;-3.655;-0.086;-63.007;-10.36875;0;20.73;72.29;92.858;2.362;270.131
2006;239;23.5;82800;2.11923;-51.348;7.965;-2.663;-0.077;-52.933;-9.55;0;20.03;75.18;92.89;1.725;139.122
2006;240;0.5;0;2.13193;-4.00725;-21.324;-2.096;-0.082;-34.04;-8.70875;0;19.59;77.09;93;2.22;226.77
2006;240;1.5;3600;5.5399;9.93;-20.54;-1.178;-0.076;-18.67;-8.06;0;18.5;82.13;92.945;2.341;202.027
2006;240;2.5;7200;1.6034;-18.537;-28.784;-1.447;-0.087;-54.423;-7.102;0.254;18.41;84.13;92.927;2.801;218.393
2006;240;3.5;10800;1.64375;-12.28875;10.972;-0.612;-0.081;-20.043;-18.72625;6.858;16.91;93.3;93.05;1.454;280.19
2006;240;4.5;14400;1.04015;15.23875;-20.18;-0.079;-0.075;-22.34;-17.39875;0.254;15.78;95.17;92.979;2.447;210.634
2006;240;5.5;18000;2.50727;12.13925;-20.708;-0.263;-0.076;-21.57;-13.00125;0.254;15.6;97.27;92.981;1.938;83.851
2006;240;6.5;21600;1.44923;23.96175;-36.688;0.319;1.974;-26.29;-13.56375;0.254;15.61;97.47;93.004;2.775;72.61
2006;240;7.5;25200;2.75908;23.6385;-20.874;60.907;133.44;-10.503;-13.2675;0;15.5;97.93;93.042;2.952;77.259
2006;240;8.5;28800;-4.37118;-12.16375;37.979;261.833;492.867;19.25;-6.56525;0;16.58;94.03;93.087;3.133;76.596
2006;240;9.5;32400;-5.0233;51.8225;113.674;387;753.533;168.727;3.2305;0;18.5;84.83;93.14;1.544;71.392
2006;240;10.5;36000;0.8578;171.7985;266.632;606.1;1210.333;457.433;19.0025;0;21.98;67.2;93.138;0.755;55.436
2006;240;11.5;39600;-0.9098;131.06875;131.88;401.033;826.567;273.433;10.48425;0;21.81;62.13;93.106;1.578;348.884
2006;240;12.5;43200;3.1155;49.54;444.122;685.167;1371.333;517.867;24.205;0;23.31;60;93.026;2.096;295.824
2006;240;13.5;46800;-0.7997;173.48475;302.616;684.867;1347.333;502.067;25.96625;0;24.09;55.28;92.979;2.198;324.437
2006;240;14.5;50400;-0.3627;66.80225;274.686;524.2;1035.667;363.467;21.97875;0;24.33;56.4;92.91;2.33;296.508
2006;240;15.5;54000;1.6776;-2.308;163.41;274.267;537.967;170.367;9.265;0;24.34;56.98;92.891;2.593;291.697
2006;240;16.5;57600;-0.4377;33.59675;51.161;185.5;366.633;90.733;5.97525;0;24.12;56.96;92.881;2.388;294.676
2006;240;17.5;61200;0.63635;-15.1975;-2.078;63.087;131.967;-18.008;-0.7325;0;23.35;60.55;92.879;1.462;287.362
2006;240;18.5;64800;2.26345;-25.944;-13.03;-2.517;1.468;-45.703;-6.729;0;21.98;66.67;92.922;2.298;282.371
2006;240;19.5;68400;3.5405;2.90875;-19.902;-1.497;-0.08;-22.603;-5.60975;0;21.26;69.19;92.987;2.516;281.761
2006;240;20.5;72000;2.4227;-19.1275;-13.754;-2.399;-0.085;-40.26;-7.3785;0;20.78;70.69;93.05;2.682;282.861
2006;240;21.5;75600;2.62315;-6.163;-16.834;-1.754;-0.083;-30.783;-7.786;0;20.14;74.12;93.088;2.345;295.367
2006;240;22.5;79200;1.5654;-10.479;-20.351;-2.387;-0.082;-40.02;-9.19;0;19.45;78.41;93.118;2.663;276.416
2006;240;23.5;82800;2.3077;15.34425;-39.341;-1.738;-0.081;-33.473;-9.47625;0;19.34;77.3;93.147;3.051;282.583
2006;241;0.5;0;2.7533;3.3985;-32.303;-1.971;-0.08;-38.737;-9.8325;0;19.22;77.27;93.144;3.636;290.509
2006;241;1.5;3600;4.5366;11.474;-26.661;-1.195;-0.076;-24.367;-9.18;0;18.77;80.33;93.13;3.412;291.871
2006;241;2.5;7200;2.6623;1.30525;-17.649;-1.401;-0.078;-25.74;-9.39625;0;18.42;82.7;93.128;3.292;280.708
2006;241;3.5;10800;2.0888;-10.38525;-8.221;-1.655;-0.079;-28.09;-9.48375;0;18.17;84.07;93.133;2.121;280.774
2006;241;4.5;14400;2.29375;-23.879;-11.454;-2.727;-0.082;-46.443;-11.11;0;17.55;86.6;93.139;2.118;198.946
2006;241;5.5;18000;2.7486;-28.546;-21.114;-3.706;-0.087;-63.89;-14.23;0;15.77;92.77;93.161;2.538;176.712
2006;241;6.5;21600;2.1748;-38.74575;-12.965;-1.195;4.777;-67.377;-15.66625;0;15.2;95;93.185;2.28;128.56
2006;241;7.5;25200;2.82328;21.178;-0.161;30.787;60.503;8.117;-12.9;0;14.41;97.67;93.313;3.442;183.049
2006;241;8.5;28800;-3.7966;59.908;82.802;233.7;425.967;136.903;-5.807;0;15.63;91.8;93.357;3.503;171.388
2006;241;9.5;32400;-7.0468;120.42175;216.661;538.267;986.333;341.767;4.68425;0;18.18;79.2;93.382;4.429;172.527
2006;241;10.5;36000;-7.7307;174.5975;341.979;758.167;1448.333;527.433;10.8565;0;19.26;71.9;93.427;4.9;162.547
2006;241;11.5;39600;-4.7697;138.03875;418.28;824.5;1641.333;581.3;24.98125;0;20.82;61.79;93.4;3.724;176.163
2006;241;12.5;43200;-3.5536;68.047;525.885;864.667;1743.333;616.067;22.135;0;22.17;53.86;93.32;3.693;167.769
2006;241;13.5;46800;-2.5118;205.59075;238.673;700.233;1410.333;472.8;28.53625;0;22.9;46.62;93.278;3.967;186.794
2006;241;14.5;50400;-2.5016;128.31525;312.261;710.967;1405;466.4;25.82375;0;23.62;41.87;93.222;3.446;195.43
2006;241;15.5;54000;-3.2553;62.54375;244.926;537.1;1020.667;310.567;3.09725;0;22.94;42.49;93.181;4.446;178.194
2006;241;16.5;57600;-1.1457;-6.209;140.381;326.3;596.433;130.633;-3.539;0;21.95;44.12;93.22;3.732;173.804
2006;241;17.5;61200;0.8024;-25.1125;7.188;103.28;188.3;-30.517;-12.5925;0;20.01;47.86;93.287;3.782;189.592
2006;241;18.5;64800;4.3986;-50.34225;-16.161;-3.756;2.148;-85.867;-19.36375;0;16.58;62.55;93.339;4.453;180.87
2006;241;19.5;68400;5.8096;-40.429;-22.396;-4.392;-0.089;-85.4;-22.575;0;14.18;69.65;93.404;4.25;174.175
2006;241;20.5;72000;4.5069;-26.172;-32.311;-3.871;-0.087;-83.233;-24.75;0;12.57;75.92;93.455;5.48;182.366
2006;241;21.5;75600;4.1028;-22.60575;-31.183;-3.561;-0.085;-81.2;-27.41125;0;10.86;80.73;93.501;6.047;180.635
2006;241;22.5;79200;1.256;-17.7545;-36.27;-3.535;-0.081;-81.567;-27.5425;0;9.83;82.6;93.529;5.613;174.354
2006;241;23.5;82800;2.8085;-8.75325;-45.011;-3.45;-0.08;-81.433;-27.66875;0;9.14;83.3;93.525;5.858;179.645
2006;242;0.5;0;3.1171;-3.84475;-52.381;-3.552;-0.079;-83.467;-27.24125;0;8.58;83.4;93.52;5.428;173.18
2006;242;1.5;3600;2.7579;-0.78125;-54.165;-3.503;-0.08;-82.5;-27.55375;0;7.93;84.97;93.5;5.315;169.396
2006;242;2.5;7200;1.7254;-1.3315;-50.016;-3.308;-0.077;-78.19;-26.8425;0;7.41;87.07;93.46;5.264;167.214
2006;242;3.5;10800;1.5992;5.7425;-53.695;-3.121;-0.075;-73.64;-25.6875;0;7;89.73;93.427;4.573;162.133
2006;242;4.5;14400;1.2973;5.343;-53.756;-3.023;-0.069;-74.263;-25.85;0;6.91;90.7;93.394;4.495;158.776
2006;242;5.5;18000;1.5474;10.313;-57.671;-2.886;-0.072;-72.183;-24.825;0;7;90.23;93.405;4.959;155.237
2006;242;6.5;21600;2.8483;28.78025;-73.756;1.054;7.063;-69.007;-24.03125;0;6.95;90.3;93.457;4.596;157.257
2006;242;7.5;25200;-1.6538;70.6975;-9.555;171.267;279.667;41.04;-20.1025;0;8.67;83.5;93.503;4.673;153.714
2006;242;8.5;28800;-6.3133;72.05;165.303;415.033;716.067;226.433;-10.92;0;11.83;74.95;93.534;4.471;132.223
2006;242;9.5;32400;-5.3896;137.189;257.653;624.3;1141.667;396.4;1.558;0;15.06;67.14;93.524;6.168;111.63
2006;242;10.5;36000;-4.0481;185.81925;340.419;777.833;1496;539.767;13.52875;0;17.05;61.29;93.543;4.949;113.664
2006;242;11.5;39600;-3.1804;170.804;429.534;876.333;1735;629.733;29.395;0;19.1;55.72;93.49;4.946;117.217
2006;242;12.5;43200;-0.6713;106.291;517.662;901;1812;651.333;27.38;0;21.32;49;93.396;3.816;107.644
2006;242;13.5;46800;0.4673;13.63375;562.743;850.333;1708;608.933;32.55625;0;23.03;42.67;93.288;2.936;120.235
2006;242;14.5;50400;1.1752;-14.573;472.335;726.167;1440;494.267;36.505;0;24.65;33.48;93.191;2.865;119.585
2006;242;15.5;54000;2.5342;-1.98525;323.19;551.433;1055.333;332.5;11.29525;0;25.24;29.84;93.133;2.961;109.622
2006;242;16.5;57600;0.0575;39.9265;84.127;333.267;620.433;130.567;6.5135;0;25.17;26.7;93.123;2.316;114.24
