SOILID,SLB,SLCL,SLSI,SLLL,SDUL,SSAT,SSKS,BEXP,Bperm,AEP,SRGF,SBDM,SLOC,SLCF,SLDR,SLRO,PTF
Ipaussu_3,200,68.1074241,14.1254218,0.141362122,0.559881798,0.454570894,3.91572644,,,,,,,,,,1
Ipaussu_3,250,68.1074241,14.1254218,0.141362122,0.559881798,0.454570894,3.91572644,,,,,,,,,,1
Ipaussu_3,300,68.1074241,14.1254218,0.141362122,0.559881798,0.454570894,3.91572644,,,,,,,,,,1
Ipaussu_3,350,68.1074241,14.1254218,0.141362122,0.559881798,0.454570894,3.91572644,,,,,,,,,,1
Ipaussu_3,400,68.1074241,14.1254218,0.141362122,0.559881798,0.454570894,3.91572644,,,,,,,,,,1
Ipaussu_5,10,58.9453125,13.6030134,0.130788559,0.534632187,0.444208857,5.93573919,,,,,,,,,,1
Ipaussu_5,20,62.6594595,10.6966486,0.13027503,0.53951993,0.443981673,5.48941688,,,,,,,,,,1
Ipaussu_5,30,60.1785714,14.5163393,0.133447365,0.539377701,0.446800702,5.47690219,,,,,,,,,,1
Ipaussu_5,40,60.3587468,14.5933643,0.133753915,0.539979923,0.447099261,5.4217706,,,,,,,,,,1
Ipaussu_5,50,60.5389222,14.6703892,0.134061114,0.540582742,0.447397821,5.36719397,,,,,,,,,,1
Ipaussu_5,60,60.7623352,14.3859814,0.133861564,0.540695138,0.447228546,5.35902746,,,,,,,,,,1
Ipaussu_5,70,60.8740417,14.2437775,0.133761917,0.540751338,0.447143908,5.35494886,,,,,,,,,,1
Ipaussu_5,80,60.9857482,14.1015736,0.133662355,0.54080754,0.44705927,5.35087336,,,,,,,,,,1
Ipaussu_5,90,60.2210065,14.5692856,0.133572541,0.539577595,0.446920442,5.4583527,,,,,,,,,,1
Ipaussu_5,100,59.4562648,15.0369976,0.133482719,0.538349815,0.446781615,5.56799089,,,,,,,,,,1
Ipaussu_5,150,59.4562648,15.0369976,0.133482719,0.538349815,0.446781615,5.56799089,,,,,,,,,,1
Ipaussu_5,200,59.4562648,15.0369976,0.133482719,0.538349815,0.446781615,5.56799089,,,,,,,,,,1
Ipaussu_5,250,59.4562648,15.0369976,0.133482719,0.538349815,0.446781615,5.56799089,,,,,,,,,,1
Ipaussu_5,300,59.4562648,15.0369976,0.133482719,0.538349815,0.446781615,5.56799089,,,,,,,,,,1
Ipaussu_5,350,59.4562648,15.0369976,0.133482719,0.538349815,0.446781615,5.56799089,,,,,,,,,,1
Ipaussu_5,400,59.4562648,15.0369976,0.133482719,0.538349815,0.446781615,5.56799089,,,,,,,,,,1
Iacanga_7,10,12.5833333,2.9321667,0.079447068,0.410881783,0.380376177,61.4900836,,,,,,,,,,1
Iacanga_7,20,10.3288798,3.2700411,0.078278618,0.406663234,0.378488782,67.20204399,,,,,,,,,,1
Iacanga_7,30,17.9636899,0,0.080034022,0.41795145,0.381488341,53.31360669,,,,,,,,,,1
Iacanga_7,40,17.8006072,1.2448428,0.081219378,0.41941845,0.383271547,51.59342844,,,,,,,,,,1
Iacanga_7,50,17.6375246,2.4896857,0.08242246,0.42089074,0.385054754,49.92875199,,,,,,,,,,1
Iacanga_7,60,18.8088021,1.7816581,0.082540807,0.422435698,0.385279197,48.41919722,,,,,,,,,,1
Iacanga_7,70,19.3944409,1.4276443,0.082599992,0.423209836,0.385391418,47.68162209,,,,,,,,,,1
Iacanga_7,80,19.9800797,1.0736305,0.082659184,0.423985083,0.385503639,46.95528253,,,,,,,,,,1
Iacanga_7,90,18.8820277,2.9646804,0.083737694,0.424164149,0.387035975,46.63588455,,,,,,,,,,1
Iacanga_7,100,17.7839757,4.8557302,0.084831471,0.424343422,0.388568311,46.31865905,,,,,,,,,,1
Iacanga_7,150,17.7839757,4.8557302,0.084831471,0.424343422,0.388568311,46.31865905,,,,,,,,,,1
Iacanga_7,200,17.7839757,4.8557302,0.084831471,0.424343422,0.388568311,46.31865905,,,,,,,,,,1
Iacanga_7,250,17.7839757,4.8557302,0.084831471,0.424343422,0.388568311,46.31865905,,,,,,,,,,1
Iacanga_7,300,17.7839757,4.8557302,0.084831471,0.424343422,0.388568311,46.31865905,,,,,,,,,,1
Iacanga_7,350,17.7839757,4.8557302,0.084831471,0.424343422,0.388568311,46.31865905,,,,,,,,,,1
Iacanga_7,400,17.7839757,4.8557302,0.084831471,0.424343422,0.388568311,46.31865905,,,,,,,,,,1
Iacanga_8,10,10.2769231,4.2447692,0.079142869,0.407806728,0.379818342,65.47689641,,,,,,,,,,1
Iacanga_8,20,8.9794625,3.2008351,0.077339828,0.403810234,0.376973621,71.43209818,,,,,,,,,,1
Iacanga_8,30,7.682002,2.1569009,0.075575503,0.399849304,0.374128901,77.92893252,,,,,,,,,,1
Iacanga_8,40,7.774978,1.0784505,0.074179656,0.397953922,0.371874606,81.43316865,,,,,,,,,,1
Iacanga_8,50,7.8679541,0,0.072809677,0.396067606,0.36962031,85.09498014,,,,,,,,,,1
Iacanga_8,60,18.0670616,2.6927114,0.082355184,0.421304367,0.384973544,49.53498756,,,,,,,,,,1
Iacanga_8,70,23.1666154,4.0390672,0.087545067,0.434448201,0.392650161,37.79341326,,,,,,,,,,1
Iacanga_8,80,28.2661692,5.3854229,0.093032302,0.447953429,0.400326778,28.83501453,,,,,,,,,,1
Iacanga_8,90,26.7046495,6.6179261,0.093175711,0.446194474,0.400437337,29.78924575,,,,,,,,,,1
Iacanga_8,100,25.1431298,7.8504294,0.093319567,0.444440569,0.400547896,30.77505516,,,,,,,,,,1
Iacanga_8,150,25.1431298,7.8504294,0.093319567,0.444440569,0.400547896,30.77505516,,,,,,,,,,1
Iacanga_8,200,25.1431298,7.8504294,0.093319567,0.444440569,0.400547896,30.77505516,,,,,,,,,,1
Iacanga_8,250,25.1431298,7.8504294,0.093319567,0.444440569,0.400547896,30.77505516,,,,,,,,,,1
Iacanga_8,300,25.1431298,7.8504294,0.093319567,0.444440569,0.400547896,30.77505516,,,,,,,,,,1
Iacanga_8,350,25.1431298,7.8504294,0.093319567,0.444440569,0.400547896,30.77505516,,,,,,,,,,1
Iacanga_8,400,25.1431298,7.8504294,0.093319567,0.444440569,0.400547896,30.77505516,,,,,,,,,,1
Iacanga_10,10,12.5372024,0,0.074502272,0.403784686,0.37257254,72.19303648,,,,,,,,,,1
Iacanga_10,20,12.6089061,3.8192643,0.080292669,0.412083799,0.381662707,59.86069717,,,,,,,,,,1
Iacanga_10,30,17.6887255,5.8454412,0.085748915,0.425461216,0.389873688,45.19551848,,,,,,,,,,1
Iacanga_10,40,18.9531659,2.9227206,0.083732975,0.424242129,0.387032196,46.56556873,,,,,,,,,,1
Iacanga_10,50,20.2176063,0,0.081766835,0.42302755,0.384190704,47.97715033,,,,,,,,,,1
Iacanga_10,60,20.2888032,1.31415,0.083089986,0.424945866,0.386150445,46.02097257,,,,,,,,,,1
Iacanga_10,70,20.3244016,1.971225,0.08375952,0.425908236,0.387130316,45.07299987,,,,,,,,,,1
Iacanga_10,80,20.36,2.6283,0.084434416,0.426872753,0.388110186,44.14455432,,,,,,,,,,1
Iacanga_10,90,20.2793049,1.7013148,0.083471961,0.425460097,0.386709137,45.50827324,,,,,,,,,,1
Iacanga_10,100,20.1986097,0.7743297,0.082520381,0.424052021,0.385308088,46.9141204,,,,,,,,,,1
Iacanga_10,150,20.1986097,0.7743297,0.082520381,0.424052021,0.385308088,46.9141204,,,,,,,,,,1
Iacanga_10,200,20.1986097,0.7743297,0.082520381,0.424052021,0.385308088,46.9141204,,,,,,,,,,1
Iacanga_10,250,20.1986097,0.7743297,0.082520381,0.424052021,0.385308088,46.9141204,,,,,,,,,,1
Iacanga_10,300,20.1986097,0.7743297,0.082520381,0.424052021,0.385308088,46.9141204,,,,,,,,,,1
Iacanga_10,350,20.1986097,0.7743297,0.082520381,0.424052021,0.385308088,46.9141204,,,,,,,,,,1
Iacanga_10,400,20.1986097,0.7743297,0.082520381,0.424052021,0.385308088,46.9141204,,,,,,,,,,1
Itirapina_11,10,10.4158416,11.4913861,0.086250045,0.417515027,0.390254402,52.74013794,,,,,,,,,,1
Itirapina_11,20,7.8954802,13.2549906,0.086230008,0.414534803,0.390112341,55.95085291,,,,,,,,,,1
Itirapina_11,30,12.777094,10.7680704,0.087210911,0.421552428,0.391706609,48.57258812,,,,,,,,,,1
Itirapina_11,40,12.777094,10.7680704,0.087210911,0.421552428,0.391706609,48.57258812,,,,,,,,,,1
Itirapina_11,50,12.777094,10.7680704,0.087210911,0.421552428,0.391706609,48.57258812,,,,,,,,,,1
Itirapina_11,60,12.777094,10.7680704,0.087210911,0.421552428,0.391706609,48.57258812,,,,,,,,,,1
Itirapina_11,70,12.777094,10.7680704,0.087210911,0.421552428,0.391706609,48.57258812,,,,,,,,,,1
Itirapina_11,80,12.777094,10.7680704,0.087210911,0.421552428,0.391706609,48.57258812,,,,,,,,,,1
Itirapina_11,90,12.777094,10.7680704,0.087210911,0.421552428,0.391706609,48.57258812,,,,,,,,,,1
Itirapina_11,100,20.0199601,7.5578343,0.089174583,0.432790407,0.394753083,38.83521935,,,,,,,,,,1
Itirapina_11,150,20.0199601,7.5578343,0.089174583,0.432790407,0.394753083,38.83521935,,,,,,,,,,1
Itirapina_11,200,20.0199601,7.5578343,0.089174583,0.432790407,0.394753083,38.83521935,,,,,,,,,,1
Itirapina_11,250,20.0199601,7.5578343,0.089174583,0.432790407,0.394753083,38.83521935,,,,,,,,,,1
Itirapina_11,300,20.0199601,7.5578343,0.089174583,0.432790407,0.394753083,38.83521935,,,,,,,,,,1
Itirapina_11,350,20.0199601,7.5578343,0.089174583,0.432790407,0.394753083,38.83521935,,,,,,,,,,1
Itirapina_11,400,20.0199601,7.5578343,0.089174583,0.432790407,0.394753083,38.83521935,,,,,,,,,,1
Itirapina_12,10,5.1669941,11.9802554,0.08304578,0.407214828,0.385437306,65.41986004,,,,,,,,,,1
Itirapina_12,20,12.7250542,7.4500999,0.083856081,0.417064098,0.386940449,53.60267065,,,,,,,,,,1
Itirapina_12,30,20.2831143,2.9199444,0.084668005,0.427098862,0.388443591,43.92009256,,,,,,,,,,1
Itirapina_12,40,15.3020961,6.4921537,0.084711137,0.42124102,0.388286059,49.2371327,,,,,,,,,,1
Itirapina_12,50,15.3020961,6.4921537,0.084711137,0.42124102,0.388286059,49.2371327,,,,,,,,,,1
Itirapina_12,60,15.3020961,6.4921537,0.084711137,0.42124102,0.388286059,49.2371327,,,,,,,,,,1
Itirapina_12,70,15.3020961,6.4921537,0.084711137,0.42124102,0.388286059,49.2371327,,,,,,,,,,1
Itirapina_12,80,18.0904908,5.4901074,0.085678008,0.425845279,0.389790968,44.86824041,,,,,,,,,,1
Itirapina_12,90,17.879138,5.5342076,0.085572639,0.425452269,0.38963167,45.22713515,,,,,,,,,,1
Itirapina_12,100,17.6677852,5.5783078,0.085467377,0.425059564,0.389472372,45.58890065,,,,,,,,,,1
Itirapina_12,150,17.6677852,5.5783078,0.085467377,0.425059564,0.389472372,45.58890065,,,,,,,,,,1
Itirapina_12,200,17.6677852,5.5783078,0.085467377,0.425059564,0.389472372,45.58890065,,,,,,,,,,1
Itirapina_12,250,17.6677852,5.5783078,0.085467377,0.425059564,0.389472372,45.58890065,,,,,,,,,,1
Itirapina_12,300,17.6677852,5.5783078,0.085467377,0.425059564,0.389472372,45.58890065,,,,,,,,,,1
Itirapina_12,350,17.6677852,5.5783078,0.085467377,0.425059564,0.389472372,45.58890065,,,,,,,,,,1
Itirapina_12,400,17.6677852,5.5783078,0.085467377,0.425059564,0.389472372,45.58890065,,,,,,,,,,1
Itirapina_13,10,2.6425662,10.7341141,0.080133993,0.40046088,0.381017136,75.74868928,,,,,,,,,,1
Itirapina_13,20,0,16.410876,0.083797798,0.402279404,0.386303444,72.12015958,,,,,,,,,,1
Itirapina_13,30,12.6003009,5.3717402,0.081757923,0.414084345,0.383858187,57.24585853,,,,,,,,,,1
Itirapina_13,40,13.8650543,5.5817355,0.082823387,0.417008131,0.385484371,53.8353843,,,,,,,,,,1
Itirapina_13,50,15.1298077,5.7917308,0.083901323,0.419949965,0.387110556,50.62809219,,,,,,,,,,1
Itirapina_13,60,16.5960626,4.6565762,0.083807503,0.4215527,0.387038204,49.07221564,,,,,,,,,,1
Itirapina_13,70,17.32919,4.0889989,0.083760685,0.422355757,0.387002028,48.31230079,,,,,,,,,,1
Itirapina_13,80,18.0623174,3.5214216,0.083713927,0.423159941,0.386965852,47.5641537,,,,,,,,,,1
Itirapina_13,90,16.6349137,5.6819559,0.084843665,0.422996075,0.388535037,47.55297729,,,,,,,,,,1
Itirapina_13,100,15.2075099,7.8424901,0.085990288,0.422832115,0.390104221,47.54180356,,,,,,,,,,1
Itirapina_13,150,15.2075099,7.8424901,0.085990288,0.422832115,0.390104221,47.54180356,,,,,,,,,,1
Itirapina_13,200,15.2075099,7.8424901,0.085990288,0.422832115,0.390104221,47.54180356,,,,,,,,,,1
Itirapina_13,250,15.2075099,7.8424901,0.085990288,0.422832115,0.390104221,47.54180356,,,,,,,,,,1
Itirapina_13,300,15.2075099,7.8424901,0.085990288,0.422832115,0.390104221,47.54180356,,,,,,,,,,1
Itirapina_13,350,15.2075099,7.8424901,0.085990288,0.422832115,0.390104221,47.54180356,,,,,,,,,,1
Itirapina_13,400,15.2075099,7.8424901,0.085990288,0.422832115,0.390104221,47.54180356,,,,,,,,,,1
Anhembi_17,10,2.505005,2.0042042,0.07223471,0.389296975,0.368476225,98.17155016,,,,,,,,,,1
Anhembi_17,20,5.004995,0.8760739,0.072796756,0.392869147,0.36949927,90.92855311,,,,,,,,,,1
Anhembi_17,30,5.0428201,1.4606176,0.073321398,0.393670176,0.370369038,89.2516704,,,,,,,,,,1
Anhembi_17,40,5.0617326,1.7528894,0.073585125,0.394071292,0.370803922,88.42486176,,,,,,,,,,1
Anhembi_17,50,5.0806452,2.0451613,0.073849794,0.39447281,0.371238807,87.60571237,,,,,,,,,,1
Anhembi_17,60,5.0502236,2.7195361,0.074417877,0.395252283,0.372164476,86.02274827,,,,,,,,,,1
Anhembi_17,70,5.0350128,3.0567235,0.074703558,0.3956426,0.372627311,85.24202482,,,,,,,,,,1
Anhembi_17,80,5.019802,3.3939109,0.074990339,0.396033306,0.373090146,84.46838705,,,,,,,,,,1
Anhembi_17,90,5.0173711,4.0299485,0.075550919,0.396824195,0.373990767,82.93279737,,,,,,,,,,1
Anhembi_17,100,5.0149402,4.6659861,0.076115683,0.397616659,0.374891387,81.42512388,,,,,,,,,,1
Anhembi_17,150,5.0149402,4.6659861,0.076115683,0.397616659,0.374891387,81.42512388,,,,,,,,,,1
Anhembi_17,200,5.0149402,4.6659861,0.076115683,0.397616659,0.374891387,81.42512388,,,,,,,,,,1
Anhembi_17,250,5.0149402,4.6659861,0.076115683,0.397616659,0.374891387,81.42512388,,,,,,,,,,1
Anhembi_17,300,5.0149402,4.6659861,0.076115683,0.397616659,0.374891387,81.42512388,,,,,,,,,,1
Anhembi_17,350,5.0149402,4.6659861,0.076115683,0.397616659,0.374891387,81.42512388,,,,,,,,,,1
Anhembi_17,400,5.0149402,4.6659861,0.076115683,0.397616659,0.374891387,81.42512388,,,,,,,,,,1
Anhembi_18,10,2.5075226,4.1624875,0.074092664,0.391965219,0.371543631,92.20265906,,,,,,,,,,1
Anhembi_18,20,5.0301508,2.5408291,0.074249395,0.394989198,0.371889636,86.54588131,,,,,,,,,,1
Anhembi_18,30,5.0150301,0.903006,0.072825915,0.392922553,0.36954805,90.81765193,,,,,,,,,,1
Anhembi_18,40,3.7649777,1.1212418,0.072250225,0.390705955,0.36854539,95.31724772,,,,,,,,,,1
Anhembi_18,50,2.5149254,1.3394776,0.071678355,0.388499956,0.36754273,100.0397773,,,,,,,,,,1
Anhembi_18,60,3.7645382,2.9224864,0.073795318,0.392933545,0.371102696,90.46574462,,,,,,,,,,1
Anhembi_18,70,4.3893446,3.7139909,0.074876053,0.395167783,0.372882679,86.02801163,,,,,,,,,,1
Anhembi_18,80,5.0141509,4.5054953,0.075971888,0.397413722,0.374662662,81.80796861,,,,,,,,,,1
Anhembi_18,90,5.0143218,4.101081,0.075612113,0.396907153,0.374088573,82.7728639,,,,,,,,,,1
Anhembi_18,100,5.0144928,3.6966667,0.075254039,0.396401228,0.373514484,83.74913965,,,,,,,,,,1
Anhembi_18,150,5.0144928,3.6966667,0.075254039,0.396401228,0.373514484,83.74913965,,,,,,,,,,1
Anhembi_18,200,5.0144928,3.6966667,0.075254039,0.396401228,0.373514484,83.74913965,,,,,,,,,,1
Anhembi_18,250,5.0144928,3.6966667,0.075254039,0.396401228,0.373514484,83.74913965,,,,,,,,,,1
Anhembi_18,300,5.0144928,3.6966667,0.075254039,0.396401228,0.373514484,83.74913965,,,,,,,,,,1
Anhembi_18,350,5.0144928,3.6966667,0.075254039,0.396401228,0.373514484,83.74913965,,,,,,,,,,1
Anhembi_18,400,5.0144928,3.6966667,0.075254039,0.396401228,0.373514484,83.74913965,,,,,,,,,,1
Anhembi_19,10,5.01,1.7038,0.073510812,0.393906838,0.370679896,88.75152754,,,,,,,,,,1
Anhembi_19,20,7.5075075,0,0.072956891,0.395881174,0.369852352,85.37588487,,,,,,,,,,1
Anhembi_19,30,5.01002,4.1833667,0.075682474,0.397001582,0.374200902,82.59103621,,,,,,,,,,1
Anhembi_19,40,6.2662264,3.8102028,0.076148207,0.399067475,0.374990026,79.02542856,,,,,,,,,,1
Anhembi_19,50,7.5224327,3.4370389,0.076616203,0.401142313,0.37577915,75.6137549,,,,,,,,,,1
Anhembi_19,60,6.5128116,2.5936851,0.075096114,0.397853817,0.373315379,81.3277378,,,,,,,,,,1
Anhembi_19,70,6.5128116,2.5936851,0.075096114,0.397853817,0.373315379,81.3277378,,,,,,,,,,1
Anhembi_19,80,6.5128116,2.5936851,0.075096114,0.397853817,0.373315379,81.3277378,,,,,,,,,,1
Anhembi_19,90,6.5128116,2.5936851,0.075096114,0.397853817,0.373315379,81.3277378,,,,,,,,,,1
Anhembi_19,100,7.5140977,3.6442199,0.076797212,0.401387522,0.376064595,75.18802693,,,,,,,,,,1
Anhembi_19,150,7.5140977,3.6442199,0.076797212,0.401387522,0.376064595,75.18802693,,,,,,,,,,1
Anhembi_19,200,7.5140977,3.6442199,0.076797212,0.401387522,0.376064595,75.18802693,,,,,,,,,,1
Anhembi_19,250,7.5140977,3.6442199,0.076797212,0.401387522,0.376064595,75.18802693,,,,,,,,,,1
Anhembi_19,300,7.5140977,3.6442199,0.076797212,0.401387522,0.376064595,75.18802693,,,,,,,,,,1
Anhembi_19,350,7.5140977,3.6442199,0.076797212,0.401387522,0.376064595,75.18802693,,,,,,,,,,1
Anhembi_19,400,7.5140977,3.6442199,0.076797212,0.401387522,0.376064595,75.18802693,,,,,,,,,,1
Anhembi_21,10,7.5225677,3.9117352,0.077043947,0.401743476,0.37645336,74.57908775,,,,,,,,,,1
Anhembi_21,20,10.0805639,3.9322256,0.078724867,0.407001384,0.379168352,66.6433715,,,,,,,,,,1
Anhembi_21,30,14.8334372,1.9609902,0.080033006,0.414302308,0.381359715,57.31785551,,,,,,,,,,1
Anhembi_21,40,14.8334372,1.9609902,0.080033006,0.414302308,0.381359715,57.31785551,,,,,,,,,,1
Anhembi_21,50,14.8334372,1.9609902,0.080033006,0.414302308,0.381359715,57.31785551,,,,,,,,,,1
Anhembi_21,60,14.8334372,1.9609902,0.080033006,0.414302308,0.381359715,57.31785551,,,,,,,,,,1
Anhembi_21,70,14.8334372,1.9609902,0.080033006,0.414302308,0.381359715,57.31785551,,,,,,,,,,1
Anhembi_21,80,20.9543147,0,0.082291853,0.424630769,0.38500203,46.41963672,,,,,,,,,,1
Anhembi_21,90,20.8653085,0,0.082231343,0.424441077,0.384908574,46.6007445,,,,,,,,,,1
Anhembi_21,100,20.7763023,0,0.082170872,0.424251459,0.384815117,46.78255889,,,,,,,,,,1
Anhembi_21,150,20.7763023,0,0.082170872,0.424251459,0.384815117,46.78255889,,,,,,,,,,1
Anhembi_21,200,20.7763023,0,0.082170872,0.424251459,0.384815117,46.78255889,,,,,,,,,,1
Anhembi_21,250,20.7763023,0,0.082170872,0.424251459,0.384815117,46.78255889,,,,,,,,,,1
Anhembi_21,300,20.7763023,0,0.082170872,0.424251459,0.384815117,46.78255889,,,,,,,,,,1
Anhembi_21,350,20.7763023,0,0.082170872,0.424251459,0.384815117,46.78255889,,,,,,,,,,1
Anhembi_21,400,20.7763023,0,0.082170872,0.424251459,0.384815117,46.78255889,,,,,,,,,,1
Anhembi_23,10,12.562751,0.201506,0.076936679,0.407323031,0.376477027,66.61966922,,,,,,,,,,1
Anhembi_23,20,13.7963755,0.126003,0.077662679,0.409769524,0.377665119,63.25792534,,,,,,,,,,1
Anhembi_23,30,15.03,0.0505,0.0783946,0.412228605,0.37885321,60.06582087,,,,,,,,,,1
Anhembi_23,40,15.1521951,1.7454482,0.080043333,0.414687059,0.381388341,56.87866079,,,,,,,,,,1
Anhembi_23,50,15.2743902,3.4403963,0.081726472,0.417159911,0.383923473,53.86061502,,,,,,,,,,1
Anhembi_23,60,16.5294035,3.5371317,0.082674065,0.419931246,0.385378601,50.84019287,,,,,,,,,,1
Anhembi_23,70,17.1569102,3.5854994,0.083151511,0.4213229,0.386106165,49.39410611,,,,,,,,,,1
Anhembi_23,80,17.7844168,3.6338671,0.083631405,0.422718558,0.386833729,47.98915158,,,,,,,,,,1
Anhembi_23,90,17.8114541,4.3410632,0.084342926,0.423716367,0.387866336,46.95898418,,,,,,,,,,1
Anhembi_23,100,17.8384913,5.0482592,0.08506047,0.424716503,0.388898944,45.95093111,,,,,,,,,,1
Anhembi_23,150,17.8384913,5.0482592,0.08506047,0.424716503,0.388898944,45.95093111,,,,,,,,,,1
Anhembi_23,200,17.8384913,5.0482592,0.08506047,0.424716503,0.388898944,45.95093111,,,,,,,,,,1
Anhembi_23,250,17.8384913,5.0482592,0.08506047,0.424716503,0.388898944,45.95093111,,,,,,,,,,1
Anhembi_23,300,17.8384913,5.0482592,0.08506047,0.424716503,0.388898944,45.95093111,,,,,,,,,,1
Anhembi_23,350,17.8384913,5.0482592,0.08506047,0.424716503,0.388898944,45.95093111,,,,,,,,,,1
Anhembi_23,400,17.8384913,5.0482592,0.08506047,0.424716503,0.388898944,45.95093111,,,,,,,,,,1
Anhembi_25,10,10.02002,0,0.07490188,0.401518945,0.373130024,75.49579285,,,,,,,,,,1
Anhembi_25,20,10.0401204,0.8538114,0.075911717,0.402990846,0.374754539,72.99841078,,,,,,,,,,1
Anhembi_25,30,12.6516684,0.9121335,0.077636278,0.408418441,0.377579481,65.00685209,,,,,,,,,,1
Anhembi_25,40,12.7623054,4.5125354,0.081049517,0.41330362,0.382808221,58.27629985,,,,,,,,,,1
Anhembi_25,50,12.8729424,8.1129372,0.084612151,0.418246616,0.38803696,52.24260236,,,,,,,,,,1
Anhembi_25,60,14.0584224,7.1941719,0.08453415,0.419537222,0.387977068,50.94213297,,,,,,,,,,1
Anhembi_25,70,14.6511624,6.7347892,0.084495212,0.420183625,0.387947121,50.30408885,,,,,,,,,,1
Anhembi_25,80,15.2439024,6.2754065,0.084456314,0.420830762,0.387917175,49.67403616,,,,,,,,,,1
Anhembi_25,90,15.2439024,6.2754065,0.084456314,0.420830762,0.387917175,49.67403616,,,,,,,,,,1
Anhembi_25,100,15.2439024,6.2754065,0.084456314,0.420830762,0.387917175,49.67403616,,,,,,,,,,1
Anhembi_25,150,15.2439024,6.2754065,0.084456314,0.420830762,0.387917175,49.67403616,,,,,,,,,,1
Anhembi_25,200,15.2439024,6.2754065,0.084456314,0.420830762,0.387917175,49.67403616,,,,,,,,,,1
Anhembi_25,250,15.2439024,6.2754065,0.084456314,0.420830762,0.387917175,49.67403616,,,,,,,,,,1
Anhembi_25,300,15.2439024,6.2754065,0.084456314,0.420830762,0.387917175,49.67403616,,,,,,,,,,1
Anhembi_25,350,15.2439024,6.2754065,0.084456314,0.420830762,0.387917175,49.67403616,,,,,,,,,,1
Anhembi_25,400,15.2439024,6.2754065,0.084456314,0.420830762,0.387917175,49.67403616,,,,,,,,,,1
Andradina_27,10,15.0297324,8.2935828,0.086317581,0.423053749,0.390558107,47.29003743,,,,,,,,,,1
Andradina_27,20,15.045,10.4321,0.088511722,0.425940935,0.393610832,44.41546944,,,,,,,,,,1
Andradina_27,30,17.5500477,10.143756,0.090054411,0.430945358,0.395831683,40.13945634,,,,,,,,,,1
Andradina_27,40,18.80387,8.57564,0.089340058,0.431535123,0.394921472,39.76556181,,,,,,,,,,1
Andradina_27,50,20.0576923,7.007524,0.088632256,0.432125195,0.394011261,39.39515019,,,,,,,,,,1
Andradina_27,60,18.7957218,8.5547384,0.089312305,0.431489156,0.394883236,39.80387006,,,,,,,,,,1
Andradina_27,70,18.1647365,9.3283456,0.089654608,0.431171285,0.395319224,40.00981733,,,,,,,,,,1
Andradina_27,80,17.5337512,10.1019527,0.089998439,0.430853512,0.395755212,40.2168303,,,,,,,,,,1
Andradina_27,90,20.0278512,7.7924154,0.089424405,0.433126351,0.395094474,38.55849815,,,,,,,,,,1
Andradina_27,100,22.5219512,5.482878,0.088855456,0.435407302,0.394433736,36.96854685,,,,,,,,,,1
Andradina_27,150,22.5219512,5.482878,0.088855456,0.435407302,0.394433736,36.96854685,,,,,,,,,,1
Andradina_27,200,22.5219512,5.482878,0.088855456,0.435407302,0.394433736,36.96854685,,,,,,,,,,1
Andradina_27,250,22.5219512,5.482878,0.088855456,0.435407302,0.394433736,36.96854685,,,,,,,,,,1
Andradina_27,300,22.5219512,5.482878,0.088855456,0.435407302,0.394433736,36.96854685,,,,,,,,,,1
Andradina_27,350,22.5219512,5.482878,0.088855456,0.435407302,0.394433736,36.96854685,,,,,,,,,,1
Andradina_27,400,22.5219512,5.482878,0.088855456,0.435407302,0.394433736,36.96854685,,,,,,,,,,1
Andradina_29,10,12.5249501,7.0398204,0.08331638,0.416105962,0.386147743,54.7214917,,,,,,,,,,1
Andradina_29,20,12.524777,6.3898167,0.082685319,0.415255173,0.385224556,55.76365905,,,,,,,,,,1
Andradina_29,30,12.5247036,9.7219368,0.085970905,0.419632948,0.389956089,50.62533917,,,,,,,,,,1
Andradina_29,40,17.5570834,8.4647209,0.088313079,0.428693224,0.393454841,42.1302124,,,,,,,,,,1
Andradina_29,50,22.5894632,7.207505,0.09070659,0.437916758,0.396953593,35.06060071,,,,,,,,,,1
Andradina_29,60,21.3247016,7.9047015,0.090500918,0.436104495,0.396615613,36.31325221,,,,,,,,,,1
Andradina_29,70,20.6923209,8.2532998,0.090398158,0.435200592,0.396446623,36.9562624,,,,,,,,,,1
Andradina_29,80,20.0599401,8.6018981,0.09029545,0.434298173,0.396277632,37.61065862,,,,,,,,,,1
Andradina_29,90,20.0795732,7.0426901,0.088684539,0.432220326,0.394084172,39.31732211,,,,,,,,,,1
Andradina_29,100,20.0992063,5.4834821,0.087102353,0.430152407,0.391890711,41.10142897,,,,,,,,,,1
Andradina_29,150,20.0992063,5.4834821,0.087102353,0.430152407,0.391890711,41.10142897,,,,,,,,,,1
Andradina_29,200,20.0992063,5.4834821,0.087102353,0.430152407,0.391890711,41.10142897,,,,,,,,,,1
Andradina_29,250,20.0992063,5.4834821,0.087102353,0.430152407,0.391890711,41.10142897,,,,,,,,,,1
Andradina_29,300,20.0992063,5.4834821,0.087102353,0.430152407,0.391890711,41.10142897,,,,,,,,,,1
Andradina_29,350,20.0992063,5.4834821,0.087102353,0.430152407,0.391890711,41.10142897,,,,,,,,,,1
Andradina_29,400,20.0992063,5.4834821,0.087102353,0.430152407,0.391890711,41.10142897,,,,,,,,,,1
Ara‡atuba_37,10,5.0092166,13.1151382,0.084049099,0.408349558,0.386883174,63.73938369,,,,,,,,,,1
