SOILID,SLB,SLCL,SLSI,SLLL,SDUL,SSAT,SSKS,BEXP,Bperm,AEP,SRGF,SBDM,SLOC,SLCF,SLDR,SLRO,PTF
CEARGIFAS2,61,33.84262126,52.72681704,0.224672891,0.384575411,0.472010913,35,,,,0.8,1.103550378,0.811022778,4.46399086,0.6,76,1
CEARGIFAS2,81,34.35294118,49.4,0.225138053,0.367146196,0.447976032,35,,,,0.689108349,1.125794118,0.415294118,6.741176471,0.6,76,1
CEARGIFAS2,102,32.75,51,0.220054955,0.371191147,0.453385891,35,,,,0.25,1.129175,0.2975,5.25,0.6,76,1
CEARGIFAS2,186,32.75,51,0.220054955,0.371191147,0.453385891,35,,,,0.25,1.129175,0.2975,5.25,0.6,76,1
CEARGIFAS2,354,32.75,51,0.220054955,0.371191147,0.453385891,35,,,,0.25,1.129175,0.2975,5.25,0.6,76,1
CEARGIAGS2,3,35.33333333,51.16666667,0.234137905,0.40547382,0.506435869,50,,,,1,0.998233333,2.605,4.666666667,0.6,76,1
CEARGIAGS2,10,35.39888889,51.1175,0.234292387,0.405180932,0.505972509,50,,,,1,0.998623389,2.588938889,4.661203704,0.6,76,1
CEARGIAGS2,21,36.62272169,50.47741148,0.237468357,0.402773647,0.501416969,50,,,,1,1.002451628,2.401634436,4.450450891,0.6,76,1
CEARGIAGS2,32,38.52036272,49.44062152,0.242549882,0.399580629,0.495079046,50,,,,0.8,1.00658404,2.148412936,4.151777143,0.6,76,1
CEARGIAGS2,43,40.41800375,48.40383157,0.247631408,0.396387612,0.488741124,35,,,,0.666666667,1.010716452,1.895191437,3.853103394,0.6,76,1
CEARGIAGS2,65,46.02856787,44.75633895,0.26270821,0.385187931,0.468195312,35,,,,0.666666667,1.02461148,1.169307906,3.283725251,0.6,76,1
CEARGIAGS2,87,51.46791941,41.49770115,0.278057008,0.378589143,0.453711281,35,,,,0.54067035,1.030060399,0.640543071,2.683856386,0.6,76,1
CEARGIAGS2,109,54.6,39.4,0.286693415,0.375426875,0.446490347,35,,,,0.04,1.03402,0.362,2.2,0.6,76,1
CEARGIAGS2,197,54.6,39.4,0.286693415,0.375426875,0.446490347,35,,,,0.04,1.03402,0.362,2.2,0.6,76,1
CEARGIAGS2,373,54.6,39.4,0.286693415,0.375426875,0.446490347,35,,,,0.04,1.03402,0.362,2.2,0.6,76,1
CEARGIARN2,4,4.6,6.6,0.05246238,0.10246238,0.164517412,50,,,,1,1.30742,0.818,38.2,0.6,76,1
CEARGIARN2,13,4.643508772,6.6,0.052695886,0.102695886,0.164439168,50,,,,1,1.307483088,0.807666667,38.30877193,0.6,76,1
CEARGIARN2,26,4.802781955,6.560714286,0.053180944,0.103180944,0.163771814,50,,,,0.981185368,1.310699748,0.740964286,38.62838346,0.6,76,1
CEARGIARN2,39,4.148195489,6.309976959,0.059037521,0.109037521,0.172069822,50,,,,0.914464873,1.320219215,0.634236636,36.66786199,0.6,76,1
CEARGIARN2,53,4.200821566,5.82195122,0.057746445,0.107448149,0.168864542,50,,,,0.91631036,1.32977046,0.510719512,36.73863928,0.6,76,1
CEARGIARN2,79,4.343715386,5.707038328,0.058234299,0.107682453,0.167331644,50,,,,0.933423933,1.337093962,0.389584669,37.11482853,0.6,76,1
CEARGIARN2,106,4.542682927,5.195121951,0.060424887,0.109259672,0.166082178,50,,,,0.8,1.34482622,0.22695122,37.6402439,0.6,76,1
CEARGIARN2,132,1.5,6,0.064247123,0.110425216,0.17214214,50,,,,0.852616542,1.36555,0.1,37.5,0.6,76,1
CEARGIARN2,236,1.5,6,0.064247123,0.110425216,0.17214214,50,,,,0.852616542,1.36555,0.1,37.5,0.6,76,1
CEARGIARN2,444,1.5,6,0.064247123,0.110425216,0.17214214,50,,,,0.852616542,1.36555,0.1,37.5,0.6,76,1
CEARGIAFR2,3,6.375,5.75,0.054200053,0.1005826,0.162446395,50,,,,1,1.2969,0.858125,37.3125,0.6,76,1
CEARGIAFR2,11,6.430800654,5.758567538,0.054331888,0.100711776,0.162636696,50,,,,1,1.296990588,0.84970561,37.2120098,0.6,76,1
CEARGIAFR2,23,6.916014018,5.825279378,0.055766888,0.102312238,0.164318779,50,,,,1,1.297528357,0.785605674,36.52825763,0.6,76,1
CEARGIAFR2,35,7.686051849,6.015614435,0.058402567,0.105368358,0.167744787,35,,,,0.8,1.298781334,0.693044003,35.38596301,0.6,76,1
CEARGIAFR2,47,8.674301189,6.22335407,0.062031018,0.109583916,0.17182649,35,,,,0.8,1.299433098,0.593408871,34.02176773,0.6,76,1
CEARGIAFR2,70,9.466293486,6.348314825,0.064190089,0.112006625,0.174802762,35,,,,0.8,1.300690687,0.479355511,32.88978528,0.6,76,1
CEARGIAFR2,94,11.23602941,6.5,0.069691709,0.118221257,0.18025659,35,,,,0.495204528,1.301058971,0.270441176,30.73970588,0.6,76,1
CEARGIAFR2,118,13,4,0.070672763,0.119006097,0.171440158,35,,,,0.117352061,1.27735,0.386666667,35.83333333,0.6,76,1
CEARGIAFR2,214,13,4,0.070672763,0.119006097,0.171440158,35,,,,0.117352061,1.27735,0.386666667,35.83333333,0.6,76,1
CEARGIAFR2,406,13,4,0.070672763,0.119006097,0.171440158,35,,,,0.117352061,1.27735,0.386666667,35.83333333,0.6,76,1
CEPLANFAG2,3,14.16,36.2,0.132985753,0.271785576,0.388503379,5,,,,1,1.171432,2.172,11.1,0.6,84,1
CEPLANFAG2,9,14.16,36.2,0.132985753,0.271785576,0.388503379,5,,,,1,1.171432,2.172,11.1,0.6,84,1
CEPLANFAG2,18,19.8268,32.9448,0.161232165,0.287267718,0.385921077,5,,,,0.8,1.14193556,1.77632,11.8196,0.6,84,1
CEPLANFAG2,28,29.624,30.532,0.199196808,0.309697807,0.395643716,5,,,,0.731634275,1.0932178,1.53188,8.758,0.6,84,1
CEPLANFAG2,37,33.4352,29.2312,0.213800626,0.318259439,0.397486019,5,,,,0.731634275,1.07994784,1.31432,8.4064,0.6,84,1
CEPLANFAG2,56,39.16,27.324,0.236208423,0.331317292,0.400030652,5,,,,0.547498325,1.058872,0.96664,7.904,0.6,84,1
CEPLANFAG2,75,44.26,25.34,0.254833111,0.341461714,0.400010965,5,,,,0.166902752,1.054912,0.516,7.48,0.6,84,1
CEPLANFAG2,94,40.63333333,25.5,0.243262534,0.333825116,0.393255547,1,,,,0,1.085326667,0.474666667,8.533333333,0.6,84,1
CEPLANFAG2,170,40.63333333,25.5,0.243262534,0.333825116,0.393255547,1,,,,0,1.085326667,0.474666667,8.533333333,0.6,84,1
CEPLANFAA2,3,10.17333333,17.42666667,0.095796574,0.167821871,0.237541392,5,,,,1,1.257008,1.172,36.04,0.6,84,1
CEPLANFAA2,10,14.75686275,16.47137255,0.115162326,0.180364125,0.246112563,5,,,,1,1.244017647,0.790870588,32.38039216,0.6,84,1
CEPLANFAA2,21,19.06939668,17.2428537,0.136103956,0.20322425,0.266394536,5,,,,0.933333333,1.227437881,0.612952036,28.96735747,0.6,84,1
CEPLANFAA2,32,23.04825792,16.55430116,0.150309442,0.215103018,0.275686219,5,,,,0.783838047,1.205732348,0.518006306,27.12997127,0.6,84,1
CEPLANFAA2,43,25.8094385,16.48424845,0.162717421,0.227327742,0.285187974,5,,,,0.80689495,1.187398547,0.436897139,26.15371395,0.6,84,1
CEPLANFAA2,65,27.20542986,16.29277095,0.16725389,0.231298479,0.288118323,5,,,,0.81187487,1.193123358,0.417914458,25.99272786,0.6,84,1
CEPLANFAA2,87,30.2042735,16.32326007,0.182131663,0.246618165,0.300527419,5,,,,0.416421335,1.176062985,0.30610989,24.62594628,0.6,84,1
CEPLANFAA2,109,26.1025,15.225,0.165180293,0.227227364,0.280987042,5,,,,0.181245084,1.208508,0.2137,27.28125,0.6,84,1
CEPLANFAA2,197,26.1025,15.225,0.165180293,0.227227364,0.280987042,5,,,,0.181245084,1.208508,0.2137,27.28125,0.6,84,1
CEPLANFRN2,1,7.5,38.5,0.108978499,0.24680723,0.334509091,5,,,,1,1.25575,0.395,32.5,0.6,84,1
CEPLANFRN2,5,7.5,38.5,0.108978499,0.24680723,0.334509091,5,,,,1,1.25575,0.395,32.5,0.6,84,1
CEPLANFRN2,10,7.5,38.5,0.108978499,0.24680723,0.334509091,5,,,,1,1.25575,0.395,32.5,0.6,84,1
CEPLANFRN2,15,7.5,38.5,0.108978499,0.24680723,0.334509091,5,,,,1,1.25575,0.395,32.5,0.6,84,1
CEPLANFRN2,21,7.5,38.5,0.108978499,0.24680723,0.334509091,5,,,,1,1.25575,0.395,32.5,0.6,84,1
CEPLANFRN2,31,22.22222222,39,0.172678129,0.292237384,0.369369855,5,,,,0.5,1.127027778,0.296111111,23.38888889,0.6,84,1
CEPLANFRN2,42,32.44444444,40.02222222,0.217820433,0.327262164,0.397915686,5,,,,0.04,1.035294444,0.229,16.36666667,0.6,84,1
CEPLANFRN2,52,32.88888889,42.04444444,0.217842254,0.338020754,0.414651607,1,,,,0,1.032188889,0.218,11.73333333,0.6,84,1
CEPLANFRN2,92,32.88888889,42.04444444,0.217842254,0.338020754,0.414651607,1,,,,0,1.032188889,0.218,11.73333333,0.6,84,1
CEPLANMAG2,4,25.15,42.875,0.194314664,0.360611973,0.461000912,5,,,,1,1.03078,3.72,16.925,0.6,84,1
CEPLANMAG2,12,45.9,22.25,0.234166852,0.313251007,0.378723366,5,,,,1,1.036605,1.795,16.45,0.6,84,1
CEPLANMAG2,24,57.77195122,22.42804878,0.278176529,0.35062059,0.409675246,5,,,,0.968744356,1.005252561,0.877073171,9.148780488,0.6,84,1
CEPLANMAG2,36,61.20182927,19.74817073,0.283404916,0.349536827,0.406424837,5,,,,0.8832872,0.995996463,0.794756098,9.020731707,0.6,84,1
CEPLANMAG2,48,63.94573171,17.60426829,0.287587626,0.348669817,0.40382451,5,,,,0.839548919,0.988591585,0.728902439,8.918292683,0.6,84,1
CEPLANMAG2,72,64.95333333,16.85333333,0.288926138,0.347967769,0.40235175,5,,,,0.75,0.987450667,0.671666667,8.978333333,0.6,84,1
CEPLANMAG2,96,49.33355556,26.09355556,0.260207366,0.33775,0.395514179,5,,,,0.60054353,1.049950711,0.519111111,12.94688889,0.6,84,1
CEPLANMAG2,120,40.4,33.03333333,0.245240101,0.337655412,0.397554797,5,,,,0.246566791,1.108246667,0.206666667,12.93333333,0.6,84,1
CEPLANMAG2,216,40.4,33.03333333,0.245240101,0.337655412,0.397554797,5,,,,0.246566791,1.108246667,0.206666667,12.93333333,0.6,84,1
CEPLANFAR2,3,7.466666667,12.46666667,0.073271432,0.129507391,0.190958668,5,,,,1,1.286193333,0.749333333,42.06666667,0.6,84,1
CEPLANFAR2,9,7.493333333,12.46222222,0.073424743,0.12965112,0.19100726,5,,,,1,1.285858667,0.747955556,42.08888889,0.6,84,1
CEPLANFAR2,18,8.208333333,12.2625,0.07602683,0.132451907,0.192907036,5,,,,1,1.272048333,0.731341667,41.65,0.6,84,1
CEPLANFAR2,27,9.837063492,13.17305556,0.088554118,0.142688484,0.200779857,5,,,,0.864967608,1.269142016,0.493058333,40.7868254,0.6,84,1
CEPLANFAR2,36,11.56670511,13.62836114,0.098123848,0.153055496,0.210187943,5,,,,0.769558976,1.267370708,0.272351764,38.09358794,0.6,84,1
CEPLANFAR2,54,14.39670451,14.97601135,0.113953055,0.172780695,0.229825206,5,,,,0.706370019,1.250354829,0.242805874,34.67187736,0.6,84,1
CEPLANFAR2,72,16.16654726,15.34824242,0.121631536,0.181757116,0.238049446,5,,,,0.86780534,1.258345143,0.278486411,34.02664543,0.6,84,1
CEPLANFAR2,90,20.84337332,15.57934533,0.141262435,0.202112744,0.256329654,5,,,,0.720240774,1.237458154,0.206601567,30.68612229,0.6,84,1
CEPLANFAR2,162,20.84337332,15.57934533,0.141262435,0.202112744,0.256329654,5,,,,0.720240774,1.237458154,0.206601567,30.68612229,0.6,84,1
CEPLANAFR2,2,6,12.5,0.073277811,0.126446976,0.194072056,5,,,,1,1.298325,0.635,38.75,0.6,84,1
CEPLANAFR2,8,6.25,10.5,0.067794565,0.117453324,0.176014342,5,,,,1,1.315625,0.3275,41.75,0.6,84,1
CEPLANAFR2,16,6.490384615,10.30769231,0.068200731,0.11785949,0.175888449,5,,,,1,1.307283654,0.315,41.65384615,0.6,84,1
CEPLANAFR2,24,6.923076923,9.961538462,0.068931831,0.11859059,0.175661842,5,,,,1,1.292269231,0.2925,41.48076923,0.6,84,1
CEPLANAFR2,32,7.591811414,9.765260546,0.071256754,0.120915513,0.177213691,5,,,,0.978379312,1.279495596,0.246274194,40.93908189,0.6,84,1
CEPLANAFR2,48,7.855645161,9.54516129,0.072174026,0.121655472,0.17740662,5,,,,0.75,1.273283226,0.184443548,40.52419355,0.6,84,1
CEPLANAFR2,64,9.456989247,10.32258065,0.075896408,0.126623509,0.182159131,5,,,,0.620019452,1.30591828,0.402096774,42.38709677,0.6,84,1
CEPLANAFR2,80,11.38516129,10.98795699,0.083621908,0.135531098,0.190881398,5,,,,0.272635646,1.28794714,0.519215054,42.04688172,0.6,84,1
CEPLANAFR2,144,11.38516129,10.98795699,0.083621908,0.135531098,0.190881398,5,,,,0.272635646,1.28794714,0.519215054,42.04688172,0.6,84,1
CENITOMAG2,3,48.16111111,29.01851852,0.269186558,0.368263197,0.441114889,50,,,,1,0.964317407,2.489444444,10.67222222,0.1,76,1
CENITOMAG2,11,50.47177609,27.37026056,0.272025723,0.365415464,0.435245268,50,,,,1,0.970638658,2.187877442,10.37208582,0.1,76,1
CENITOMAG2,22,52.25328673,26.31762752,0.275506928,0.364130278,0.431770233,50,,,,1,0.974221239,1.969551168,9.986653872,0.1,76,1
CENITOMAG2,34,55.03169889,24.79863568,0.2803722,0.361269608,0.425378883,35,,,,1,0.982044837,1.594439582,9.44342986,0.1,76,1
CENITOMAG2,45,57.22941654,23.60947538,0.283954949,0.359572049,0.421108452,35,,,,1,0.987387561,1.306399722,8.998034092,0.1,76,1
CENITOMAG2,68,60.48403663,21.8455556,0.289558171,0.35779491,0.415913754,35,,,,1,0.992918646,0.941886189,8.305590376,0.1,76,1
CENITOMAG2,91,62.85942299,20.44333646,0.293176424,0.354997789,0.410006926,35,,,,1,1.002198058,0.564640073,7.762997475,0.1,76,1
CENITOMAG2,114,65.05417749,21.62469727,0.299466805,0.360647406,0.415839591,35,,,,1,1.005079241,0.431143769,6.221953992,0.1,76,1
CENITOMAG2,206,65.05417749,21.62469727,0.299466805,0.360647406,0.415839591,35,,,,1,1.005079241,0.431143769,6.221953992,0.1,76,1
CENITOMAG2,390,65.05417749,21.62469727,0.299466805,0.360647406,0.415839591,35,,,,1,1.005079241,0.431143769,6.221953992,0.1,76,1
CENITOAGS2,2,37.68333333,50,0.240977918,0.401710285,0.500204131,50,,,,1,0.965286667,2.716666667,7.216666667,0.1,76,1
CENITOAGS2,7,37.68333333,50,0.240977918,0.401710285,0.500204131,50,,,,1,0.965286667,2.716666667,7.216666667,0.1,76,1
CENITOAGS2,15,39.4,48.36666667,0.245317205,0.394958763,0.48894601,50,,,,1,0.97393,2.366666667,7.066666667,0.1,76,1
CENITOAGS2,23,40.36759259,47.75046296,0.247964675,0.392898951,0.48496462,50,,,,1,0.981263333,2.192601852,6.801851852,0.1,76,1
CENITOAGS2,31,44.18227268,44.79027261,0.259217884,0.386499655,0.472337111,35,,,,1,0.994333584,1.774485943,6.231409441,0.1,76,1
CENITOAGS2,47,46.40624928,43.33635702,0.265175208,0.382398005,0.464348894,35,,,,1,1.006911891,1.446768679,5.66014069,0.1,76,1
CENITOAGS2,63,50.55107212,40.09540639,0.277377833,0.375112936,0.450070948,35,,,,1,1.022456888,0.969461565,5.061411984,0.1,76,1
CENITOAGS2,79,48.2,39.6,0.271329334,0.36653165,0.436748486,35,,,,1,1.08954,0.51,5.2,0.1,76,1
CENITOAGS2,143,48.2,39.6,0.271329334,0.36653165,0.436748486,35,,,,1,1.08954,0.51,5.2,0.1,76,1
CENITOAGS2,271,48.2,39.6,0.271329334,0.36653165,0.436748486,35,,,,1,1.08954,0.51,5.2,0.1,76,1
CENITOAGA2,3,30.5,16.375,0.189544732,0.264746882,0.323019222,50,,,,1,1.1051,2.025,33,0.1,76,1
CENITOAGA2,10,30.5,16.375,0.189544732,0.264746882,0.323019222,50,,,,1,1.1051,2.025,33,0.1,76,1
CENITOAGA2,21,36.34583333,14.00694444,0.214262856,0.28922535,0.347043048,50,,,,1,1.076975185,1.709324074,19.86759259,0.1,76,1
CENITOAGA2,31,38.8077381,13.4531746,0.221505439,0.294002066,0.350361313,35,,,,1,1.079740251,1.478475529,18.78637566,0.1,76,1
CENITOAGA2,42,41.73472222,12.76527778,0.229892182,0.29922813,0.353839195,35,,,,1,1.083174259,1.195259259,17.49351852,0.1,76,1
CENITOAGA2,63,43.86666667,12.35833333,0.23642461,0.304075941,0.357596095,35,,,,1,1.083317778,1.039027778,16.55555556,0.1,76,1
CENITOAGA2,84,48.61169591,11.22236842,0.248566451,0.310121585,0.360863638,35,,,,1,1.089746121,0.584231969,15.78528265,0.1,76,1
CENITOAGA2,105,53.37777778,11.52777778,0.249342004,0.299457187,0.349520161,35,,,,1,1.098836667,0.287444444,28.07777778,0.1,76,1
CENITOAGA2,189,53.37777778,11.52777778,0.249342004,0.299457187,0.349520161,35,,,,1,1.098836667,0.287444444,28.07777778,0.1,76,1
CENITOAGA2,357,53.37777778,11.52777778,0.249342004,0.299457187,0.349520161,35,,,,1,1.098836667,0.287444444,28.07777778,0.1,76,1
CECHERFAG2,2,36.33333333,38.33333333,0.244635663,0.382707178,0.473772812,15,,,,1,0.900766667,3.48,11.22222222,0.6,87,1
CECHERFAG2,8,36.33333333,38.33333333,0.244635663,0.382707178,0.473772812,15,,,,1,0.900766667,3.48,11.22222222,0.6,87,1
CECHERFAG2,17,36.37337469,38.37583323,0.244489393,0.38174651,0.472266665,15,,,,1,0.903037868,3.399445673,11.19629485,0.6,87,1
CECHERFAG2,26,36.40286187,39.78224349,0.242885755,0.370434559,0.45236775,1,,,,0.444444444,0.954385325,2.209826015,11.27941451,0.6,87,1
CECHERFAG2,35,36.63104494,40.09757769,0.242413352,0.366719277,0.446480768,1,,,,0.184241264,0.965788236,1.874948363,11.44652409,0.6,87,1
CECHERFAG2,53,38.0137469,39.52894895,0.245277383,0.364093578,0.441324805,1,,,,0.235798109,0.970499824,1.657363205,11.27759748,0.6,87,1
CECHERFAG2,71,37.71699752,39.96797235,0.241874694,0.358470921,0.434253001,1,,,,0.166666667,0.97272774,1.401012761,12.30590216,0.6,87,1
CECHERFAG2,88,33.03292308,41.61964835,0.22327025,0.342114666,0.416444792,1,,,,0.160326118,1.005383596,0.757333187,14.86756044,0.6,87,1
CECHERFAG2,156,33.03292308,41.61964835,0.22327025,0.342114666,0.416444792,1,,,,0.160326118,1.005383596,0.757333187,14.86756044,0.6,87,1
CECHERFAG2,292,33.03292308,41.61964835,0.22327025,0.342114666,0.416444792,1,,,,0.160326118,1.005383596,0.757333187,14.86756044,0.6,87,1
CECHERMAG2,3,43.22222222,39.33333333,0.265674702,0.39874232,0.488650611,15,,,,1,0.911255556,3.228888889,6.777777778,0.6,87,1
CECHERMAG2,10,43.26728827,39.28826729,0.265737666,0.398415484,0.48811522,15,,,,1,0.911974359,3.20824864,6.786790987,0.6,87,1
CECHERMAG2,21,47.93006993,35.65967366,0.273663542,0.37816857,0.454652057,15,,,,1,0.946800855,1.940369852,6.794560995,0.6,87,1
CECHERMAG2,32,49.65617716,34.79083139,0.277633806,0.376293954,0.449790396,15,,,,1,0.950043632,1.66116317,6.402432012,0.6,87,1
CECHERMAG2,43,51.24895105,33.85532246,0.281105205,0.37437461,0.445070078,15,,,,0.747422719,0.952904744,1.407623155,6.102525253,0.6,87,1
CECHERMAG2,65,52.46787587,33.08981643,0.282665293,0.369328662,0.435650399,15,,,,0.830634007,0.961904087,0.928352273,6.001748252,0.6,87,1
CECHERMAG2,87,54.25,31.5,0.28531665,0.363658644,0.425168881,15,,,,0.521843161,0.975975,0.4725,6,0.6,87,1
CECHERMAG2,109,58.62184874,29.46386555,0.29383412,0.364971179,0.425148093,15,,,,0.04,0.956111765,0.465831933,6.142857143,0.6,87,1
CECHERMAG2,197,58.62184874,29.46386555,0.29383412,0.364971179,0.425148093,15,,,,0.04,0.956111765,0.465831933,6.142857143,0.6,87,1
CECHERMAG2,373,58.62184874,29.46386555,0.29383412,0.364971179,0.425148093,15,,,,0.04,0.956111765,0.465831933,6.142857143,0.6,87,1
CECHERAGS2,3,39,48,0.257348101,0.440114271,0.553656834,15,,,,1,0.776966667,4.986666667,5,0.6,87,1
CECHERAGS2,10,39,48,0.257348101,0.440114271,0.553656834,15,,,,1,0.776966667,4.986666667,5,0.6,87,1
CECHERAGS2,21,40.17530864,45.57530864,0.257436422,0.415326334,0.513570333,15,,,,0.8,0.844842469,3.482148148,6.083950617,0.6,87,1
CECHERAGS2,31,41.41975309,44.41975309,0.259729795,0.40775602,0.501605714,15,,,,0.666666667,0.859358025,3.071481481,6.172839506,0.6,87,1
CECHERAGS2,42,44.24100913,41.7482555,0.264545456,0.388551888,0.471492318,15,,,,0.666666667,0.897527348,2.020901771,6.395061728,0.6,87,1
CECHERAGS2,63,41.86419753,43.5308642,0.257019735,0.386269449,0.469837158,15,,,,0.666666667,0.912946914,1.824814815,6.395061728,0.6,87,1
CECHERAGS2,84,45.66666667,40,0.264027263,0.363137933,0.433278601,15,,,,0.04,0.9573,0.57,6.666666667,0.6,87,1
CECHERAGS2,105,41,44,0.247589456,0.357783195,0.431106772,1,,,,0,0.9737,0.37,8,0.6,87,1
CECHERAGS2,189,41,44,0.247589456,0.357783195,0.431106772,1,,,,0,0.9737,0.37,8,0.6,87,1
CECHERAGS2,357,41,44,0.247589456,0.357783195,0.431106772,1,,,,0,0.9737,0.37,8,0.6,87,1
CEVERTMAG2,3,37.52857143,33.98571429,0.242532241,0.360158975,0.443413832,5,,,,1,0.963734286,2.774285714,10.44285714,0.9,87,1
CEVERTMAG2,11,37.48801843,33.21735791,0.240790934,0.351199701,0.429874016,5,,,,0.857142857,0.990581167,2.263382488,10.95253456,0.9,87,1
CEVERTMAG2,23,43.00816781,31.99644049,0.259903564,0.358387823,0.426061021,1,,,,0.142857143,0.99620915,1.524191324,10.32356587,0.9,87,1
CEVERTMAG2,35,42.81875099,31.92779279,0.258776205,0.355226051,0.421587331,1,,,,0,1.004020305,1.347881138,10.58417289,0.9,87,1
CEVERTMAG2,47,42.31883534,31.76496473,0.25585344,0.347196431,0.410261234,1,,,,0,1.023617644,0.903325453,11.26206408,0.9,87,1
CEVERTMAG2,71,42.31883534,31.76496473,0.25585344,0.347196431,0.410261234,1,,,,0,1.023617644,0.903325453,11.26206408,0.9,87,1
CEVERTMAG2,94,41.13632653,31.75755102,0.250180666,0.335214266,0.394062605,1,,,,0,1.049404408,0.301020408,12.56938776,0.9,87,1
CEVERTMAG2,118,45.75555556,29.01481481,0.26118028,0.338017449,0.393102836,1,,,,0,1.020647407,0.227555556,12.27777778,0.9,87,1
CEVERTMAG2,214,45.75555556,29.01481481,0.26118028,0.338017449,0.393102836,1,,,,0,1.020647407,0.227555556,12.27777778,0.9,87,1
CEVERTFAG2,2,35.33333333,33.66666667,0.233930007,0.333707506,0.400558661,5,,,,1,1.044233333,0.76,12,0.9,87,1
CEVERTFAG2,7,35.33333333,33.66666667,0.233930007,0.333707506,0.400558661,5,,,,1,1.044233333,0.76,12,0.9,87,1
CEVERTFAG2,15,35.33333333,33.66666667,0.233930007,0.333707506,0.400558661,5,,,,1,1.044233333,0.76,12,0.9,87,1
CEVERTFAG2,23,34.94444444,31.66666667,0.231493879,0.324929113,0.388875486,5,,,,0.8,1.046329167,0.732916667,14.59722222,0.9,87,1
CEVERTFAG2,30,35.89777778,32.01333333,0.234825176,0.327663783,0.391189493,5,,,,0.8,1.040323167,0.707783333,14.42388889,0.9,87,1
CEVERTFAG2,46,38.47777778,30.93333333,0.238986511,0.322628393,0.381851658,1,,,,0,1.049131667,0.419833333,15.93888889,0.9,87,1
CEVERTFAG2,61,40.45111111,30.42666667,0.242978422,0.32085664,0.377264363,1,,,,0,1.046033,0.2449,16.92555556,0.9,87,1
CEVERTFAG2,76,41.5,32.5,0.251275838,0.334636821,0.393032502,1,,,,0,1.0643,0.225,13,0.9,87,1
CEVERTFAG2,136,41.5,32.5,0.251275838,0.334636821,0.393032502,1,,,,0,1.0643,0.225,13,0.9,87,1
CELUVIFAR2,3,8,9,0.057330487,0.109055826,0.20752173,15,,,,1,1.2721,0.7,13,0.9,87,1
CELUVIFAR2,9,8,9,0.057330487,0.109055826,0.20752173,15,,,,1,1.2721,0.7,13,0.9,87,1
CELUVIFAR2,19,9.062513062,9.081439394,0.062695296,0.115078478,0.210970817,15,,,,1,1.269903457,0.67099791,12.85334378,0.9,87,1
CELUVIFAR2,29,10.6682776,9.203914141,0.070793279,0.124120966,0.21620304,15,,,,0.4,1.266750721,0.625853361,12.60684431,0.9,87,1
CELUVIFAR2,38,12.27404215,9.326388889,0.078891263,0.133163454,0.221435262,15,,,,0.4,1.263597984,0.580708812,12.36034483,0.9,87,1
CELUVIFAR2,58,14.68268896,9.51010101,0.091038238,0.146727186,0.229283596,15,,,,0.4,1.258868878,0.512991989,11.99059561,0.9,87,1
CELUVIFAR2,77,17.89421804,9.755050505,0.107234205,0.164812161,0.23974804,15,,,,0.4,1.252563405,0.422702891,11.49759666,0.9,87,1
CELUVIFAR2,96,21,10,0.122885233,0.182284818,0.249861612,15,,,,0.2,1.246533333,0.333333333,11,0.9,87,1
CELUVIFAR2,172,21,10,0.122885233,0.182284818,0.249861612,15,,,,0.2,1.246533333,0.333333333,11,0.9,87,1
MAPLANFAA2,2,15.73636364,19.18181818,0.123803286,0.194003802,0.252183699,5,,,,1,1.21712,1.057272727,40.93636364,0.6,84,1
MAPLANFAA2,8,15.86248976,19.17608518,0.124240325,0.194498172,0.252836361,5,,,,1,1.216789779,1.054463554,40.7987715,0.6,84,1
MAPLANFAA2,17,17.3975547,17.23842284,0.125470811,0.190959532,0.249238616,5,,,,1,1.226029259,0.766866152,39.75201825,0.6,84,1
MAPLANFAA2,26,22.57213057,14.47147537,0.134466614,0.192740977,0.245405169,5,,,,0.909090909,1.22256538,0.506823798,40.86172926,0.6,84,1
MAPLANFAA2,35,25.17162162,13.2520475,0.140125229,0.194677855,0.245613421,5,,,,0.817952714,1.212841572,0.407503276,40.88247338,0.6,84,1
MAPLANFAA2,53,28.17424136,12.97339098,0.151162908,0.204324709,0.25455601,5,,,,0.772688565,1.198328478,0.38205072,39.24042726,0.6,84,1
MAPLANFAA2,71,30.82432432,13.33590734,0.15647587,0.210769546,0.260758242,5,,,,0.903785102,1.206862548,0.290594595,38.53320463,0.6,84,1
MAPLANFAA2,89,31.49360341,13.21321962,0.15827603,0.213071636,0.264446201,5,,,,0.370818328,1.20633113,0.262012793,37.69104478,0.6,84,1
MAPLANFAA2,161,31.49360341,13.21321962,0.15827603,0.213071636,0.264446201,5,,,,0.370818328,1.20633113,0.262012793,37.69104478,0.6,84,1
MAPLANFAR2,3,7.466666667,18.53333333,0.078390923,0.148066198,0.221292966,5,,,,1,1.280626667,0.675,40.76666667,0.6,84,1
MAPLANFAR2,10,7.466666667,18.53333333,0.078390923,0.148066198,0.221292966,5,,,,1,1.280626667,0.675,40.76666667,0.6,84,1
MAPLANFAR2,20,8.703623188,18.55169082,0.083757727,0.151574631,0.227964801,5,,,,1,1.27499942,0.401908213,38.51545894,0.6,84,1
MAPLANFAR2,30,9.084282264,18.41142167,0.085063253,0.152178192,0.228367087,5,,,,0.94578704,1.275969531,0.393581781,38.50788475,0.6,84,1
