SID,BIOMA,ORDEM,TEXTURA,LAT,LON,SLDR,SLRO,SLB,SLLL,SDUL,SSAT,SRGF,SSKS,SBDM,SLOC,SLCL,SLSI,SLCF,BEXP,Bperm
CENEOSFAR1,CERRADO,NEOSSOLO,Franco Arenosa,-12.02743684,-48.92252895,0.9,73,3,0.089753301,0.155409357,0.238990019,1,5,1.223448421,1.168947368,10.00526316,15.07105263,24.35789474,,
CENEOSFAR1,CERRADO,NEOSSOLO,Franco Arenosa,-12.02743684,-48.92252895,0.9,73,9,0.096966111,0.162629895,0.242559195,0.842105263,5,1.220750734,1.032351326,10.58163283,14.77556241,23.84283876,,
CENEOSFAR1,CERRADO,NEOSSOLO,Franco Arenosa,-12.02743684,-48.92252895,0.9,73,19,0.101958331,0.168494208,0.245794481,0.8,5,1.222222271,0.876325787,11.51211466,15.20495141,23.69180683,,
CENEOSFAR1,CERRADO,NEOSSOLO,Franco Arenosa,-12.02743684,-48.92252895,0.9,73,28,0.105555149,0.173789128,0.249462725,0.478718952,0.1,1.222437813,0.76207952,12.28074922,15.700608,23.42434526,,
CENEOSFAR1,CERRADO,NEOSSOLO,Franco Arenosa,-12.02743684,-48.92252895,0.9,73,38,0.107987906,0.176827026,0.252039025,0.251835422,0.1,1.22205057,0.621974173,12.72093353,16.11211493,22.78926792,,
CENEOSFAR1,CERRADO,NEOSSOLO,Franco Arenosa,-12.02743684,-48.92252895,0.9,73,57,0.102399774,0.172249471,0.248583182,0.154084245,0.1,1.217160199,0.524135249,11.33130538,16.60286293,23.80543198,,
CENEOSFAR1,CERRADO,NEOSSOLO,Franco Arenosa,-12.02743684,-48.92252895,0.9,73,76,0.099949092,0.165193686,0.240562055,0.152716278,0.1,1.215748692,0.310571556,11.46582864,15.10991522,22.90930949,,
CENEOSFAR1,CERRADO,NEOSSOLO,Franco Arenosa,-12.02743684,-48.92252895,0.9,73,95,0.100943129,0.163621561,0.237606288,0.086956522,0.1,1.209242466,0.244466475,11.71776071,14.49072506,23.34808927,,
CENEOSFAR1,CERRADO,NEOSSOLO,Franco Arenosa,-12.02743684,-48.92252895,0.9,73,171,0.100943129,0.163621561,0.237606288,0.086956522,0.1,1.209242466,0.244466475,11.71776071,14.49072506,23.34808927,,
CENEOSARN1,CERRADO,NEOSSOLO,Areia,-12.96935065,-51.7308013,0.9,73,3,0.042100835,0.085169942,0.132141268,1,5,1.344016104,0.685584416,4.151948052,3.105194805,48.54935065,,
CENEOSARN1,CERRADO,NEOSSOLO,Areia,-12.96935065,-51.7308013,0.9,73,11,0.042336638,0.085648867,0.132755941,0.909090909,5,1.342657345,0.645415332,4.312677446,3.151426583,48.33983081,,
CENEOSARN1,CERRADO,NEOSSOLO,Areia,-12.96935065,-51.7308013,0.9,73,23,0.042039373,0.085036837,0.131382394,0.8,5,1.345099053,0.529739703,4.596056752,2.99254553,48.02536908,,
CENEOSARN1,CERRADO,NEOSSOLO,Areia,-12.96935065,-51.7308013,0.9,73,35,0.042133594,0.08514836,0.13127892,0.244696043,0.1,1.345849492,0.458849729,4.86961256,2.945180074,47.93583078,,
CENEOSARN1,CERRADO,NEOSSOLO,Areia,-12.96935065,-51.7308013,0.9,73,46,0.042299749,0.085490735,0.13136542,0.013888889,0.1,1.345134428,0.394247657,5.180171454,2.849467401,47.73645968,,
CENEOSARN1,CERRADO,NEOSSOLO,Areia,-12.96935065,-51.7308013,0.9,73,70,0.042516687,0.085952414,0.132048841,0.013888889,0.1,1.344417118,0.341391703,5.45560945,2.826332197,47.11363933,,
CENEOSARN1,CERRADO,NEOSSOLO,Areia,-12.96935065,-51.7308013,0.9,73,93,0.042813783,0.086680447,0.132998943,0,0.1,1.343878282,0.248974368,5.859211894,2.669553392,45.63935483,,
CENEOSARN1,CERRADO,NEOSSOLO,Areia,-12.96935065,-51.7308013,0.9,73,117,0.042955359,0.087205464,0.131852848,0,0.1,1.343874698,0.199702915,6.012534095,3.028140275,47.52272939,,
CENEOSARN1,CERRADO,NEOSSOLO,Areia,-12.96935065,-51.7308013,0.9,73,213,0.042955359,0.087205464,0.131852848,0,0.1,1.343874698,0.199702915,6.012534095,3.028140275,47.52272939,,
CENEOSAFR1,CERRADO,NEOSSOLO,Areia Franca,-15.90248592,-52.06004366,0.9,73,4,0.052297829,0.100713513,0.161168253,1,5,1.313320563,0.777605634,6.532394366,7.069014085,42.98873239,,
CENEOSAFR1,CERRADO,NEOSSOLO,Areia Franca,-15.90248592,-52.06004366,0.9,73,12,0.053246891,0.101601877,0.16235793,0.85915493,5,1.315178327,0.716337295,6.865074144,7.137952597,42.62027227,,
CENEOSAFR1,CERRADO,NEOSSOLO,Areia Franca,-15.90248592,-52.06004366,0.9,73,24,0.05470148,0.10265064,0.163124579,0.8,5,1.318850691,0.627189115,7.08744951,7.183862149,41.99406355,,
CENEOSAFR1,CERRADO,NEOSSOLO,Areia Franca,-15.90248592,-52.06004366,0.9,73,36,0.054667973,0.102582753,0.162635765,0.284688978,0.1,1.323526933,0.524465889,7.202644659,7.073673465,41.6972669,,
CENEOSAFR1,CERRADO,NEOSSOLO,Areia Franca,-15.90248592,-52.06004366,0.9,73,48,0.054816069,0.102921695,0.162899165,0.052239852,0.1,1.327507854,0.39674495,7.337898081,7.08694842,41.23254917,,
CENEOSAFR1,CERRADO,NEOSSOLO,Areia Franca,-15.90248592,-52.06004366,0.9,73,73,0.055925303,0.104305995,0.165073857,0.043126345,0.1,1.329940603,0.310730583,7.808514518,6.979709101,39.87683716,,
CENEOSAFR1,CERRADO,NEOSSOLO,Areia Franca,-15.90248592,-52.06004366,0.9,73,97,0.05720692,0.106125937,0.165806986,0.024996105,0.1,1.332282279,0.214891574,8.242863982,6.927809455,39.56038979,,
CENEOSAFR1,CERRADO,NEOSSOLO,Areia Franca,-15.90248592,-52.06004366,0.9,73,121,0.057240741,0.104731424,0.162281923,0.018867982,0.1,1.332836058,0.178984141,8.645423968,6.254607628,40.09586825,,
CENEOSAFR1,CERRADO,NEOSSOLO,Areia Franca,-15.90248592,-52.06004366,0.9,73,217,0.057240741,0.104731424,0.162281923,0.018867982,0.1,1.332836058,0.178984141,8.645423968,6.254607628,40.09586825,,
CENEOSFSL1,CERRADO,NEOSSOLO,Franco Siltosa,-15.9175,-51.57432,0.9,73,3,0.179389372,0.366056509,0.476574778,1,5,1.09158,2.002,21.4,50.2,4.4,,
CENEOSFSL1,CERRADO,NEOSSOLO,Franco Siltosa,-15.9175,-51.57432,0.9,73,11,0.168332234,0.353744768,0.461098337,0.8,5,1.150210522,1.188474948,19.47424431,51.69656315,4.8,,
CENEOSFSL1,CERRADO,NEOSSOLO,Franco Siltosa,-15.9175,-51.57432,0.9,73,23,0.168113012,0.353999231,0.460604777,0.8,5,1.157963362,1.07370288,19.52801807,52.23381141,4.854545455,,
CENEOSFSL1,CERRADO,NEOSSOLO,Franco Siltosa,-15.9175,-51.57432,0.9,73,34,0.169862717,0.357310388,0.462513542,0.4,5,1.166034035,0.937943821,20.04648569,53.37887156,4.913286713,,
CENEOSFSL1,CERRADO,NEOSSOLO,Franco Siltosa,-15.9175,-51.57432,0.9,73,46,0.170698734,0.359220592,0.463287448,0.4,5,1.174255341,0.80662203,20.35476697,54.26703731,4.972027972,,
CENEOSFSL1,CERRADO,NEOSSOLO,Franco Siltosa,-15.9175,-51.57432,0.9,73,69,0.172867928,0.359028427,0.460752509,0.4,5,1.186600117,0.624982977,21.02459573,54.78333873,5.43513986,,
CENEOSFSL1,CERRADO,NEOSSOLO,Franco Siltosa,-15.9175,-51.57432,0.9,73,92,0.169099396,0.364015538,0.465463237,0.161945574,5,1.20684032,0.29620264,20.4446118,57.52063665,4.795,,
CENEOSFSL1,CERRADO,NEOSSOLO,Franco Siltosa,-15.9175,-51.57432,0.9,73,115,0.167051057,0.361343224,0.460392468,0.04,5,1.2144925,0.241041667,18.17083333,57.17083333,7.658333333,,
CENEOSFSL1,CERRADO,NEOSSOLO,Franco Siltosa,-15.9175,-51.57432,0.9,73,207,0.167051057,0.361343224,0.460392468,0.04,5,1.2144925,0.241041667,18.17083333,57.17083333,7.658333333,,
CENEOSFRN1,CERRADO,NEOSSOLO,Franco,-14.54732857,-49.89495714,0.9,73,2,0.141681469,0.262961038,0.36220124,1,5,1.215965714,0.951428571,17.04285714,34.22857143,10.84285714,,
CENEOSFRN1,CERRADO,NEOSSOLO,Franco,-14.54732857,-49.89495714,0.9,73,6,0.146424723,0.269107679,0.367450788,1,5,1.219637143,0.915714286,17.9,34.65714286,10.41428571,,
CENEOSFRN1,CERRADO,NEOSSOLO,Franco,-14.54732857,-49.89495714,0.9,73,13,0.147758294,0.271181825,0.369248495,1,5,1.217953905,0.900590476,18.07190476,35.05,10.45666667,,
CENEOSFRN1,CERRADO,NEOSSOLO,Franco,-14.54732857,-49.89495714,0.9,73,19,0.153464103,0.278312907,0.373552467,0.8,5,1.211672245,0.809027211,18.82040816,35.90068027,10.77619048,,
CENEOSFRN1,CERRADO,NEOSSOLO,Franco,-14.54732857,-49.89495714,0.9,73,26,0.157286338,0.283833469,0.377926374,0.8,5,1.213636254,0.775933333,19.37968254,36.7231746,10.46634921,,
CENEOSFRN1,CERRADO,NEOSSOLO,Franco,-14.54732857,-49.89495714,0.9,73,39,0.164140141,0.295885855,0.388461697,0.142857143,0.1,1.211724622,0.743948487,20.14335039,38.64407729,10.23270286,,
CENEOSFRN1,CERRADO,NEOSSOLO,Franco,-14.54732857,-49.89495714,0.9,73,52,0.164201675,0.309467514,0.405522446,0,0.1,1.21330686,0.545411215,19.49457944,43.66448598,9.084672897,,
CENEOSFRN1,CERRADO,NEOSSOLO,Franco,-14.54732857,-49.89495714,0.9,73,65,0.17587273,0.318709843,0.412465374,0,0.1,1.201798318,0.571434579,22.26495327,43.47383178,6.256074766,,
CENEOSFRN1,CERRADO,NEOSSOLO,Franco,-14.54732857,-49.89495714,0.9,73,117,0.17587273,0.318709843,0.412465374,0,0.1,1.201798318,0.571434579,22.26495327,43.47383178,6.256074766,,
CENEOSFAA1,CERRADO,NEOSSOLO,Fraco Argilo-Arenosa,-13.29583077,-47.55466923,0.9,73,2,0.162332184,0.243463947,0.312582909,1,5,1.193575385,1.393076923,22.76153846,19.66923077,22.85384615,,
CENEOSFAA1,CERRADO,NEOSSOLO,Fraco Argilo-Arenosa,-13.29583077,-47.55466923,0.9,73,6,0.162730587,0.243796722,0.31275897,1,5,1.193007179,1.396666667,22.84358974,19.63846154,22.86410256,,
CENEOSFAA1,CERRADO,NEOSSOLO,Fraco Argilo-Arenosa,-13.29583077,-47.55466923,0.9,73,12,0.168936977,0.249407309,0.316047548,1,5,1.190875385,1.266153846,24.3,19.40769231,21.91538462,,
CENEOSFAA1,CERRADO,NEOSSOLO,Fraco Argilo-Arenosa,-13.29583077,-47.55466923,0.9,73,18,0.17272746,0.25323779,0.318539545,0.923076923,5,1.20211418,1.024476851,25.4779286,20.02757707,20.65727932,,
CENEOSFAA1,CERRADO,NEOSSOLO,Fraco Argilo-Arenosa,-13.29583077,-47.55466923,0.9,73,24,0.172840349,0.253507565,0.318902379,0.8,5,1.204264698,0.973089226,25.57926127,20.17547384,20.3763023,,
CENEOSFAA1,CERRADO,NEOSSOLO,Fraco Argilo-Arenosa,-13.29583077,-47.55466923,0.9,73,36,0.176801982,0.256027137,0.319517101,0.8,5,1.204971707,0.879626689,26.87616622,19.92667079,20.99577542,,
CENEOSFAA1,CERRADO,NEOSSOLO,Fraco Argilo-Arenosa,-13.29583077,-47.55466923,0.9,73,48,0.179795523,0.261521389,0.327164805,0.8,5,1.201853657,0.814747279,27.90371501,20.03457167,16.28757179,,
CENEOSFAA1,CERRADO,NEOSSOLO,Fraco Argilo-Arenosa,-13.29583077,-47.55466923,0.9,73,61,0.177712942,0.25184363,0.313278266,0.307157199,0.1,1.202637599,0.733955159,29.88766751,16.76533362,18.41050042,,
CENEOSFAA1,CERRADO,NEOSSOLO,Fraco Argilo-Arenosa,-13.29583077,-47.55466923,0.9,73,113,0.177712942,0.25184363,0.313278266,0.307157199,0.1,1.202637599,0.733955159,29.88766751,16.76533362,18.41050042,,
CENEOSFAG1,CERRADO,NEOSSOLO,Franco Argilosa,-16.07734545,-48.63549091,0.9,73,1,0.239226761,0.368798508,0.453746534,1,5,0.981594545,2.998181818,35.01818182,36.95454545,13.63636364,,
CENEOSFAG1,CERRADO,NEOSSOLO,Franco Argilosa,-16.07734545,-48.63549091,0.9,73,3,0.239226761,0.368798508,0.453746534,1,5,0.981594545,2.998181818,35.01818182,36.95454545,13.63636364,,
CENEOSFAG1,CERRADO,NEOSSOLO,Franco Argilosa,-16.07734545,-48.63549091,0.9,73,7,0.239455284,0.369167985,0.454027314,0.909090909,5,0.981702013,2.960681818,35.12532468,37.06818182,13.3538961,,
CENEOSFAG1,CERRADO,NEOSSOLO,Franco Argilosa,-16.07734545,-48.63549091,0.9,73,11,0.239347544,0.368555623,0.452104669,0.818181818,5,0.992653247,2.6,35.37662338,37.77272727,12.05584416,,
CENEOSFAG1,CERRADO,NEOSSOLO,Franco Argilosa,-16.07734545,-48.63549091,0.9,73,15,0.233754756,0.352290039,0.430988703,0.8,5,1.013714771,2.174848485,34.83532468,35.59818182,14.01116883,,
CENEOSFAG1,CERRADO,NEOSSOLO,Franco Argilosa,-16.07734545,-48.63549091,0.9,73,23,0.227313609,0.339268084,0.413921082,0.8,5,1.034366926,1.724458874,33.48181818,34.21818182,15.48181818,,
CENEOSFAG1,CERRADO,NEOSSOLO,Franco Argilosa,-16.07734545,-48.63549091,0.9,73,30,0.22984056,0.336285043,0.410483879,0.8,5,1.033230408,1.903197279,34.44285714,32.99047619,17.10714286,,
CENEOSFAG1,CERRADO,NEOSSOLO,Franco Argilosa,-16.07734545,-48.63549091,0.9,73,38,0.227161907,0.330434431,0.405693627,0.8,5,1.064900769,1.491230769,33.06923077,30.68923077,12.11923077,,
CENEOSFAG1,CERRADO,NEOSSOLO,Franco Argilosa,-16.07734545,-48.63549091,0.9,73,70,0.227161907,0.330434431,0.405693627,0.8,5,1.064900769,1.491230769,33.06923077,30.68923077,12.11923077,,
CENEOSMAG1,CERRADO,NEOSSOLO,Argilosa,-17.72734,-46.66378,0.9,73,2,0.259321577,0.352730386,0.418929511,1,5,1.04918,1.318,45.4,29.6,10,,
CENEOSMAG1,CERRADO,NEOSSOLO,Argilosa,-17.72734,-46.66378,0.9,73,6,0.260153872,0.353314644,0.41943012,1,5,1.047313986,1.310461538,45.66433566,29.56083916,9.833566434,,
CENEOSMAG1,CERRADO,NEOSSOLO,Argilosa,-17.72734,-46.66378,0.9,73,13,0.26129389,0.349944786,0.41358118,0.8,5,1.041935385,1.254307692,45.83076923,28.47692308,10.87692308,,
CENEOSMAG1,CERRADO,NEOSSOLO,Argilosa,-17.72734,-46.66378,0.9,73,20,0.26129389,0.349944786,0.41358118,0.8,5,1.041935385,1.254307692,45.83076923,28.47692308,10.87692308,,
CENEOSMAG1,CERRADO,NEOSSOLO,Argilosa,-17.72734,-46.66378,0.9,73,27,0.263082233,0.353196415,0.417820575,0.8,5,1.038937219,1.201105581,46.29621098,29.47129668,9.827382422,,
CENEOSMAG1,CERRADO,NEOSSOLO,Argilosa,-17.72734,-46.66378,0.9,73,41,0.252599209,0.332948127,0.39440619,0.382703449,5,1.073412665,0.791905365,44.77682905,27.40613857,11.55476053,,
CENEOSMAG1,CERRADO,NEOSSOLO,Argilosa,-17.72734,-46.66378,0.9,73,55,0.270439876,0.346206515,0.405369715,0.333333333,0.1,1.01594252,0.68627451,50.58192788,27.53174277,11.10228987,,
CENEOSMAG1,CERRADO,NEOSSOLO,Argilosa,-17.72734,-46.66378,0.9,73,68,0.28158409,0.347612807,0.400929413,0.278171254,0.1,0.999409744,0.533179487,54.34358974,23.38974359,10.20512821,,
CENEOSMAG1,CERRADO,NEOSSOLO,Argilosa,-17.72734,-46.66378,0.9,73,120,0.28158409,0.347612807,0.400929413,0.278171254,0.1,0.999409744,0.533179487,54.34358974,23.38974359,10.20512821,,
CENEOSFAS1,CERRADO,NEOSSOLO,Fraco Argilo-Siltosa,-15.451725,-44.76435,0.9,73,2,0.239804605,0.386996012,0.474822993,0.8,5,1.08633,1.2575,39.025,49.5,3.75,,
CENEOSFAS1,CERRADO,NEOSSOLO,Fraco Argilo-Siltosa,-15.451725,-44.76435,0.9,73,6,0.239804605,0.386996012,0.474822993,0.8,5,1.08633,1.2575,39.025,49.5,3.75,,
CENEOSFAS1,CERRADO,NEOSSOLO,Fraco Argilo-Siltosa,-15.451725,-44.76435,0.9,73,12,0.238310567,0.387343742,0.475664792,0.8,5,1.09099725,1.2080625,38.539375,50.025,3.35625,,
CENEOSFAS1,CERRADO,NEOSSOLO,Fraco Argilo-Siltosa,-15.451725,-44.76435,0.9,73,19,0.238310567,0.387343742,0.475664792,0.8,5,1.09099725,1.2080625,38.539375,50.025,3.35625,,
CENEOSFAS1,CERRADO,NEOSSOLO,Fraco Argilo-Siltosa,-15.451725,-44.76435,0.9,73,25,0.228821207,0.385522983,0.475137874,0.8,5,1.114505263,0.846109784,35.62317656,52.5978999,2.102678571,,
CENEOSFAS1,CERRADO,NEOSSOLO,Fraco Argilo-Siltosa,-15.451725,-44.76435,0.9,73,38,0.225720581,0.381536697,0.469947739,0.230686174,0.1,1.116560871,0.696495599,34.77684859,52.74040493,2.83125,,
CENEOSFAS1,CERRADO,NEOSSOLO,Fraco Argilo-Siltosa,-15.451725,-44.76435,0.9,73,51,0.222813726,0.384830229,0.475555943,0,0.1,1.115387676,0.80834507,34.09507042,53.29225352,2,,
CENEOSFAS1,CERRADO,NEOSSOLO,Fraco Argilo-Siltosa,-15.451725,-44.76435,0.9,73,63,0.222813726,0.384830229,0.475555943,0,0.1,1.115387676,0.80834507,34.09507042,53.29225352,2,,
CENEOSFAS1,CERRADO,NEOSSOLO,Fraco Argilo-Siltosa,-15.451725,-44.76435,0.9,73,111,0.222813726,0.384830229,0.475555943,0,0.1,1.115387676,0.80834507,34.09507042,53.29225352,2,,
CENEOSAGS1,CERRADO,NEOSSOLO,Argilo-Siltosa,-14.97695,-46.50085,0.9,73,1,0.249937761,0.382114679,0.471438046,1,5,0.98465,1.94,42,46.5,8,,
CENEOSAGS1,CERRADO,NEOSSOLO,Argilo-Siltosa,-14.97695,-46.50085,0.9,73,3,0.249937761,0.382114679,0.471438046,1,5,0.98465,1.94,42,46.5,8,,
CENEOSAGS1,CERRADO,NEOSSOLO,Argilo-Siltosa,-14.97695,-46.50085,0.9,73,7,0.249937761,0.382114679,0.471438046,1,5,0.98465,1.94,42,46.5,8,,
CENEOSAGS1,CERRADO,NEOSSOLO,Argilo-Siltosa,-14.97695,-46.50085,0.9,73,10,0.249937761,0.382114679,0.471438046,1,5,0.98465,1.94,42,46.5,8,,
CENEOSAGS1,CERRADO,NEOSSOLO,Argilo-Siltosa,-14.97695,-46.50085,0.9,73,14,0.249937761,0.382114679,0.471438046,1,5,0.98465,1.94,42,46.5,8,,
CENEOSAGS1,CERRADO,NEOSSOLO,Argilo-Siltosa,-14.97695,-46.50085,0.9,73,21,0.24849629,0.378760844,0.466842518,0,0.1,1.00086,1.701333333,42.38333333,46.83333333,7.75,,
CENEOSAGS1,CERRADO,NEOSSOLO,Argilo-Siltosa,-14.97695,-46.50085,0.9,73,28,0.245695215,0.374979703,0.461878347,0,0.1,1.02075,1.42,42.5,47.5,7.5,,
CENEOSAGS1,CERRADO,NEOSSOLO,Argilo-Siltosa,-14.97695,-46.50085,0.9,73,35,0.252422744,0.369308592,0.452565392,0,0.1,0.9644,2.32,42,41,13,,
CENEOSAGS1,CERRADO,NEOSSOLO,Argilo-Siltosa,-14.97695,-46.50085,0.9,73,63,0.252422744,0.369308592,0.452565392,0,0.1,0.9644,2.32,42,41,13,,
CEGLEIMAG1,CERRADO,GLEISSOLO,Argilosa,-15.02661538,-50.93879231,0.9,84,4,0.265630077,0.38732627,0.472980467,1,0.5,0.964046154,3.763846154,44.71153846,30.39615385,7.357692308,,
CEGLEIMAG1,CERRADO,GLEISSOLO,Argilosa,-15.02661538,-50.93879231,0.9,84,12,0.270007219,0.378008092,0.454816371,0.8,0.5,0.990821126,2.853046733,47.87314585,27.37265647,7.3345244,,
CEGLEIMAG1,CERRADO,GLEISSOLO,Argilosa,-15.02661538,-50.93879231,0.9,84,25,0.275813469,0.370773429,0.44107479,0.8,0.5,1.005076592,2.209331075,51.33336388,24.75574251,6.684425504,,
CEGLEIMAG1,CERRADO,GLEISSOLO,Argilosa,-15.02661538,-50.93879231,0.9,84,38,0.277108114,0.366390257,0.433149634,0.231745087,0.1,1.01618281,1.841880222,52.72964767,23.3787884,6.724124639,,
CEGLEIMAG1,CERRADO,GLEISSOLO,Argilosa,-15.02661538,-50.93879231,0.9,84,51,0.278738546,0.361474144,0.424100064,0.230769231,0.1,1.029520552,1.409358436,54.23041201,21.79576319,6.727121877,,
CEGLEIMAG1,CERRADO,GLEISSOLO,Argilosa,-15.02661538,-50.93879231,0.9,84,77,0.281080759,0.356282673,0.414600107,0.207645956,0.1,1.042141462,0.951537265,56.33632132,20.09323158,6.605709124,,
CEGLEIMAG1,CERRADO,GLEISSOLO,Argilosa,-15.02661538,-50.93879231,0.9,84,103,0.280021036,0.347633438,0.401615349,0.068593356,0.1,1.054559463,0.516547395,57.83511364,17.36466067,7.255600649,,
CEGLEIMAG1,CERRADO,GLEISSOLO,Argilosa,-15.02661538,-50.93879231,0.9,84,129,0.283310931,0.348536801,0.402388745,0,0.1,1.047951914,0.438761435,59.03663524,18.19799961,7.288315737,,
CEGLEIMAG1,CERRADO,GLEISSOLO,Argilosa,-15.02661538,-50.93879231,0.9,84,233,0.283310931,0.348536801,0.402388745,0,0.1,1.047951914,0.438761435,59.03663524,18.19799961,7.288315737,,
CEGLEIFAG1,CERRADO,GLEISSOLO,Franco Argilosa,-7.7844,-47.07862,0.9,84,3,0.196851016,0.332267339,0.428463375,1,0.5,1.0786,3.056,27,36,16.4,,
CEGLEIFAG1,CERRADO,GLEISSOLO,Franco Argilosa,-7.7844,-47.07862,0.9,84,9,0.196851016,0.332267339,0.428463375,1,0.5,1.0786,3.056,27,36,16.4,,
CEGLEIFAG1,CERRADO,GLEISSOLO,Franco Argilosa,-7.7844,-47.07862,0.9,84,19,0.196851016,0.332267339,0.428463375,1,0.5,1.0786,3.056,27,36,16.4,,
CEGLEIFAG1,CERRADO,GLEISSOLO,Franco Argilosa,-7.7844,-47.07862,0.9,84,29,0.206265163,0.333247168,0.423163212,1,0.5,1.08359967,2.666060629,29.94748011,34.35456612,15.56616142,,
CEGLEIFAG1,CERRADO,GLEISSOLO,Franco Argilosa,-7.7844,-47.07862,0.9,84,39,0.21386919,0.333647004,0.418211512,1,0.5,1.088429033,2.332614627,32.37007958,32.89316408,14.89821144,,
CEGLEIFAG1,CERRADO,GLEISSOLO,Franco Argilosa,-7.7844,-47.07862,0.9,84,58,0.20646389,0.307341733,0.381126467,0.2,0.5,1.119013077,1.764445623,32.20397878,26.30106101,18.09628647,,
CEGLEIFAG1,CERRADO,GLEISSOLO,Franco Argilosa,-7.7844,-47.07862,0.9,84,78,0.202860604,0.28123638,0.341565571,0.2,0.5,1.152011802,1.029553619,33.24917772,18.97825692,20.96038651,,
CEGLEIFAG1,CERRADO,GLEISSOLO,Franco Argilosa,-7.7844,-47.07862,0.9,84,98,0.214025441,0.281716119,0.334107776,0.04,0.5,1.15926,0.54,36.8,16.8,20,,
CEGLEIFAG1,CERRADO,GLEISSOLO,Franco Argilosa,-7.7844,-47.07862,0.9,84,178,0.214025441,0.281716119,0.334107776,0.04,0.5,1.15926,0.54,36.8,16.8,20,,
CEGLEIFAA1,CERRADO,GLEISSOLO,Fraco Argilo-Arenosa,-12.26066667,-49.13816667,0.9,84,3,0.162039469,0.262363925,0.36765649,1,0.5,1.062113333,3.853333333,23.01111111,22.98888889,15.75555556,,
CEGLEIFAA1,CERRADO,GLEISSOLO,Fraco Argilo-Arenosa,-12.26066667,-49.13816667,0.9,84,10,0.179591323,0.278357174,0.374973512,0.888888889,0.5,1.058322222,3.508888889,27.27777778,22.02222222,14.55555556,,
CEGLEIFAA1,CERRADO,GLEISSOLO,Fraco Argilo-Arenosa,-12.26066667,-49.13816667,0.9,84,20,0.165417286,0.260032556,0.349967161,0.8,0.5,1.100939418,2.927313237,23.55539537,20.02277559,15.88331149,,
CEGLEIFAA1,CERRADO,GLEISSOLO,Fraco Argilo-Arenosa,-12.26066667,-49.13816667,0.9,84,31,0.161933724,0.249328274,0.332126112,0.8,0.5,1.127253286,2.318466344,24.35449411,17.91540624,17.05267903,,
CEGLEIFAA1,CERRADO,GLEISSOLO,Fraco Argilo-Arenosa,-12.26066667,-49.13816667,0.9,84,41,0.172710501,0.25571747,0.328997312,0.2,0.5,1.130245199,1.862086174,27.98805369,16.04334639,17.34620642,,
CEGLEIFAA1,CERRADO,GLEISSOLO,Fraco Argilo-Arenosa,-12.26066667,-49.13816667,0.9,84,62,0.162013795,0.232819647,0.296297543,0.426993688,0.1,1.179504266,0.85172495,28.20969742,12.74667659,19.40687004,,
CEGLEIFAA1,CERRADO,GLEISSOLO,Fraco Argilo-Arenosa,-12.26066667,-49.13816667,0.9,84,83,0.166483661,0.232094939,0.28689724,0.2,0.5,1.185490625,0.3096875,31.53125,10.753125,20.140625,,
CEGLEIFAA1,CERRADO,GLEISSOLO,Fraco Argilo-Arenosa,-12.26066667,-49.13816667,0.9,84,104,0.194439196,0.26816286,0.324710755,0.04,0.5,1.174227,0.2688,34.31,12.63,7.42,,
CEGLEIFAA1,CERRADO,GLEISSOLO,Fraco Argilo-Arenosa,-12.26066667,-49.13816667,0.9,84,188,0.194439196,0.26816286,0.324710755,0.04,0.5,1.174227,0.2688,34.31,12.63,7.42,,
CEGLEIFAR1,CERRADO,GLEISSOLO,Franco Arenosa,-11.01643,-48.08218,0.9,84,3,0.098736245,0.185645977,0.287710245,1,0.5,1.24371,1.013,12.15,22.07,14.66,,
CEGLEIFAR1,CERRADO,GLEISSOLO,Franco Arenosa,-11.01643,-48.08218,0.9,84,9,0.097815711,0.179404007,0.279748795,0.9,0.5,1.249923412,0.931341176,12.15235294,20.81235294,14.73176471,,
CEGLEIFAR1,CERRADO,GLEISSOLO,Franco Arenosa,-11.01643,-48.08218,0.9,84,19,0.097000639,0.177254707,0.276968118,0.9,0.5,1.251513927,0.915422937,12.06318165,20.33723936,14.91137403,,
CEGLEIFAR1,CERRADO,GLEISSOLO,Franco Arenosa,-11.01643,-48.08218,0.9,84,29,0.096892572,0.172581828,0.267657305,0.8,0.5,1.258927086,0.601486665,12.80910412,19.02439787,14.21861923,,
CEGLEIFAR1,CERRADO,GLEISSOLO,Franco Arenosa,-11.01643,-48.08218,0.9,84,39,0.097106403,0.172948126,0.265172935,0.267472224,0.1,1.261008831,0.474256687,13.19362355,18.63224857,14.25556876,,
CEGLEIFAR1,CERRADO,GLEISSOLO,Franco Arenosa,-11.01643,-48.08218,0.9,84,58,0.100255164,0.174914833,0.263442439,0.3,0.1,1.26184303,0.347178567,14.05848111,17.98636494,14.0816233,,
CEGLEIFAR1,CERRADO,GLEISSOLO,Franco Arenosa,-11.01643,-48.08218,0.9,84,78,0.10163689,0.175670145,0.267183197,0.292904928,0.1,1.261296853,0.333972404,14.86853062,17.783084,11.53499395,,
CEGLEIFAR1,CERRADO,GLEISSOLO,Franco Arenosa,-11.01643,-48.08218,0.9,84,97,0.094713898,0.163480544,0.255259043,0.22675839,0.1,1.266334006,0.19994958,13.9767507,16.52212885,10.60364146,,
