SID,BIOMA,ORDEM,TEXTURA,LAT,LON,SLDR,SLRO,SLB,SLLL,SDUL,SSAT,SRGF,SSKS,SBDM,SLOC,SLCL,SLSI,SLCF
CTCHERFAR1,CAATINGA,CHERNOSSOLO,Franco Arenosa,-6.033366667,-40.72776667,0.6,84,51,0.145698795,0.225020521,0.288093912,0.333333333,0.1,1.209395111,0.359884303,18.63181658,24.14970018,34.2378836
CTCHERFAR1,CAATINGA,CHERNOSSOLO,Franco Arenosa,-6.033366667,-40.72776667,0.6,84,69,0.148511762,0.222385224,0.282315197,0.278171254,0.1,1.207611111,0.271795414,20.35626102,22.62081129,34.66455026
CTCHERFAR1,CAATINGA,CHERNOSSOLO,Franco Arenosa,-6.033366667,-40.72776667,0.6,84,86,0.137243463,0.226130525,0.292186159,0,1.5,1.2466,0.075,18,29,37
CTCHERFAS1,CAATINGA,CHERNOSSOLO,Fraco Argilo-Siltosa,-5.4875,-37.68515,0.6,84,3,0.270149144,0.352893377,0.416310648,0.7,1.5,0.9196,1.62,48,29,13
CTCHERFAS1,CAATINGA,CHERNOSSOLO,Fraco Argilo-Siltosa,-5.4875,-37.68515,0.6,84,9,0.270149144,0.352893377,0.416310648,0.7,1.5,0.9196,1.62,48,29,13
CTCHERFAS1,CAATINGA,CHERNOSSOLO,Fraco Argilo-Siltosa,-5.4875,-37.68515,0.6,84,19,0.257534213,0.348820508,0.413996089,0.5,1.5,0.95069031,1.16746124,43.99418605,33.65116279,13.78488372
CTCHERFAS1,CAATINGA,CHERNOSSOLO,Fraco Argilo-Siltosa,-5.4875,-37.68515,0.6,84,28,0.252840813,0.35087086,0.417611767,0,0.1,0.959512791,1.062151163,42.44767442,35.86046512,13.56395349
CTCHERFAS1,CAATINGA,CHERNOSSOLO,Fraco Argilo-Siltosa,-5.4875,-37.68515,0.6,84,38,0.247984259,0.35305813,0.421435553,0,0.1,0.968591436,0.954341085,40.84636827,38.15538388,13.32589997
CTCHERFAS1,CAATINGA,CHERNOSSOLO,Fraco Argilo-Siltosa,-5.4875,-37.68515,0.6,84,57,0.231644309,0.363938004,0.438721175,0,0.1,0.996426526,0.653875969,35.40331316,46.34947435,12.01847722
CTCHERFAS1,CAATINGA,CHERNOSSOLO,Fraco Argilo-Siltosa,-5.4875,-37.68515,0.6,84,76,0.206417719,0.380735002,0.465407751,0,0.1,1.0394,0.19,27,59,10
CTCHERFAS1,CAATINGA,CHERNOSSOLO,Fraco Argilo-Siltosa,-5.4875,-37.68515,0.6,84,95,0.206417719,0.380735002,0.465407751,0,0.1,1.0394,0.19,27,59,10
CTVERTMAG1,CAATINGA,VERTISSOLO,Argilosa,-7.9134875,-39.88544375,0.9,84,3,0.279729015,0.361586314,0.424077884,0.8,0.5,0.9440125,1.263125,52.875,26.9375,9
CTVERTMAG1,CAATINGA,VERTISSOLO,Argilosa,-7.9134875,-39.88544375,0.9,84,9,0.281044004,0.359497386,0.420338351,0.75,0.5,0.945402459,1.129508949,53.66391647,26.3473272,9.128810956
CTVERTMAG1,CAATINGA,VERTISSOLO,Argilosa,-7.9134875,-39.88544375,0.9,84,18,0.280788863,0.355694884,0.41489883,0.25,0.1,0.953740459,0.93255005,54.21021006,25.8849546,9.57236988
CTVERTMAG1,CAATINGA,VERTISSOLO,Argilosa,-7.9134875,-39.88544375,0.9,84,27,0.282228251,0.354937829,0.413294691,0.0625,0.1,0.956745333,0.840589435,54.91943029,25.69032473,9.529741042
CTVERTMAG1,CAATINGA,VERTISSOLO,Argilosa,-7.9134875,-39.88544375,0.9,84,37,0.283036356,0.354217192,0.411858028,0,0.1,0.95930727,0.760783736,55.25104864,25.64594567,9.521442124
CTVERTMAG1,CAATINGA,VERTISSOLO,Argilosa,-7.9134875,-39.88544375,0.9,84,55,0.284380415,0.352545232,0.409201172,0,0.1,0.956553118,0.624174448,56.3830946,25.23279172,9.548822293
CTVERTMAG1,CAATINGA,VERTISSOLO,Argilosa,-7.9134875,-39.88544375,0.9,84,74,0.283403298,0.348924359,0.403708082,0,0.1,0.960114763,0.512961179,56.92478992,23.76588354,10.03002722
CTVERTMAG1,CAATINGA,VERTISSOLO,Argilosa,-7.9134875,-39.88544375,0.9,84,92,0.274001769,0.336401298,0.390161549,0,0.1,0.951783333,0.374888889,56.22222222,22.35555556,12.77777778
CTVERTFAG1,CAATINGA,VERTISSOLO,Franco Argilosa,-7.96126,-37.19548,0.9,84,3,0.227090682,0.314867406,0.37712796,0.8,0.5,1.04264,1.338,35.2,27.4,20.6
CTVERTFAG1,CAATINGA,VERTISSOLO,Franco Argilosa,-7.96126,-37.19548,0.9,84,9,0.227090682,0.314867406,0.37712796,0.8,0.5,1.04264,1.338,35.2,27.4,20.6
CTVERTFAG1,CAATINGA,VERTISSOLO,Franco Argilosa,-7.96126,-37.19548,0.9,84,18,0.228189531,0.313775486,0.374916799,0.8,0.5,1.044563005,1.23739189,35.76250319,26.97063218,20.5335249
CTVERTFAG1,CAATINGA,VERTISSOLO,Franco Argilosa,-7.96126,-37.19548,0.9,84,27,0.236981117,0.31871323,0.377986681,0.2,0.1,1.038714637,1.135004481,38.76706772,26.44059934,19.75596805
CTVERTFAG1,CAATINGA,VERTISSOLO,Franco Argilosa,-7.96126,-37.19548,0.9,84,37,0.233187938,0.312835758,0.371139286,0,0.1,1.044326512,0.988689799,37.9970868,25.97723317,20.3723506
CTVERTFAG1,CAATINGA,VERTISSOLO,Franco Argilosa,-7.96126,-37.19548,0.9,84,55,0.228116321,0.305030208,0.362060819,0,0.1,1.05200693,0.793999594,36.96575177,25.34885057,21.1817729
CTVERTFAG1,CAATINGA,VERTISSOLO,Franco Argilosa,-7.96126,-37.19548,0.9,84,74,0.223896449,0.296251231,0.351055883,0,0.1,1.062430881,0.51867528,36.39144648,24.32878489,21.9405986
CTVERTFAG1,CAATINGA,VERTISSOLO,Franco Argilosa,-7.96126,-37.19548,0.9,84,93,0.233321537,0.304729588,0.358891775,0,0.1,1.059140536,0.441696429,38.83214286,24.94107143,20.18392857
CTVERTFAA1,CAATINGA,VERTISSOLO,Fraco Argilo-Arenosa,-6.47045,-37.001925,0.9,84,2,0.189339158,0.256050813,0.310684911,0.8,0.5,1.1009,1.06,29.5,16.25,27
CTVERTFAA1,CAATINGA,VERTISSOLO,Fraco Argilo-Arenosa,-6.47045,-37.001925,0.9,84,7,0.189016399,0.255273801,0.309732234,0.8,0.5,1.100895035,1.034601715,29.59422228,16.11218798,27.15960689
CTVERTFAA1,CAATINGA,VERTISSOLO,Fraco Argilo-Arenosa,-6.47045,-37.001925,0.9,84,15,0.189211805,0.254522895,0.308626411,0.5,0.5,1.098411431,0.972206646,30.14987189,15.80691544,27.39851443
CTVERTFAA1,CAATINGA,VERTISSOLO,Fraco Argilo-Arenosa,-6.47045,-37.001925,0.9,84,23,0.187737354,0.251582036,0.305182045,0.25,0.1,1.095560952,0.858752002,30.45245706,15.39711012,28.00950015
CTVERTFAA1,CAATINGA,VERTISSOLO,Fraco Argilo-Arenosa,-6.47045,-37.001925,0.9,84,31,0.186809441,0.249863751,0.303258509,0,0.1,1.09266737,0.792313481,30.79607304,15.08975226,28.42673406
CTVERTFAA1,CAATINGA,VERTISSOLO,Fraco Argilo-Arenosa,-6.47045,-37.001925,0.9,84,46,0.187972601,0.248399389,0.300798834,0,0.1,1.081454283,0.575741988,32.45265399,14.40520554,28.97021252
CTVERTFAA1,CAATINGA,VERTISSOLO,Fraco Argilo-Arenosa,-6.47045,-37.001925,0.9,84,62,0.183429109,0.242275153,0.294264097,0,0.1,1.082675353,0.471688476,32.15165065,13.79048982,30.13409212
CTVERTFAA1,CAATINGA,VERTISSOLO,Fraco Argilo-Arenosa,-6.47045,-37.001925,0.9,84,77,0.179462462,0.235888508,0.287001898,0,0.1,1.083509178,0.310400374,31.94291679,13.15273539,31.28639505
CTVERTAGA1,CAATINGA,VERTISSOLO,Argilo-Arenosa,-7.04285,-38.6002,0.9,84,2,0.167182001,0.228367889,0.279631593,0.8,0.5,1.1032,0.79,28.5,12,30
CTVERTAGA1,CAATINGA,VERTISSOLO,Argilo-Arenosa,-7.04285,-38.6002,0.9,84,8,0.167182001,0.228367889,0.279631593,0.8,0.5,1.1032,0.79,28.5,12,30
CTVERTAGA1,CAATINGA,VERTISSOLO,Argilo-Arenosa,-7.04285,-38.6002,0.9,84,16,0.170826147,0.232012035,0.283275739,0.8,0.5,1.099102703,0.761171171,29.54504505,12.03603604,29.17117117
CTVERTAGA1,CAATINGA,VERTISSOLO,Argilo-Arenosa,-7.04285,-38.6002,0.9,84,24,0.182970548,0.244237631,0.295015371,0,0.1,1.084782432,0.640720721,31.87387387,13.5990991,28.22072072
CTVERTAGA1,CAATINGA,VERTISSOLO,Argilo-Arenosa,-7.04285,-38.6002,0.9,84,32,0.189562107,0.250829285,0.301613579,0,0.1,1.077355019,0.593698842,33.7027027,13.74787645,26.85598456
CTVERTAGA1,CAATINGA,VERTISSOLO,Argilo-Arenosa,-7.04285,-38.6002,0.9,84,48,0.198645805,0.25991277,0.310682316,0,0.1,1.067178185,0.51030888,36.44594595,13.6496139,24.48745174
CTVERTAGA1,CAATINGA,VERTISSOLO,Argilo-Arenosa,-7.04285,-38.6002,0.9,84,64,0.210757403,0.272024082,0.322773964,0,0.1,1.053609073,0.399122265,40.1036036,13.51859717,21.32940798
CTVERTAGA1,CAATINGA,VERTISSOLO,Argilo-Arenosa,-7.04285,-38.6002,0.9,84,80,0.21590401,0.288437369,0.339937132,0,0.1,1.034885714,0.380857143,36,15.27142857,13.27142857
CTNITOFAG1,CAATINGA,NITOSSOLO,Franco Argilosa,-5.63335,-40.55,0.1,73,3,0.17221507,0.248737817,0.313083011,1,5,1.1797,1.075,23.5,19.5,22
CTNITOFAG1,CAATINGA,NITOSSOLO,Franco Argilosa,-5.63335,-40.55,0.1,73,10,0.176347999,0.25259727,0.316446911,1,5,1.176202941,1.050882353,24.61764706,19.5,21.44117647
CTNITOFAG1,CAATINGA,NITOSSOLO,Franco Argilosa,-5.63335,-40.55,0.1,73,20,0.185848332,0.261350061,0.323928542,1,5,1.169013105,0.957986928,27.09084967,19.85,20.35457516
CTNITOFAG1,CAATINGA,NITOSSOLO,Franco Argilosa,-5.63335,-40.55,0.1,73,30,0.208668581,0.281590152,0.340244075,0.825021341,3.5,1.157343301,0.487712418,32.39869281,23,19.05065359
CTNITOFAG1,CAATINGA,NITOSSOLO,Franco Argilosa,-5.63335,-40.55,0.1,73,41,0.218312081,0.290595542,0.348093174,0.9,3.5,1.149183497,0.431437908,35.00653595,23,17.74673203
CTNITOFAG1,CAATINGA,NITOSSOLO,Franco Argilosa,-5.63335,-40.55,0.1,73,61,0.23277733,0.304103626,0.359866824,0,3.5,1.136943791,0.347026144,38.91830065,23,15.79084967
CTNITOFAG1,CAATINGA,NITOSSOLO,Franco Argilosa,-5.63335,-40.55,0.1,73,82,0.257115687,0.326831515,0.379676457,0,3.5,1.11635,0.205,45.5,23,12.5
CTNITOFAG1,CAATINGA,NITOSSOLO,Franco Argilosa,-5.63335,-40.55,0.1,73,102,0.257115687,0.326831515,0.379676457,0,3.5,1.11635,0.205,45.5,23,12.5
CTNITOMAG1,CAATINGA,NITOSSOLO,Argilosa,-6.886925,-38.0842875,0.1,73,3,0.196725979,0.273026055,0.331935239,1,5,1.1037625,1.50625,30.375,21.75,29.375
CTNITOMAG1,CAATINGA,NITOSSOLO,Argilosa,-6.886925,-38.0842875,0.1,73,11,0.19770987,0.273679971,0.332465649,1,5,1.103210981,1.490576069,30.7073451,21.72758779,29.21800279
CTNITOMAG1,CAATINGA,NITOSSOLO,Argilosa,-6.886925,-38.0842875,0.1,73,22,0.205199695,0.278510734,0.336327059,0.984372178,5,1.10075856,1.331470368,33.59747803,21.28978869,27.82305005
CTNITOMAG1,CAATINGA,NITOSSOLO,Argilosa,-6.886925,-38.0842875,0.1,73,33,0.223438868,0.291193758,0.347087757,0.869196853,3.5,1.086521906,1.070049034,40.1943606,20.20519467,24.61734256
CTNITOMAG1,CAATINGA,NITOSSOLO,Argilosa,-6.886925,-38.0842875,0.1,73,44,0.235129806,0.298963272,0.353396804,0.892557134,3.5,1.083160556,0.78293847,44.88172843,19.44420053,22.24252773
CTNITOMAG1,CAATINGA,NITOSSOLO,Argilosa,-6.886925,-38.0842875,0.1,73,67,0.249564706,0.309368806,0.362339832,0,3.5,1.076041562,0.538361047,49.95177693,19.23191792,19.8465128
CTNITOMAG1,CAATINGA,NITOSSOLO,Argilosa,-6.886925,-38.0842875,0.1,73,89,0.258093844,0.316146169,0.368230808,0,3.5,1.072652795,0.418687449,51.42123836,19.76019486,17.95832544
CTNITOMAG1,CAATINGA,NITOSSOLO,Argilosa,-6.886925,-38.0842875,0.1,73,112,0.277789678,0.336671116,0.388307116,0,3.5,1.06475,0.33,55,23,14
CTLUVIFAA1,CAATINGA,LUVISSOLO,Fraco Argilo-Arenosa,-7.7832,-40.02388571,0.9,84,2,0.144415043,0.220754629,0.285096914,0.8,1.5,1.1771,0.962857143,17,21.94285714,35.18571429
CTLUVIFAA1,CAATINGA,LUVISSOLO,Fraco Argilo-Arenosa,-7.7832,-40.02388571,0.9,84,6,0.154375272,0.227929618,0.290001867,0.8,1.5,1.166542857,0.911428571,20.28571429,21.22857143,34.9
CTLUVIFAA1,CAATINGA,LUVISSOLO,Fraco Argilo-Arenosa,-7.7832,-40.02388571,0.9,84,12,0.171541545,0.243561032,0.302715744,0.8,1.5,1.165371429,0.755714286,24.42857143,21.22857143,32.04285714
CTLUVIFAA1,CAATINGA,LUVISSOLO,Fraco Argilo-Arenosa,-7.7832,-40.02388571,0.9,84,18,0.181626028,0.247726245,0.30252999,0.1,1.5,1.161171429,0.511428571,27.71428571,19.94285714,31.75714286
CTLUVIFAA1,CAATINGA,LUVISSOLO,Fraco Argilo-Arenosa,-7.7832,-40.02388571,0.9,84,24,0.190520267,0.255199172,0.3091624,0.1,1.5,1.149145286,0.503571429,30.04785714,19.74642857,30.35857143
CTLUVIFAA1,CAATINGA,LUVISSOLO,Fraco Argilo-Arenosa,-7.7832,-40.02388571,0.9,84,36,0.199397291,0.256429936,0.307365699,0.1,1.5,1.138730996,0.357095865,33.91672932,18.13740602,30.05357143
CTLUVIFAA1,CAATINGA,LUVISSOLO,Fraco Argilo-Arenosa,-7.7832,-40.02388571,0.9,84,49,0.182953458,0.243221472,0.295525594,0.1,1.5,1.154403482,0.282719298,29.11536417,18.90776183,32.35858586
CTLUVIFAA1,CAATINGA,LUVISSOLO,Fraco Argilo-Arenosa,-7.7832,-40.02388571,0.9,84,61,0.181575338,0.241121175,0.29342832,0,0.1,1.155367991,0.255398627,28.98160183,18.76672769,32.74434783
CTLUVIFAG1,CAATINGA,LUVISSOLO,Franco Argilosa,-5.98385,-40.68965,0.9,84,2,0.152997707,0.236109006,0.302725522,0.8,1.5,1.20675,0.73,17.5,25,31.5
CTLUVIFAG1,CAATINGA,LUVISSOLO,Franco Argilosa,-5.98385,-40.68965,0.9,84,7,0.152997707,0.236109006,0.302725522,0.8,1.5,1.20675,0.73,17.5,25,31.5
CTLUVIFAG1,CAATINGA,LUVISSOLO,Franco Argilosa,-5.98385,-40.68965,0.9,84,14,0.207277252,0.276452196,0.334689684,0.8,1.5,1.13345,0.42,33.5,23.5,25
CTLUVIFAG1,CAATINGA,LUVISSOLO,Franco Argilosa,-5.98385,-40.68965,0.9,84,21,0.239747825,0.303418362,0.355814163,0.1,1.5,1.09215,0.33,42,24,21.5
CTLUVIFAG1,CAATINGA,LUVISSOLO,Franco Argilosa,-5.98385,-40.68965,0.9,84,28,0.239747825,0.303418362,0.355814163,0.1,1.5,1.09215,0.33,42,24,21.5
CTLUVIFAG1,CAATINGA,LUVISSOLO,Franco Argilosa,-5.98385,-40.68965,0.9,84,42,0.239747825,0.303418362,0.355814163,0.1,1.5,1.09215,0.33,42,24,21.5
CTLUVIFAG1,CAATINGA,LUVISSOLO,Franco Argilosa,-5.98385,-40.68965,0.9,84,56,0.228198888,0.302230004,0.358640663,0.05,1.5,1.100486875,0.2895,37.6375,27.35,21.8125
CTLUVIFAG1,CAATINGA,LUVISSOLO,Franco Argilosa,-5.98385,-40.68965,0.9,84,70,0.238186106,0.294751846,0.346100407,0,0.1,1.06388,0.304,43.4,21.2,23
CTLUVIMAG1,CAATINGA,LUVISSOLO,Argilosa,-5.38375,-38.4978,0.9,84,2,0.148706138,0.216101382,0.275675811,0.8,1.5,1.2149,0.765,19.5,19,35
CTLUVIMAG1,CAATINGA,LUVISSOLO,Argilosa,-5.38375,-38.4978,0.9,84,7,0.148706138,0.216101382,0.275675811,0.8,1.5,1.2149,0.765,19.5,19,35
CTLUVIMAG1,CAATINGA,LUVISSOLO,Argilosa,-5.38375,-38.4978,0.9,84,14,0.148706138,0.216101382,0.275675811,0.8,1.5,1.2149,0.765,19.5,19,35
CTLUVIMAG1,CAATINGA,LUVISSOLO,Argilosa,-5.38375,-38.4978,0.9,84,21,0.257833636,0.314048279,0.364048279,0.1,1.5,1.05,0.46,57.5,14.5,17
CTLUVIMAG1,CAATINGA,LUVISSOLO,Argilosa,-5.38375,-38.4978,0.9,84,28,0.257833636,0.314048279,0.364048279,0.1,1.5,1.05,0.46,57.5,14.5,17
CTLUVIMAG1,CAATINGA,LUVISSOLO,Argilosa,-5.38375,-38.4978,0.9,84,42,0.257833636,0.314048279,0.364048279,0.05,1.5,1.05,0.46,57.5,14.5,17
CTLUVIMAG1,CAATINGA,LUVISSOLO,Argilosa,-5.38375,-38.4978,0.9,84,56,0.218593513,0.305050162,0.367104632,0,0.1,1.1265425,0.34025,38.025,28.2,20.45
CTLUVIMAG1,CAATINGA,LUVISSOLO,Argilosa,-5.38375,-38.4978,0.9,84,70,0.23663,0.28663,0.33663,0,0.1,1.064085,0.4305,51.05,14.4,23.9
CTLUVIAGA1,CAATINGA,LUVISSOLO,Argilo-Arenosa,-7.6671,-39.81555,0.9,84,3,0.154618169,0.225413062,0.285284515,0.8,1.5,1.18575,1.065,20,19.5,35
CTLUVIAGA1,CAATINGA,LUVISSOLO,Argilo-Arenosa,-7.6671,-39.81555,0.9,84,11,0.191398621,0.251439309,0.306395753,0.8,1.5,1.13825,0.91,32.5,17,31
CTLUVIAGA1,CAATINGA,LUVISSOLO,Argilo-Arenosa,-7.6671,-39.81555,0.9,84,22,0.217835834,0.267835834,0.317835834,0.1,1.5,1.10875,0.3,42.5,15.5,28
CTLUVIAGA1,CAATINGA,LUVISSOLO,Argilo-Arenosa,-7.6671,-39.81555,0.9,84,33,0.217835834,0.267835834,0.317835834,0.1,1.5,1.10875,0.3,42.5,15.5,28
CTLUVIAGA1,CAATINGA,LUVISSOLO,Argilo-Arenosa,-7.6671,-39.81555,0.9,84,44,0.217835834,0.267835834,0.317835834,0.1,1.5,1.10875,0.3,42.5,15.5,28
CTLUVIAGA1,CAATINGA,LUVISSOLO,Argilo-Arenosa,-7.6671,-39.81555,0.9,84,66,0.217835834,0.267835834,0.317835834,0.1,1.5,1.10875,0.3,42.5,15.5,28
CTLUVIAGA1,CAATINGA,LUVISSOLO,Argilo-Arenosa,-7.6671,-39.81555,0.9,84,88,0.198041294,0.252659301,0.303526124,0,1.5,1.141686603,0.261561905,35.99968254,17.00825397,31.52380952
CTLUVIAGA1,CAATINGA,LUVISSOLO,Argilo-Arenosa,-7.6671,-39.81555,0.9,84,110,0.18425936,0.242122453,0.293598396,0,1.5,1.168044,0.2016,31.02,18.48,34
CTLUVIFAR1,CAATINGA,LUVISSOLO,Franco Arenosa,-9.69555,-41.0552,0.9,84,3,0.063668869,0.113668869,0.188673424,0.8,1.5,1.30111,0.38,5.3,10.85,29.85
CTLUVIFAR1,CAATINGA,LUVISSOLO,Franco Arenosa,-9.69555,-41.0552,0.9,84,11,0.072817894,0.125203562,0.20596184,0.8,1.5,1.23505,1.79,6.25,10.8,30.5
CTLUVIFAR1,CAATINGA,LUVISSOLO,Franco Arenosa,-9.69555,-41.0552,0.9,84,23,0.078176187,0.13039992,0.207024878,0.8,1.5,1.24603,1.461071429,7.471428571,10.84285714,30.18928571
CTLUVIFAR1,CAATINGA,LUVISSOLO,Franco Arenosa,-9.69555,-41.0552,0.9,84,34,0.130207861,0.199759091,0.2659079,0.1,1.5,1.25579,0.21,16.95,17.5,22.55
CTLUVIFAR1,CAATINGA,LUVISSOLO,Franco Arenosa,-9.69555,-41.0552,0.9,84,46,0.130207861,0.199759091,0.2659079,0.1,1.5,1.25579,0.21,16.95,17.5,22.55
CTLUVIFAR1,CAATINGA,LUVISSOLO,Franco Arenosa,-9.69555,-41.0552,0.9,84,69,0.133948763,0.219791285,0.291166869,0.1,1.5,1.2466,0.19,13,27,31
CTLUVIFAR1,CAATINGA,LUVISSOLO,Franco Arenosa,-9.69555,-41.0552,0.9,84,92,0.133948763,0.219791285,0.291166869,0,1.5,1.2466,0.19,13,27,31
CTLUVIFAR1,CAATINGA,LUVISSOLO,Franco Arenosa,-9.69555,-41.0552,0.9,84,115,0.133948763,0.219791285,0.291166869,0,1.5,1.2466,0.19,13,27,31
MAPLANFAA1,MATA ATLÂNTICA,PLANOSSOLO,Fraco Argilo-Arenosa,-15.88545455,-40.75115455,0.6,81,2,0.123803286,0.194003802,0.252183699,0.8,0.5,1.21712,1.057272727,15.73636364,19.18181818,40.93636364
MAPLANFAA1,MATA ATLÂNTICA,PLANOSSOLO,Fraco Argilo-Arenosa,-15.88545455,-40.75115455,0.6,81,8,0.124240325,0.194498172,0.252836361,0.8,0.5,1.216789779,1.054463554,15.86248976,19.17608518,40.7987715
MAPLANFAA1,MATA ATLÂNTICA,PLANOSSOLO,Fraco Argilo-Arenosa,-15.88545455,-40.75115455,0.6,81,17,0.125470811,0.190959532,0.249238616,0.8,0.5,1.226029259,0.766866152,17.3975547,17.23842284,39.75201825
MAPLANFAA1,MATA ATLÂNTICA,PLANOSSOLO,Fraco Argilo-Arenosa,-15.88545455,-40.75115455,0.6,81,26,0.134466614,0.192740977,0.245405169,0.4,0.5,1.22256538,0.506823798,22.57213057,14.47147537,40.86172926
MAPLANFAA1,MATA ATLÂNTICA,PLANOSSOLO,Fraco Argilo-Arenosa,-15.88545455,-40.75115455,0.6,81,35,0.140125229,0.194677855,0.245613421,0.4,0.5,1.212841572,0.407503276,25.17162162,13.2520475,40.88247338
MAPLANFAA1,MATA ATLÂNTICA,PLANOSSOLO,Fraco Argilo-Arenosa,-15.88545455,-40.75115455,0.6,81,53,0.151162908,0.204324709,0.25455601,0.4,0.5,1.198328478,0.38205072,28.17424136,12.97339098,39.24042726
MAPLANFAA1,MATA ATLÂNTICA,PLANOSSOLO,Fraco Argilo-Arenosa,-15.88545455,-40.75115455,0.6,81,71,0.15647587,0.210769546,0.260758242,0,0.5,1.206862548,0.290594595,30.82432432,13.33590734,38.53320463
MAPLANFAA1,MATA ATLÂNTICA,PLANOSSOLO,Fraco Argilo-Arenosa,-15.88545455,-40.75115455,0.6,81,89,0.15827603,0.213071636,0.264446201,0,0.5,1.20633113,0.262012793,31.49360341,13.21321962,37.69104478
MAPLANFAR1,MATA ATLÂNTICA,PLANOSSOLO,Franco Arenosa,-20.80053333,-44.64488333,0.6,81,3,0.078390923,0.148066198,0.221292966,0.8,0.5,1.280626667,0.675,7.466666667,18.53333333,40.76666667
MAPLANFAR1,MATA ATLÂNTICA,PLANOSSOLO,Franco Arenosa,-20.80053333,-44.64488333,0.6,81,10,0.078390923,0.148066198,0.221292966,0.8,0.5,1.280626667,0.675,7.466666667,18.53333333,40.76666667
MAPLANFAR1,MATA ATLÂNTICA,PLANOSSOLO,Franco Arenosa,-20.80053333,-44.64488333,0.6,81,20,0.083757727,0.151574631,0.227964801,0.8,0.5,1.27499942,0.401908213,8.703623188,18.55169082,38.51545894
MAPLANFAR1,MATA ATLÂNTICA,PLANOSSOLO,Franco Arenosa,-20.80053333,-44.64488333,0.6,81,30,0.085063253,0.152178192,0.228367087,0.8,0.5,1.275969531,0.393581781,9.084282264,18.41142167,38.50788475
MAPLANFAR1,MATA ATLÂNTICA,PLANOSSOLO,Franco Arenosa,-20.80053333,-44.64488333,0.6,81,41,0.087776063,0.156009683,0.232190892,0.4,0.5,1.275952525,0.313826777,9.750920175,18.92723718,37.50613066
MAPLANFAR1,MATA ATLÂNTICA,PLANOSSOLO,Franco Arenosa,-20.80053333,-44.64488333,0.6,81,61,0.086934348,0.153142715,0.229183481,0,0.5,1.279428702,0.287468081,9.928456407,18.21980964,37.46084081
MAPLANFAR1,MATA ATLÂNTICA,PLANOSSOLO,Franco Arenosa,-20.80053333,-44.64488333,0.6,81,82,0.092849828,0.15907528,0.234439852,0,0.5,1.280234583,0.179583333,11.51666667,18.5375,36.19166667
MAPLANFAR1,MATA ATLÂNTICA,PLANOSSOLO,Franco Arenosa,-20.80053333,-44.64488333,0.6,81,103,0.110935979,0.166681338,0.219212087,0,0.5,1.264515833,0.145833333,16.76666667,16.275,42.75
MAPLANMAG1,MATA ATLÂNTICA,PLANOSSOLO,Argilosa,-14.919525,-39.349175,0.6,81,4,0.15480571,0.250906111,0.321383093,0.8,0.5,1.18023,1.3475,20.15,28.175,32.4
MAPLANMAG1,MATA ATLÂNTICA,PLANOSSOLO,Argilosa,-14.919525,-39.349175,0.6,81,12,0.21561202,0.296182323,0.360170254,0.75,0.5,1.099805,0.725,41.15,23.175,19.9
MAPLANMAG1,MATA ATLÂNTICA,PLANOSSOLO,Argilosa,-14.919525,-39.349175,0.6,81,24,0.21561202,0.296182323,0.360170254,0.718744356,0.5,1.099805,0.725,41.15,23.175,19.9
MAPLANMAG1,MATA ATLÂNTICA,PLANOSSOLO,Argilosa,-14.919525,-39.349175,0.6,81,36,0.246281075,0.310701078,0.366097789,0.4,0.5,1.068976818,0.438636364,51.95227273,19.33409091,17.12272727
MAPLANMAG1,MATA ATLÂNTICA,PLANOSSOLO,Argilosa,-14.919525,-39.349175,0.6,81,49,0.269093222,0.327284117,0.379157419,0.4,0.5,1.033645,0.425,59.725,17.425,13.85
MAPLANMAG1,MATA ATLÂNTICA,PLANOSSOLO,Argilosa,-14.919525,-39.349175,0.6,81,73,0.244601339,0.294601339,0.344601339,0,0.5,1.03705,0.245,59,13,21
MAPLANMAG1,MATA ATLÂNTICA,PLANOSSOLO,Argilosa,-14.919525,-39.349175,0.6,81,98,0.244601339,0.294601339,0.344601339,0,0.5,1.03705,0.245,59,13,21
MAPLANMAG1,MATA ATLÂNTICA,PLANOSSOLO,Argilosa,-14.919525,-39.349175,0.6,81,122,0.243825109,0.293136297,0.343136297,0,0.5,1.034884524,0.219404762,59.48214286,12.4702381,21.14880952
MAPLANFRN1,MATA ATLÂNTICA,PLANOSSOLO,Franco,-23.0595,-47.3786,0.6,81,4,0.126814007,0.295362667,0.416424756,0.8,0.5,1.21595,1.4,11,45,11
MAPLANFRN1,MATA ATLÂNTICA,PLANOSSOLO,Franco,-23.0595,-47.3786,0.6,81,12,0.126814007,0.295362667,0.416424756,0.8,0.5,1.21595,1.4,11,45,11
MAPLANFRN1,MATA ATLÂNTICA,PLANOSSOLO,Franco,-23.0595,-47.3786,0.6,81,24,0.150664015,0.265135232,0.364855138,0.8,0.5,1.14975,1.155,20,33,16.5
MAPLANFRN1,MATA ATLÂNTICA,PLANOSSOLO,Franco,-23.0595,-47.3786,0.6,81,36,0.185275211,0.274346113,0.34305622,0.4,0.5,1.15965,0.105,27,28.5,15
MAPLANFRN1,MATA ATLÂNTICA,PLANOSSOLO,Franco,-23.0595,-47.3786,0.6,81,49,0.181503827,0.287112791,0.36164391,0.396221683,0.5,1.1642,0.102666667,24.66666667,33.16666667,12.66666667
