ID;idpp;ndiasV6;ndiasR0;ndiasR4;ndiasR9;DVS;aroot;aleaf;astem;arepr;cbior;cbiol;cbios;cbiog;cbiop;LAI
3012004;32;32;0;0;0;0.313692164619376;0.148659847026296;0.420636499518458;0.430703666589282;0;0.0509677567232036;0.132175764826243;0.0667805406068353;0;0;3.30439412065608
3012004;33;33;0;0;0;0.327011279606001;0.13882264845116;0.420824335778342;0.440353029620401;0;0.0517116384743729;0.134603676473555;0.0693211214588595;0;0;3.36509191183887
3012004;34;34;0;0;0;0.339323910227446;0.129728816576664;0.420903023285475;0.449368174661;0;0.0525863359592084;0.137629614597898;0.0725517000395482;0;0;3.44074036494744
3012004;35;35;0;0;0;0.349420632483502;0.122271604750611;0.420899472994507;0.456828937338312;0;0.0535197404460821;0.141045621154394;0.0762593089705895;0;0;3.52614052885985
3012004;36;36;0;0;0;0.363194722066786;0.112098372177836;0.420795702185855;0.467105941496039;0;0.0544301044859112;0.14468807665106;0.0803026311701493;0;0;3.61720191627649
3012004;37;37;0;0;0;0.379346069188414;0.100169350688725;0.42052859770398;0.479302068394863;0;0.0553067196095984;0.14862420330825;0.0847888745756064;0;0;3.71560508270626
3012004;38;38;0;0;0;0.396538611308111;0.0874713260067043;0.42007179263466;0.492456899154678;0;0.0560401701802304;0.152443595616142;0.0892664094293576;0;0;3.81108989040354
3012004;39;39;0;0;0;0.413873552532646;0.0746681285506202;0.419431120483445;0.505900769800543;0;0.0566033061348438;0.155958410455011;0.0935058362287822;0;0;3.89896026137527
3012004;40;39;1;0;0;0.421221762044732;0.0692409063804774;0.419104970349597;0.511654142551367;0;0.0570011765362396;0.158748678724351;0.0969122676000129;0;0;3.96871696810878
3012004;41;39;2;0;0;0.430809027185449;0.0626684165108484;0.418403628300721;0.518927975047983;0;0.0574411858428109;0.162110870447956;0.101082248988413;0;0;4.05277176119889
3012004;42;39;3;0;0;0.439437881725831;0.0617183721914977;0.415529506344543;0.522752141741819;0;0.0577249378577304;0.164452043906605;0.104027535474719;0;0;4.11130109766512
3012004;43;39;4;0;0;0.448325435752964;0.0607398448357652;0.412562233607287;0.5266979422665;0;0.0580108682317272;0.166830892200515;0.107064494263728;0;0;4.17077230501288
3012004;44;39;5;0;0;0.45574414992585;0.0599230380135094;0.410079934155178;0.529997048901865;0;0.0584195905288631;0.170070618989522;0.111251594129902;0;0;4.25176547473805
3012004;45;39;6;0;0;0.462996184066489;0.0591245828064123;0.407648633866318;0.533226804751288;0;0.0588432955560854;0.173441120415797;0.115660395133101;0;0;4.33602801039493
3012004;46;39;7;0;0;0.469964919390115;0.058357319043153;0.405307866823695;0.536334835897366;0;0.0592719773447053;0.17687418178584;0.120203288467388;0;0;4.421854544646
3012004;47;39;8;0;0;0.477736166957456;0.0575016979904318;0.402692401801633;0.539805922352141;0;0.0596765934704154;0.180170550403494;0.124622044058764;0;0;4.50426376008735
3012004;48;39;9;0;0;0.485173974011965;0.0566827890254592;0.400184084656966;0.543133148826081;0;0.0601250989274359;0.183806920775012;0.129557355996203;0;0;4.59517301937531
3012004;49;39;10;0;0;0.492953308530789;0.0558262775924121;0.397555281659074;0.546618463638688;0;0.0605619577510332;0.187395391845075;0.134491322751578;0;0;4.68488479612688
3012004;50;39;11;0;0;0.503982834240433;0.0546119173089535;0.393818865096141;0.551569241027333;0;0.0610093782520495;0.191108885949034;0.139692315659777;0;0;4.77772214872586
3012004;51;39;12;0;0;0.512615358397765;0.0536614689616149;0.390886855746587;0.555451699149551;0;0.0613438556804421;0.194040467907167;0.143858104700524;0;0;4.85101169767918
3012004;52;39;13;0;0;0.519174770811154;0.0529392720034376;0.388654502696111;0.558406249481929;0;0.0616410221967041;0.196723729380743;0.147713328209951;0;0;4.91809323451858
3012004;53;39;14;0;0;0.526505040107709;0.0521322030382683;0.386155238699887;0.56171258280564;0;0.0620579566443854;0.200321096341221;0.152946162272939;0;0;5.00802740853053
3012004;54;39;15;0;0;0.535181978270719;0.0511768646706382;0.383190596711856;0.565632563590934;0;0.0624695476772824;0.203920920253885;0.158259908606143;0;0;5.09802300634713
3012004;55;39;16;0;0;0.542128473595649;0.050412049550397;0.380812325939933;0.568775649827637;0;0.0627234424064644;0.206364232582342;0.161909203712124;0;0;5.15910581455854
3012004;56;39;17;0;0;0.547336289995282;0.0498386644778432;0.379026487450083;0.571134873648685;0;0.0630209336630511;0.209157949195973;0.166118906827785;0;0;5.22894872989933
3012004;57;39;18;0;0;0.552873957736431;0.0492289624883949;0.377124869067236;0.57364619429633;0;0.0633690302999614;0.212362492778081;0.170993351291975;0;0;5.30906231945203
3012004;58;39;19;0;0;0.560657825066386;0.048371951988937;0.374447261690829;0.577180812559793;0;0.0636948863320358;0.215431389861566;0.175723813211525;0;0;5.38578474653916
3012004;59;39;20;0;0;0.569729188062736;0.0473731871073274;0.371319905055141;0.581306934529628;0;0.0640501140468899;0.2187720032346;0.180953594036332;0;0;5.46930008086499
3012004;60;39;21;0;0;0.580295598536138;0.0462098162103902;0.367667823287046;0.586122387722903;0;0.0643898403002918;0.222042770569608;0.1861677298368;0;0;5.5510692642402
3012004;61;39;22;0;0;0.588350111031563;0.0453230074450314;0.364877204976248;0.589799815202539;0;0.064680934975826;0.224963532227548;0.190888947448122;0;0;5.6240883056887
3012004;62;39;23;0;0;0.59720078973991;0.0443485400936683;0.361804030930122;0.5938474570442;0;0.0649810317299005;0.227999451151887;0.195871956422279;0;0;5.69998627879718
3012004;63;39;24;0;0;0.605827571606919;0.0433987239774416;0.358801836872726;0.597799467651575;0;0.065248280326787;0.230729132287182;0.200549781708166;0;0;5.76822830717954
3012004;64;39;25;0;0;0.61530598168841;0.042355142861054;0.351808510755173;0.605836373727327;0;0.0655068405751333;0.233272910130807;0.205287204614037;0;0;5.83182275327018
3012004;65;39;26;0;0;0.625917702340651;0.0411867832743885;0.340709899275104;0.618103342052515;0;0.0657458667393761;0.235498624095968;0.209968654240646;0;0;5.8874656023992
3012004;66;39;27;0;0;0.635183860012406;0.0401665713311855;0.330995611658369;0.628837839213004;0;0.0659555161146374;0.237342970533002;0.214396364136612;0;0;5.93357426332506
3012004;67;39;28;0;0;0.645577706668118;0.0390221998592538;0.320073607258636;0.64090421238707;0;0.0661476632496909;0.238886205311624;0.218757581638607;0;0;5.9721551327906
3012004;68;39;29;0;0;0.65700653227163;0.0377638763134513;0.308032920006338;0.654203220211468;0;0.0663578254816602;0.240401777102155;0.223673587673478;0;0;6.01004442755387
3012004;69;39;29;1;0;0.66784944954154;0.0365700617799858;0.296579384260675;0.66685056766209;0;0.0665282554710851;0.241425490299474;0.228127558560595;0;0;6.03563725748685
3012004;70;39;29;2;0;0.67868260596936;0.0353773219236442;0.28510686669691;0.679515822249186;0;0.0666440798660842;0.241840438892381;0.2317733473677;0;0;6.04601097230952
3012004;71;39;29;3;0;0.689318667120219;0.0342062824271094;0.273814591806896;0.691979133847411;0;0.0666943458951318;0.241568191496547;0.234288754247095;0;0;6.03920478741367
3012004;72;39;29;4;0;0.69923268097424;0.0331147409600585;0.263263497922076;0.703621766594131;0;0.0667490994156921;0.241186162183046;0.237027381937878;0;0;6.02965405457614
3012004;73;39;29;5;0;0.709900448195162;0.0319402105978925;0.251882825138593;0.716176966929968;0;0.0667707366783104;0.240386305601693;0.239175785474129;0;0;6.00965764004231
3012004;74;39;29;6;0;0.721236620586185;0.0306920882506133;0.239806817849101;0.725971305084174;0.00352978904085619;0.0668036030381183;0.239512695944259;0.241708454161817;0;1.23142417824394e-05;5.98781739860646
3012004;75;39;29;7;0;0.731187444344489;0.0295964939813862;0.229530897909525;0.708902573288403;0.0319700368562436;0.0668369579679279;0.238503308416878;0.244285708640582;0;0.000128543077420343;5.96258271042195
3012004;76;39;29;8;0;0.741670522738238;0.0284422980182162;0.218679574349071;0.69087716757161;0.0620009640087542;0.0668245665668939;0.236996150068528;0.245788439400588;0;0.000263401718202349;5.92490375171319
3012004;77;39;29;9;0;0.751737518534732;0.0273339131074928;0.20823407108215;0.673525008660867;0.0909070129376122;0.0669128400835374;0.236124363704986;0.249794319001892;0;0.00080408327279856;5.90310909262464
3012004;78;39;29;10;0;0.762226001486857;0.0261791220977892;0.197325306522993;0.655402370125676;0.121093208963643;0.0669886792708749;0.235008859901915;0.253555346403035;0;0.00149897681875467;5.87522149754788
3012004;79;39;29;11;0;0.772680925039049;0.0250280260069322;0.186425114637792;0.637293055319571;0.151253813666156;0.0670536532861844;0.233666096668123;0.25710598233148;0;0.00234167739525496;5.84165241670307
3012004;80;39;29;12;0;0.784239468922936;0.0237554203666978;0.174343701562184;0.617220224075334;0.18468066575455;0.0670911717776853;0.2319620925291;0.260017126409743;0;0.00321273120313419;5.79905231322751
3012004;81;39;29;13;0;0.795052494063857;0.0225648969823884;0.163012441493412;0.598392735789062;0.216029939489936;0.0671220483471438;0.23006873633346;0.262813248837471;0;0.0042221788831299;5.7517184083365
3012004;82;39;29;14;0;0.803034484448079;0.0216860729639565;0.154629857927856;0.58446400532496;0.239220079014561;0.0671324022638509;0.227933227665829;0.265102469720765;0;0.00515915292360832;5.69833069164573
3012004;83;39;29;15;0;0.811452031362405;0.0207592937962932;0.145773257885418;0.569747062934393;0.263720402175184;0.0672160744506769;0.22621658617131;0.269447357078134;0;0.00717028297733721;5.65541465428274
3012004;84;39;29;16;0;0.820730226229339;0.01973775654753;0.135991374929813;0.553491904805813;0.290778982230974;0.0672519062775944;0.224047997458566;0.272547047124132;0;0.00879871639972462;5.60119993646415
3012004;85;39;29;17;0;0.830703981212904;0.0186396375306445;0.125453080902933;0.535978977603066;0.319928324333449;0.0672677577589382;0.221624456948302;0.275151789684855;0;0.0103534992505352;5.54061142370755
3012004;86;39;29;18;0;0.838265779631894;0.017807077009614;0.117447320115271;0.522674160686611;0.342071463968467;0.0672951713368477;0.219199578989404;0.278150710735292;0;0.0123161853582646;5.4799894747351
3012004;87;39;29;19;0;0.844522209062862;0.0171182387388454;0.110813171643461;0.511648477590114;0.360420134975817;0.0673654325931236;0.216993370177762;0.282486801171427;0;0.0153706541365555;5.42483425444406
3012004;88;39;29;20;0;0.852149235628666;0.0162784965426515;0.102712945203215;0.49818579751025;0.382822785118516;0.0674247788537459;0.214629538602849;0.286594756639114;0;0.0185273457988673;5.36573846507122
3012004;89;39;29;21;0;0.862089354577528;0.0151840808821669;0.0921351172636532;0.480604595074104;0.412076233017298;0.0674656597947633;0.212031316919666;0.290260678997355;0;0.0216705522754615;5.30078292299166
3012004;90;39;29;22;0;0.872671337504068;0.0140189954447224;0.080848131165394;0.461843824789864;0.44328907682459;0.0674505440232788;0.208983694234716;0.292231980016515;0;0.0235626555407258;5.2245923558679
3012004;91;39;29;23;0;0.879184077168262;0.0133019371964438;0.0738881048894683;0.450274696402458;0.462535290961621;0.0674264481855862;0.20584225732886;0.293952788351003;0;0.0253303200131927;5.1460564332215
3012004;92;39;29;24;0;0.885201681681595;0.0126393937548738;0.0719720217769073;0.442559871874137;0.472828741774677;0.0674574748955866;0.203000598248135;0.297662984431472;0;0.0292942748494877;5.07501495620338
3012004;93;39;29;25;0;0.891330551209537;0.0119645999393315;0.0707410162400086;0.435169364799991;0.482125047702161;0.0674845188552718;0.200133257998129;0.301373295091164;0;0.0334049357748399;5.00333144995323
3012004;94;39;29;26;0;0.901432087202574;0.0108524121232095;0.0687082701314007;0.422965479201267;0.497473866401451;0.0675031076721185;0.197185636768037;0.305020588577276;0;0.0376947260335236;4.92964091920093
3012004;95;39;29;27;0;0.91237076373456;0.00964805441248517;0.0665017079873615;0.409718033989957;0.514132230572888;0.0674893606840545;0.193993272270902;0.307621605073737;0;0.0409585960664335;4.84983180677255
3012004;96;39;29;28;0;0.923378124002138;0.00843613456329551;0.0642756680814576;0.396353619669678;0.530934603745727;0.0674587140713197;0.190649657631634;0.309704098003511;0;0.0437481948075633;4.76624144079086
3012004;97;39;29;29;0;0.934248322203177;0.00723931637580788;0.0620718313176449;0.383122475022929;0.547566402450245;0.0674277675661683;0.187287353180202;0.312032179824529;0;0.0470755365075464;4.68218382950504
3012004;98;39;29;30;0;0.940177973420789;0.00658645666787561;0.0608673281397081;0.375891002927304;0.55665523694338;0.0673793490296174;0.183793299885877;0.313543075904833;0;0.0493130154815808;4.59483249714692
3012004;99;39;29;31;0;0.946634137124951;0.00587562748154125;0.0595540120311432;0.368006240685308;0.5665641439478;0.0673333641916468;0.180347180660992;0.315350376284534;0;0.0520954454495486;4.50867951652481
3012004;100;39;29;32;0;0.954478533733642;0.00501195265634358;0.0579556897628198;0.358410371185058;0.578622009893542;0.0672908751004563;0.176969193681942;0.317660339251862;0.00372923197092614;0.0558246774204747;4.42422984204854
3012004;101;39;29;33;0;0.961363068002432;0.00425395950176777;0.0565505824271246;0.349974495847209;0.58922098515197;0.0672447253706602;0.173596548070582;0.32001263333824;0.00768958066887249;0.059785026118421;4.33991370176455
3012004;102;39;29;34;0;0.970616426570499;0.00323515675090835;0.0546585311961413;0.338615125095456;0.603491209118445;0.0671917466591257;0.170187825960649;0.322284773287246;0.0117390645326696;0.0638345099822181;4.25469564901622
3012004;103;39;29;35;0;0.981110273939058;0.00207977511433344;0.0525080115340803;0.32570395237506;0.619708282265563;0.0671326142141534;0.166772803578702;0.324710934048983;0.0163552563448739;0.0684507017944225;4.16932008946755
3012004;104;39;29;36;0;0.99176605774814;0.000906564136135657;0.0503190603193801;0.312562017667533;0.636212378278492;0.0670650665491562;0.163327644049567;0.327126643459894;0.021272374045273;0.0733678194948216;4.08319110123916
3012004;105;39;29;37;0;1.0022909448858;0;0.0481396670382972;0.299474800805311;0.652385551674311;0.0669905911914069;0.159840625261968;0.329285443275188;0.0259751730943679;0.0780706185439164;3.99601563154921
3012004;106;39;29;37;1;1.06128266968465;0;0.0356683064286798;0.224531630258467;0.73980007777434;0.0669161985380996;0.156342868747294;0.328612212570501;0.0337060181046759;0.0858014635542244;3.90857171868236
3012004;107;39;29;37;2;1.11623629629153;0;0.0240506346864563;0.154718465361022;0.821230909703697;0.0668418884973916;0.15279819753587;0.32718286540085;0.0407314472893218;0.0928268927388703;3.81995493839674
3012004;108;39;29;37;3;1.16312383159706;0;0.0141382043772015;0.095152474251173;0.89070932710387;0.0667676609775421;0.149262202520666;0.325324804764532;0.0473393459234419;0.0994347913729904;3.73155506301665
3012004;109;39;29;37;4;1.21327291400785;0;0.00353625481361447;0.0314430090898311;0.965020737530306;0.0666935158869122;0.145760163264328;0.32322100263553;0.0561838104447672;0.108279255894316;3.64400408160821
3012004;110;39;29;37;5;1.26445514897446;0;0;0.0104988725164466;0.989501127483553;0.0666194531339647;0.14231169431111;0.320976882287544;0.0653220660304822;0.117417511480031;3.55779235777775
3012004;111;39;29;37;6;1.31269346187971;0;0;0.0109272860960064;0.989072713903994;0.066545472627264;0.138939993241184;0.318745151433033;0.0753114541570861;0.127406899606635;3.47349983102961
3012004;112;39;29;37;7;1.3533472046295;0;0;0.0112883396736502;0.98871166032635;0.0664715742754763;0.135644211686121;0.316522881311871;0.0858813534708653;0.137976798920414;3.39110529215303
3012004;113;39;29;37;8;1.40280501322016;0;0;0.0117275838250187;0.988272416174981;0.066397757987369;0.132421900891388;0.314294579750398;0.0956303374509247;0.147725782900473;3.31054752228469
3012004;114;39;29;37;9;1.44631664849123;0;0;0.0121140188866178;0.987885981113382;0.0663240236718109;0.129272094353826;0.312067001353341;0.105198386317236;0.157293831766785;3.23180235884564
3012004;115;39;29;37;10;1.48799181355965;0;0;0.012484143909041;0.987515856090959;0.0662503712377718;0.126193428668962;0.309840333797943;0.114620856821915;0.166716302271463;3.15483571672406
3012004;116;39;29;37;11;1.53960088859539;0;0;0.0129424938645476;0.987057506135452;0.066176800594323;0.123183511985156;0.307614361993877;0.1238415540506;0.175936999500148;3.07958779962891
3012004;117;39;29;37;12;1.60078898598687;0;0;0.0134859169291442;0.986514083070856;0.0661033116506364;0.120237574481479;0.305395365224791;0.133290628417326;0.185386073866875;3.00593936203697
3012004;118;39;29;37;13;1.65463846097566;0;0;0.0139641643003298;0.98603583569967;0.0660299043159849;0.117189496382298;0.303176783884662;0.142521419920755;0.194616865370303;2.92973740955745
3012004;119;39;29;37;14;1.71059970730293;0;0;0.0144611667121427;0.985538833287857;0.0659565784997422;0.114043874147979;0.30096148372783;0.151734830267484;0.203830275717033;2.85109685369947
3012004;120;39;29;37;15;1.76341075898111;0;0;0.0149301916495241;0.985069808350476;0.0658833341113826;0.110822141941484;0.298750942750946;0.1610424012465;0.213137846696049;2.7705535485371
3012004;121;39;29;37;16;1.82189239845005;0;0;0.0154495781494756;0.984550421850524;0.0658101710604808;0.107518661940673;0.296541160257553;0.170159718724553;0.222255164174101;2.68796654851684
3012004;122;39;29;37;17;1.88201900534337;0;0;0.0159835739162129;0.984016426083787;0.0657370892567122;0.104141328588262;0.294321911745151;0.178463493955807;0.230558939405356;2.60353321470654
3012004;123;39;29;37;18;1.93904272782946;0;0;0.0164900123797237;0.983509987620276;0.0656640886098522;0.100711783154124;0.292090617424377;0.185861956876696;0.237957402326244;2.5177945788531
3012004;124;39;29;37;19;1.98971128502781;0;0;0.0169400094184493;0.983059990581551;0.0655911690297767;0.0972591529732896;0.289881598649088;0.19441584931851;0.246511294768059;2.43147882433224
3012004;125;39;29;37;20;2.03816164150098;0;0;0.0173703061970367;0.982629693802963;0.0655183304264613;0.093799275635863;0.287682371693259;0.203366485132558;0.255461930582106;2.34498189089658
3082004;1;1;0;0;0;0.0116512018080707;0.371740504561244;0.387718003714442;0.240541492084313;0;0;0.05;0;0;0;1.25
3082004;2;2;0;0;0;0.0221786153414247;0.363965193850723;0.389788705161432;0.246246101681601;0;0.00167665175039527;0.0517966087714103;0.00113499416568146;0;0;1.29491521928526
3082004;3;3;0;0;0;0.0301724634901864;0.358061117513983;0.391316517655587;0.250622365782998;0;0.00346720709211578;0.0537565876233752;0.0023902811638051;0;0;1.34391469058438
3082004;4;4;0;0;0;0.034331122302151;0.354989625708363;0.392096129535096;0.252914245845587;0;0.00514240884804208;0.0556121788502367;0.00358719544167827;0;0;1.39030447125592
3082004;5;5;0;0;0;0.0392233454171801;0.351376339817766;0.392999938174068;0.255623723259372;0;0.00707376581338021;0.0577799128649076;0.00499718100666512;0;0;1.44449782162269
3082004;6;6;0;0;0;0.0489679619042278;0.34417918538837;0.394757283167639;0.261063533023378;0;0.009039136849863;0.0600443680032522;0.00649472566004175;0;0;1.5011092000813
3082004;7;7;0;0;0;0.0577607717238955;0.337685013942569;0.396293937751497;0.266021050187367;0;0.0111834771717876;0.0625740669819558;0.00819284191887442;0;0;1.56435167454889
3082004;8;8;0;0;0;0.0689772333917506;0.329400787787312;0.3981866296659;0.272412584821678;0;0.0127839828603361;0.0645248880243294;0.00952746283048919;0;0;1.61312220060823
3082004;9;9;0;0;0;0.0776095636981248;0.32302514289835;0.399591716827787;0.277383142857784;0;0.0145283003333912;0.0667014309408842;0.0110383457876027;0;0;1.6675357735221
3082004;10;10;0;0;0;0.0838444301709751;0.318420210840592;0.400578678391072;0.281001113578828;0;0.0160963578911932;0.0686954809170372;0.0124371478059263;0;0;1.71738702292593
3082004;11;11;0;0;0;0.0894375986689983;0.314289222465276;0.401444156223645;0.284266624327227;0;0.0177595011111759;0.0708438520164388;0.013958430880449;0;0;1.77109630041097
3082004;12;12;0;0;0;0.0987959135177995;0.307377381731958;0.402850148005026;0.289772473628341;0;0.0194567579790224;0.0730953822216219;0.0155779697592002;0;0;1.82738455554055
3082004;13;13;0;0;0;0.111354740052835;0.298101715096459;0.404654167129506;0.297244121617955;0;0.0215161629813019;0.0759217931215285;0.0176541476254355;0;0;1.89804482803821
3082004;14;14;0;0;0;0.12555808206229;0.287611446342275;0.406580047095348;0.305808510961368;0;0.0233082955331463;0.078490433111143;0.0195861459515501;0;0;1.96226082777857
3082004;15;15;0;0;0;0.137637740241837;0.278689682670192;0.408122444631683;0.313187877580725;0;0.0250841449365698;0.0811304171693859;0.0216120355220054;0;0;2.02826042923465
3082004;16;16;0;0;0;0.145619027508959;0.272794883517942;0.409093365694561;0.318111755995443;0;0.0271704504088394;0.0843026538326204;0.0240787726045327;0;0;2.10756634581551
3082004;17;17;0;0;0;0.151777265665126;0.268246547410323;0.409816314814092;0.321937143237726;0;0.0291175737794433;0.0873251658879454;0.0264531507376588;0;0;2.18312914719863
3082004;18;18;0;0;0;0.158694684133753;0.263137497809691;0.410601174126068;0.3262613338152;0;0.03075112641011;0.0899260701970012;0.0285198143579087;0;0;2.24815175492503
3082004;19;19;0;0;0;0.165478211964308;0.258127336821056;0.411342878443061;0.330529790773445;0;0.0326267793186649;0.0929711560706174;0.0309666577322321;0;0;2.32427890176543
3082004;20;20;0;0;0;0.17433143228483;0.251588547538897;0.412269229054034;0.336142229823708;0;0.0344546592311068;0.0960275072311759;0.0334586426339231;0;0;2.4006876807794
3082004;21;21;0;0;0;0.188075161448434;0.241437738488819;0.413613852902932;0.344948415624645;0;0.0363866269646928;0.0994046387591732;0.0362751251133242;0;0;2.48511596897933
3082004;22;22;0;0;0;0.204948032099559;0.228975815959104;0.415109188480058;0.355915003332308;0;0.0382760917948969;0.102905238695137;0.0392765427462023;0;0;2.57263096737843
3082004;23;23;0;0;0;0.221093608887375;0.217051056308681;0.41637967135242;0.36656928085226;0;0.0397925682269953;0.105897571633233;0.0419109108689917;0;0;2.64743929083083
3082004;24;24;0;0;0;0.233619708155612;0.207799561295894;0.417257282669976;0.374943165136113;0;0.0411146182269865;0.108642476898647;0.0443774549197687;0;0;2.71606192246617
3082004;25;25;0;0;0;0.24605934928075;0.198611922321811;0.418035395168994;0.383352692207015;0;0.0424897893394686;0.111634677452045;0.0471214047169017;0;0;2.79086693630112
3082004;26;26;0;0;0;0.259378464267375;0.188774723746676;0.418765294175398;0.392459992426174;0;0.0435442285674747;0.11407980452794;0.0494129378669357;0;0;2.85199511319849
3082004;27;27;0;0;0;0.271691094888821;0.179680891872179;0.4193450824222;0.400974036666608;0;0.0447925272519413;0.117107659810064;0.0523081461471979;0;0;2.92769149525161
3082004;28;28;0;0;0;0.281787817144877;0.172223680046127;0.419752449598529;0.408023881827013;0;0.0461366328772326;0.120506704502103;0.055612215989019;0;0;3.01266761255257
